Org_Name,Original_Text,Reported_Date,Cleaned_Date,URL,Name_Processing
Weibrecht Law,"Weibrecht Law, October 09, 2018 ","October 09, 2018 ",10/9/2018,https://www.doj.nh.gov/consumer/security-breaches/documents/weibrecht-law-20181009.pdf,"Weibrecht Law, October 09, 2018 "
Weichert Co.,"Weichert Co., June 11, 2018 ","June 11, 2018 ",6/11/2018,https://www.doj.nh.gov/consumer/security-breaches/documents/weichert-20180611.pdf,"Weichert Co., June 11, 2018 "
Welders Supply Company,"Welders Supply Company, January 10, 2019 ","January 10, 2019 ",1/10/2019,https://www.doj.nh.gov/consumer/security-breaches/documents/welders-supply-20190110.pdf,"Welders Supply Company, January 10, 2019 "
Welk Resort Group ,"Welk Resort Group , February 22, 2019 ","February 22, 2019 ",2/22/2019,https://www.doj.nh.gov/consumer/security-breaches/documents/welk-resort-20190222.pdf,"Welk Resort Group , February 22, 2019 "
Welk Resort Group,"Welk Resort Group, July 25, 2018 ","July 25, 2018 ",7/25/2018,https://www.doj.nh.gov/consumer/security-breaches/documents/welk-20180725.pdf,"Welk Resort Group, July 25, 2018 "
Wellington Village of,"Wellington, Village of, July 05, 2018 ","Village of, July 05, 2018 ",7/5/2018,https://www.doj.nh.gov/consumer/security-breaches/documents/wellington-village-20180705.pdf,"Wellington, Village of, July 05, 2018 "
Wells Fargo Bank,"Wells Fargo Bank, July 31, 2008 ","July 31, 2008 ",7/31/2008,https://www.doj.nh.gov/consumer/security-breaches/documents/wells-fargo-20080731.pdf,"Wells Fargo Bank, July 31, 2008 "
Wells Fargo Bank,"Wells Fargo Bank, May 16, 2008 ","May 16, 2008 ",5/16/2008,https://www.doj.nh.gov/consumer/security-breaches/documents/wells-fargo-20080516.pdf,"Wells Fargo Bank, May 16, 2008 "
Wells Real Estate Funds,"Wells Real Estate Funds, November 05, 2008 ","November 05, 2008 ",11/5/2008,https://www.doj.nh.gov/consumer/security-breaches/documents/wells-real-estate-20081105.pdf,"Wells Real Estate Funds, November 05, 2008 "
Wendy's,"Wendy's, July 05, 2016 ","July 05, 2016 ",7/5/2016,https://www.doj.nh.gov/consumer/security-breaches/documents/wendys-20160705.pdf,"Wendy's, July 05, 2016 "
Wendy's,"Wendy's, March 26, 2015 ","March 26, 2015 ",3/26/2015,https://www.doj.nh.gov/consumer/security-breaches/documents/wendys-20150326.pdf,"Wendy's, March 26, 2015 "
Wendy's,"Wendy's, March 03, 2015 ","March 03, 2015 ",3/3/2015,https://www.doj.nh.gov/consumer/security-breaches/documents/wendys-20150303.pdf,"Wendy's, March 03, 2015 "
Wendy's,"Wendy's, January 29, 2008 ","January 29, 2008 ",1/29/2008,https://www.doj.nh.gov/consumer/security-breaches/documents/wendys-20080129.pdf,"Wendy's, January 29, 2008 "
Wendy's,"Wendy's, December 21, 2007 ","December 21, 2007 ",12/21/2007,https://www.doj.nh.gov/consumer/security-breaches/documents/wendys-20071221.pdf,"Wendy's, December 21, 2007 "
Wentworth Douglass Hospital,"Wentworth Douglass Hospital, August 02, 2012 ","August 02, 2012 ",8/2/2012,https://www.doj.nh.gov/consumer/security-breaches/documents/wentworth-douglass-20120802.pdf,"Wentworth Douglass Hospital, August 02, 2012 "
Wentworth Institute of Technology,"Wentworth Institute of Technology, February 04, 2011 ","February 04, 2011 ",2/4/2011,https://www.doj.nh.gov/consumer/security-breaches/documents/wentworth-institute-20110204.pdf,"Wentworth Institute of Technology, February 04, 2011 "
Wescom Central Credit Union,"Wescom Central Credit Union, November 27, 2019 ","November 27, 2019 ",11/27/2019,https://www.doj.nh.gov/consumer/security-breaches/documents/wescom-central-credit-union-20191127.pdf,"Wescom Central Credit Union, November 27, 2019 "
Wesleyan College,"Wesleyan College, May 03, 2017 ","May 03, 2017 ",5/3/2017,https://www.doj.nh.gov/consumer/security-breaches/documents/wesleyan-college-20170503.pdf,"Wesleyan College, May 03, 2017 "
West Creek FinancialInc.,"West Creek Financial, Inc., March 22, 2018 ","March 22, 2018 ",3/22/2018,https://www.doj.nh.gov/consumer/security-breaches/documents/west-creek-financial-20180322.pdf,"West Creek FinancialInc., March 22, 2018 "
West Music Company,"West Music Company, March 03, 2017 ","March 03, 2017 ",3/3/2017,https://www.doj.nh.gov/consumer/security-breaches/documents/west-music-20170303.pdf,"West Music Company, March 03, 2017 "
West MusicInc.,"West Music, Inc., October 13, 2017 ","October 13, 2017 ",10/13/2017,https://www.doj.nh.gov/consumer/security-breaches/documents/west-music-20171013.pdf,"West MusicInc., October 13, 2017 "
West Publishing Corporation,"West Publishing Corporation, November 03, 2014 ","November 03, 2014 ",11/3/2014,https://www.doj.nh.gov/consumer/security-breaches/documents/west-publishing-20141103.pdf,"West Publishing Corporation, November 03, 2014 "
Westcor Land Title Insurance Company,"Westcor Land Title Insurance Company, August 31, 2020 ","August 31, 2020 ",8/31/2020,https://www.doj.nh.gov/consumer/security-breaches/documents/westcor-land-title-insurance-20200831.pdf,"Westcor Land Title Insurance Company, August 31, 2020 "
Western Michigan University,"Western Michigan University, December 22, 2009 ","December 22, 2009 ",12/22/2009,https://www.doj.nh.gov/consumer/security-breaches/documents/western-michigan-university-2091222.pdf,"Western Michigan University, December 22, 2009 "
Western Technical College,"Western Technical College, March 22, 2019 ","March 22, 2019 ",3/22/2019,https://www.doj.nh.gov/consumer/security-breaches/documents/western-technical-college-20190322.pdf,"Western Technical College, March 22, 2019 "
Western Union Company The,"Western Union Company, The, October 29, 2013 ","October 29, 2013 ",10/29/2013,https://www.doj.nh.gov/consumer/security-breaches/documents/western-union-20131029.pdf,"Western Union Company The, October 29, 2013 "
Western University of Health Sciences,"Western University of Health Sciences, December 18, 2012 ","December 18, 2012 ",12/18/2012,https://www.doj.nh.gov/consumer/security-breaches/documents/western-university-health-20121218.pdf,"Western University of Health Sciences, December 18, 2012 "
Westminster Ingleside King Farm Presbyterian Retirement CommunitiesInc.,"Westminster Ingleside King Farm Presbyterian Retirement Communities, Inc., January 19, 2018 ","January 19, 2018 ",1/19/2018,https://www.doj.nh.gov/consumer/security-breaches/documents/westminster-ingleside-20180119.pdf,"Westminster Ingleside King Farm Presbyterian Retirement CommunitiesInc., January 19, 2018 "
Weyerhaeuser,"Weyerhaeuser, April 02, 2015 ","April 02, 2015 ",4/2/2015,https://www.doj.nh.gov/consumer/security-breaches/documents/weyerhaeuser-20150402.pdf,"Weyerhaeuser, April 02, 2015 "
Wheeler & Associates CPA,"Wheeler & Associates, CPA, March 08, 2011 ","March 08, 2011 ",3/8/2011,https://www.doj.nh.gov/consumer/security-breaches/documents/wheeler-cpa-20110308.pdf,"Wheeler & Associates CPA, March 08, 2011 "
Wheeler & Egger CPAs LLC,"Wheeler & Egger, CPAs, LLC, September 11, 2016 ","September 11, 2016 ",9/11/2016,https://www.doj.nh.gov/consumer/security-breaches/documents/wheeler-egger-20160911.pdf,"Wheeler & Egger CPAs LLC, September 11, 2016 "
White Lodging Services Corporation,"White Lodging Services Corporation, February 06, 2014 ","February 06, 2014 ",2/6/2014,https://www.doj.nh.gov/consumer/security-breaches/documents/white-lodging-services-20140206.pdf,"White Lodging Services Corporation, February 06, 2014 "
Whitehall Hotel,"Whitehall Hotel, November 10, 2017 ","November 10, 2017 ",11/10/2017,https://www.doj.nh.gov/consumer/security-breaches/documents/whitehall-hotel-20171110.pdf,"Whitehall Hotel, November 10, 2017 "
Whiting-Turner Contracting Company The,"Whiting-Turner Contracting Company, The, April 06, 2016 ","April 06, 2016 ",4/6/2016,https://www.doj.nh.gov/consumer/security-breaches/documents/whiting-turner-20160406.pdf,"Whiting-Turner Contracting Company The, April 06, 2016 "
Whitinger & Company LLC,"Whitinger & Company, LLC, July 19, 2017 ","July 19, 2017 ",7/19/2017,https://www.doj.nh.gov/consumer/security-breaches/documents/whitinger-20170719.pdf,"Whitinger & Company LLC, July 19, 2017 "
Whole Foods Market,"Whole Foods Market, November 01, 2018  ","November 01, 2018  ",11/1/2018,https://www.doj.nh.gov/consumer/security-breaches/documents/whole-foods-20181101.pdf,"Whole Foods Market, November 01, 2018  "
Whole Foods Market,"Whole Foods Market, October 20, 2017 ","October 20, 2017 ",10/20/2017,https://www.doj.nh.gov/consumer/security-breaches/documents/whole-foods-20171020.pdf,"Whole Foods Market, October 20, 2017 "
Wilbraham Lawler & Buba PC,"Wilbraham, Lawler & Buba, PC, November 03, 2017 ","November 03, 2017 ",11/3/2017,https://www.doj.nh.gov/consumer/security-breaches/documents/wilbraham-lawler-buba-20171103.pdf,"Wilbraham Lawler & Buba PC, November 03, 2017 "
Wild Maney & Resnick LLP,"Wild, Maney & Resnick, LLP, April 21, 2017 ","April 21, 2017 ",4/21/2017,https://www.doj.nh.gov/consumer/security-breaches/documents/wild-maney-resnick-20170421.pdf,"Wild Maney & Resnick LLP, April 21, 2017 "
William Cole Vineyards LLC,"William Cole Vineyards, LLC, June 19, 2015 ","June 19, 2015 ",6/19/2015,https://www.doj.nh.gov/consumer/security-breaches/documents/william-cole-vineyards-20150619.pdf,"William Cole Vineyards LLC, June 19, 2015 "
Williams College,"Williams College, October 30, 2009 ","October 30, 2009 ",10/30/2009,https://www.doj.nh.gov/consumer/security-breaches/documents/williams-college-20091030.pdf,"Williams College, October 30, 2009 "
Williams Hart Boundas Easterby LLP,"Williams Hart Boundas Easterby LLP, September 8, 2020 ","September 8, 2020 ",9/8/2020,https://www.doj.nh.gov/consumer/security-breaches/documents/williams-hart-boundas-easterby-20200908.pdf,"Williams Hart Boundas Easterby LLP, September 8, 2020 "
Williams-SonomaInc. (WSI),"Williams-Sonoma, Inc. (WSI), August 30, 2018 ","August 30, 2018 ",8/30/2018,https://www.doj.nh.gov/consumer/security-breaches/documents/williams-sonoma-20180830.pdf,"Williams-SonomaInc. (WSI), August 30, 2018 "
Williamson John D. CPA,"Williamson, John D. CPA, February 27, 2017 ","February 27, 2017 ",2/27/2017,https://www.doj.nh.gov/consumer/security-breaches/documents/williamson-john-20170227.pdf,"Williamson John D. CPA, February 27, 2017 "
Willis North AmericaInc.,"Willis North America, Inc., April 17, 2014 ","April 17, 2014 ",4/17/2014,https://www.doj.nh.gov/consumer/security-breaches/documents/willis-north-america-20140417.pdf,"Willis North AmericaInc., April 17, 2014 "
Willis Towers Watson,"Willis Towers Watson, July 12, 2017 ","July 12, 2017 ",7/12/2017,https://www.doj.nh.gov/consumer/security-breaches/documents/willis-towers-watson-20170712.pdf,"Willis Towers Watson, July 12, 2017 "
WilmerHale,"WilmerHale, July 01, 2008 ","July 01, 2008 ",7/1/2008,https://www.doj.nh.gov/consumer/security-breaches/documents/wilmerhale-20080701.pdf,"WilmerHale, July 01, 2008 "
Wilt Gregory F. CPA,"Wilt, Gregory F. CPA, , August 31, 2017 ","August 31, 2017 ",8/31/2017,https://www.doj.nh.gov/consumer/security-breaches/documents/wilt-gregory-20170831.pdf,"Wilt Gregory F. CPA, August 31, 2017 "
Wilton Brands LLC,"Wilton Brands LLC, January 24, 2013 ","January 24, 2013 ",1/24/2013,https://www.doj.nh.gov/consumer/security-breaches/documents/wilton-brands-20130124.pdf,"Wilton Brands LLC, January 24, 2013 "
Wilton Brands LLC,"Wilton Brands LLC, December 12, 2012 ","December 12, 2012 ",12/12/2012,https://www.doj.nh.gov/consumer/security-breaches/documents/wilton-brands-20121212.pdf,"Wilton Brands LLC, December 12, 2012 "
Wind River Environmental LLC,"Wind River Environmental, LLC, August 12, 2019 ","August 12, 2019 ",8/12/2019,https://www.doj.nh.gov/consumer/security-breaches/documents/wind-river-environmental-20190812.pdf,"Wind River Environmental LLC, August 12, 2019 "
Windhaven Investment ManagementInc.,"Windhaven Investment Management, Inc., September 19, 2013 ","September 19, 2013 ",9/19/2013,https://www.doj.nh.gov/consumer/security-breaches/documents/windhaven-investment-20130919.pdf,"Windhaven Investment ManagementInc., September 19, 2013 "
Wine Library,"Wine Library, January 24, 2012 ","January 24, 2012 ",1/24/2012,https://www.doj.nh.gov/consumer/security-breaches/documents/wine-library-20120124.pdf,"Wine Library, January 24, 2012 "
Winebow Group,"Winebow Group, June 17, 2019 ","June 17, 2019 ",6/17/2019,https://www.doj.nh.gov/consumer/security-breaches/documents/winebow-group-20190617.pdf,"Winebow Group, June 17, 2019 "
Wingate,"Wingate, April 16, 2019 ","April 16, 2019 ",4/16/2019,https://www.doj.nh.gov/consumer/security-breaches/documents/wingate-20190416.pdf,"Wingate, April 16, 2019 "
Winn Virgil Elliot CPA,"Winn, Virgil Elliot, CPA, , March 30, 2016 ","March 30, 2016 ",3/30/2016,https://www.doj.nh.gov/consumer/security-breaches/documents/winn-virgil-20160330.pdf,"Winn Virgil Elliot CPA, March 30, 2016 "
Wintrust Mortgage,"Wintrust Mortgage, February 02, 2018 ","February 02, 2018 ",2/2/2018,https://www.doj.nh.gov/consumer/security-breaches/documents/wintrust-mortgage-20180202.pdf,"Wintrust Mortgage, February 02, 2018 "
Wise Health System,"Wise Health System, October 4, 2019 ","October 4, 2019 ",10/4/2019,https://www.doj.nh.gov/consumer/security-breaches/documents/wise-health-system-20191004.pdf,"Wise Health System, October 4, 2019 "
Wise Health System,"Wise Health System, July 11, 2019 ","July 11, 2019 ",7/11/2019,https://www.doj.nh.gov/consumer/security-breaches/documents/wise-health-20190711.pdf,"Wise Health System, July 11, 2019 "
Wisconsin National Guard Assn.,"Wisconsin National Guard Assn., November 23, 2016 ","November 23, 2016 ",11/23/2016,https://www.doj.nh.gov/consumer/security-breaches/documents/wisconsin-national-guard-20161123.pdf,"Wisconsin National Guard Assn., November 23, 2016 "
WithumSmith+Brown PC,"WithumSmith+Brown, PC, April 25, 2018 ","April 25, 2018 ",4/25/2018,https://www.doj.nh.gov/consumer/security-breaches/documents/withumsmith-brown-20180425.pdf,"WithumSmith+Brown PC, April 25, 2018 "
WNET,"WNET, August 04, 2017 ","August 04, 2017 ",8/4/2017,https://www.doj.nh.gov/consumer/security-breaches/documents/wnet-20170804.pdf,"WNET, August 04, 2017 "
Wolf & Company PC,"Wolf & Company, PC, March 24, 2014 ","March 24, 2014 ",3/24/2014,https://www.doj.nh.gov/consumer/security-breaches/documents/wolf-20140324.pdf,"Wolf & Company PC, March 24, 2014 "
Wolff Shoe Company,"Wolff Shoe Company, November 5, 2019 ","November 5, 2019 ",11/5/2019,https://www.doj.nh.gov/consumer/security-breaches/documents/wolff-shoe-company-20191105.pdf,"Wolff Shoe Company, November 5, 2019 "
Wolters Kluwer CCH,"Wolters Kluwer, CCH, August 11, 2009 ","August 11, 2009 ",8/11/2009,https://www.doj.nh.gov/consumer/security-breaches/documents/wolters-kluwer-20090811.pdf,"Wolters Kluwer CCH, August 11, 2009 "
Wolters Kluwer Lippincott Williams & Wilkins,"Wolters Kluwer, Lippincott Williams & Wilkins, March 10, 2008 ","March 10, 2008 ",3/10/2008,https://www.doj.nh.gov/consumer/security-breaches/documents/wolters-kluwer-20080310.pdf,"Wolters Kluwer Lippincott Williams & Wilkins, March 10, 2008 "
Woman's Health USAInc.,"Woman's Health USA, Inc. May 6, 2019 ","May 6, 2019 ",5/6/2019,https://www.doj.nh.gov/consumer/security-breaches/documents/womans-health-usa-20190506.pdf,"Woman's Health USAInc., May 6, 2019 "
Women & Infants Hospital,"Women & Infants Hospital, November 05, 2012 ","November 05, 2012 ",11/5/2012,https://www.doj.nh.gov/consumer/security-breaches/documents/women-infants-hospital-20121105.pdf,"Women & Infants Hospital, November 05, 2012 "
Wood Ranch Medical,"Wood Ranch Medical, September 18, 2019 ","September 18, 2019 ",9/18/2019,https://www.doj.nh.gov/consumer/security-breaches/documents/wood-ranch-medical-20190918.pdf,"Wood Ranch Medical, September 18, 2019 "
Woodbury Financial Services,"Woodbury Financial Services, April 09, 2010 ","April 09, 2010 ",4/9/2010,https://www.doj.nh.gov/consumer/security-breaches/documents/woodbury-financial-20100409.pdf,"Woodbury Financial Services, April 09, 2010 "
Woodbury Financial Services,"Woodbury Financial Services, July 27, 2015 ","July 27, 2015 ",7/27/2015,https://www.doj.nh.gov/consumer/security-breaches/documents/woodbury-financial-20150727.pdf,"Woodbury Financial Services, July 27, 2015 "
