Matter Number,Status,Opendt,Category,Sub category,Matter (Short) Name,Injry Date,Resid Effected,Corprt State,Thru Date,Industry,Crdt Monit,Notif Ltr,Name,Adrs,Email,SSN,DOB,Track1,Track2,Crdt
461808,CLOSED,10/15/2013,Consumer Protection,Data Breach,HOTEL ARTEMIDE SLR (AMERICAN EXPRESS),,1,NY,,Hotel,N,Y,Y,N,N,N,N,N,N,Y
461792,CLOSED,10/15/2013,Consumer Protection,Data Breach,NBC SPORTS GROUP,,25,CT,,Media,N,N,Y,N,N,Y,N,N,N,N
461790,CLOSED,10/15/2013,Consumer Protection,Data Breach,HOLY CROSS HOSPITAL,8/15/2013,9,Fl,,Health,Y,Y,Y,Y,N,Y,Y,N,N,N
461784,CLOSED,10/15/2013,Consumer Protection,Data Breach,TD BANK (10-15-13),,6,NJ,,Bank,Y,Y,Y,Y,N,Y,N,N,N,N
461559,CLOSED,10/11/2013,Consumer Protection,Data Breach,WASHINGTON UNIVERSITY,9/12/2013,5,,,,Y,Y,Y,N,N,Y,N,N,N,N
461554,CLOSED,10/11/2013,Consumer Protection,Data Breach,THE UNIVERSITY OF NEW HAVEN,10/11/2013,170,,,,Y,Y,Y,N,N,Y,N,N,N,Y
461529,CLOSED,10/10/2013,Consumer Protection,Data Breach,"QVC, INC.",9/21/2013,1,,,,N,Y,Y,N,N,N,N,N,N,N
461523,CLOSED,10/9/2013,Consumer Protection,Data Breach,CSX TRANSPORTATION,9/6/2013,9,,,,Y,Y,Y,N,N,Y,N,N,N,N
461522,CLOSED,10/8/2013,Consumer Protection,Data Breach,MEDICAL PROTECTIVE COMPANY,7/3/2013,1,,,,Y,Y,Y,N,N,N,N,N,N,N
461521,CLOSED,10/7/2013,Consumer Protection,Data Breach,DATAPAK SERVICES CORPORATION,3/5/2013,1107,,,,Y,Y,Y,Y,N,N,N,N,N,Y
461385,CLOSED,10/7/2013,Consumer Protection,Data Breach,RAILWORKS CORPORATION,12/1/2012,2,,9/1/2013,,Y,Y,Y,N,N,Y,N,N,N,Y
460652,CLOSED,10/4/2013,Consumer Protection,Data Breach,"R.T. JONES CAPITAL EQUITIES MANAGEMENT, INC.",7/22/2013,130,MO,,Professional Services,Y,Y,Y,N,Y,Y,N,N,N,N
460651,CLOSED,10/3/2013,Consumer Protection,Data Breach,"OFFICE DEPOT, INC.",,7,,,Retail,N,Y,Y,Y,Y,Y,N,N,N,N
460646,CLOSED,10/3/2013,Consumer Protection,Data Breach,MASSACHUSETTS MUTUAL LIFE INSURANCE COMPANY (MASSM,9/6/2013,23,MA,,Insurance,Y,Y,Y,N,N,Y,Y,N,N,N
460638,CLOSED,10/3/2013,Consumer Protection,Data Breach,ADOBE SYSTEMS INCORPORATED,,23891,CA,,Professional Services,Y,Y,Y,N,N,N,N,N,N,Y
460625,CLOSED,10/2/2013,Consumer Protection,Data Breach,CITI,,6,TX,,Finance,Y,Y,Y,N,N,Y,N,N,N,N
460605,CLOSED,10/1/2013,Consumer Protection,Data Breach,"PAYJUNCTION, INC.",,10,CA,,Professional Services,Y,Y,Y,N,N,Y,N,N,N,N
460600,CLOSED,9/30/2013,Consumer Protection,Data Breach,"PETROCHEM INSULATION, INC.",7/18/2013,1,CA,,Retail,Y,Y,N,N,N,Y,N,N,N,N
460592,CLOSED,9/30/2013,Consumer Protection,Data Breach,CHATEAU ELAN (AMERICAN EXPRESS),2/24/2013,14,GA,,Retail,N,Y,Y,Y,N,N,N,N,N,Y
460588,CLOSED,9/30/2013,Consumer Protection,Data Breach,BEACHBODY LLC (TURBOKICK) (AMERICAN EXPRESS),,8,CA,,Retail,N,Y,Y,Y,N,N,N,N,N,Y
460586,CLOSED,9/30/2013,Consumer Protection,Data Breach,HOTEL MONTELEONE (AMERICAN EXPRESS),3/10/2012,19,LA,,Retail,N,Y,Y,N,N,N,N,N,N,Y
460561,CLOSED,9/30/2013,Consumer Protection,Data Breach,STARDEKK BVBA (AMERICAN EXPRESS),,2,,,Retail,N,Y,Y,N,N,N,N,N,N,Y
460559,CLOSED,9/30/2013,Consumer Protection,Data Breach,"TD BANK, N.A.",,1,NJ,,Finance,Y,Y,Y,Y,N,Y,N,N,N,Y
460214,CLOSED,9/26/2013,Consumer Protection,Data Breach,AETNA,9/13/2013,6,CT,,Insurance,Y,N,Y,Y,N,Y,N,N,N,N
460200,CLOSED,9/26/2013,Consumer Protection,Data Breach,GARRISON INVESTMENT GROUP (ERNST & YOUNG LLP (EY)),6/22/2013,1,NY,,Investment,Y,Y,Y,Y,N,Y,N,N,N,N
460195,CLOSED,9/25/2013,Consumer Protection,Data Breach,PUBLIC STORAGE (PS),9/4/2013,5,CA,,Storage,N,Y,Y,Y,N,N,N,N,N,N
460158,CLOSED,9/25/2013,Consumer Protection,Data Breach,"ICG AMERICA (AMAZING CLUBS, FLYING NOODLE, MONSTER",1/2/2013,4766,TX,8/2/2013,Operator for Companies,N,Y,Y,Y,Y,N,N,N,N,Y
460145,CLOSED,9/24/2013,Consumer Protection,Data Breach,"ICS COLLECTION SERVICE, INC. (DREYER MEDICAL CLINI",7/9/2013,1,PA,,Health Care,Y,Y,Y,Y,N,Y,N,N,N,N
460130,CLOSED,9/24/2013,Consumer Protection,Data Breach,FERRIS STATE UNIVERSITY,7/23/2013,13,OR,,University,N,Y,Y,Y,N,Y,Y,N,N,N
460129,CLOSED,9/23/2013,Consumer Protection,Data Breach,"CLARK & ANDERSON, P.A.",,,,,,,,,,,,,,,
460125,CLOSED,9/23/2013,Consumer Protection,Data Breach,CLEVELAND INSTITUTE OF MUSIC (CIM),,,OH,,Institute,N,N,Y,N,N,Y,N,N,N,Y
459837,CLOSED,9/20/2013,Consumer Protection,Data Breach,"WINDHAVEN INVESTMENT MANAGEMENT, INC.",,,CT,,Investment,Y,N,Y,Y,Y,N,N,N,N,N
459817,CLOSED,9/18/2013,Consumer Protection,Data Breach,"PLS FINANCIAL SERVICES, INC. (PLS)",7/11/2013,3,IL,7/26/2013,Financial Services,N,Y,Y,Y,Y,Y,N,N,N,N
459813,CLOSED,9/18/2013,Consumer Protection,Data Breach,THE NEW TEACHER PROJECT (TNTP),7/27/2013,2,IL,7/28/2013,Teacher Organization,Y,N,Y,N,N,Y,Y,N,N,N
459811,CLOSED,9/16/2013,Consumer Protection,Data Breach,EXPERIAN (DEFENSE CONTRACTS SOUTH FCU),8/26/2013,3,TX,8/27/2013,Credit Union,Y,Y,Y,Y,N,Y,Y,N,N,Y
459810,CLOSED,9/16/2013,Consumer Protection,Data Breach,SUNDANCE PARTNERS LTD. (AMERICAN EXPRESS),2/11/2013,52,NY,,Credit Card,N,Y,Y,N,N,N,N,N,N,Y
459788,CLOSED,9/16/2013,Consumer Protection,Data Breach,"MFS SERVICE CENTER, INC. (MASSACHUSETTS FINANCIAL ",9/3/2013,43,MA,,Investment,Y,Y,Y,Y,N,Y,N,N,N,N
459856,CLOSED,9/13/2013,Consumer Protection,Data Breach,AON HEWITT (THE BANK OF TOKYO-MITSUBISHI UFJ LTD. ,8/2/2013,26,NY,,Bank,Y,Y,Y,N,N,Y,N,N,N,N
459309,CLOSED,9/13/2013,Consumer Protection,Data Breach,BLACKHAWK CONSULTING GROUP (ADVOCATE MEDICAL GROUP,8/22/2013,1,GA,,Consulting,N,Y,Y,Y,Y,N,N,N,N,Y
459303,CLOSED,9/13/2013,Consumer Protection,Data Breach,DNV FOOD GROUP D/B/A THE ORIGINAL SOUPMAN (AMERICA,2/15/2013,11,NY,,Credit Card,N,Y,Y,N,N,N,N,N,N,Y
459298,CLOSED,9/12/2013,Consumer Protection,Data Breach,BEL USA LLC,3/1/2013,984,FL,7/15/2013,Ordering Business,N,Y,Y,Y,N,N,N,N,N,Y
459244,CLOSED,9/10/2013,Consumer Protection,Data Breach,"FSV PAYMENT SYSTEMS, INC.",7/22/2013,356,FL,7/28/2013,Payment System,Y,N,Y,N,N,Y,N,N,N,Y
459213,CLOSED,9/10/2013,Consumer Protection,Data Breach,STANFORD WHO'S WHO (AMERICAN EXPRESS),,39,NY,,Credit Card,N,Y,Y,N,N,N,N,N,N,Y
459211,CLOSED,9/9/2013,Consumer Protection,Data Breach,OUTDOOR NETWORK LLC (BOATS.NET & PARTZILLA.COM),,1100,FL,,Retailer,N,Y,Y,Y,N,N,N,N,N,Y
459025,CLOSED,9/6/2013,Consumer Protection,Data Breach,EDGEWOOD PARTNERS INSURANCE CENTER (EPIC),7/17/2013,2,,,Insurance,Y,Y,Y,Y,Y,Y,Y,N,N,N
459030,CLOSED,9/5/2013,Consumer Protection,Data Breach,MEDICAL UNIVERSITY OF SOUTH CAROLINA (MUSC) (BLACK,6/30/2013,3,SC,8/21/2013,University,Y,Y,Y,Y,Y,N,N,N,N,Y
458813,CLOSED,9/3/2013,Consumer Protection,Data Breach,"EKTRON, INC.",6/15/2013,1,,,,Y,N,Y,N,N,Y,Y,N,N,N
458785,CLOSED,9/3/2013,Consumer Protection,Data Breach,RECOVERED NYU DENTAL (AMERICAN EXPRESS),,1,NY,,Credit Card,N,Y,Y,N,N,N,N,N,N,Y
458769,CLOSED,9/3/2013,Consumer Protection,Data Breach,MINERVA'S INC. (AMERICAN EXPRESS),4/30/2013,4,NY,,Credit Card,N,Y,Y,N,N,N,N,N,N,Y
458747,CLOSED,9/3/2013,Consumer Protection,Data Breach,ED'S LOBSTER BAR (AMERICAN EXPRESS),6/17/2013,4,NY,,Credit Card,N,Y,Y,N,N,N,N,N,N,Y
458746,CLOSED,9/3/2013,Consumer Protection,Data Breach,RECOVERY BY LAW ENFORCEMENT (AMERICAN EXPRESS),,115,NY,,Credit Card,N,Y,Y,N,N,N,N,N,N,Y
458745,CLOSED,9/3/2013,Consumer Protection,Data Breach,FCI MARKETING INC. (AMERICAN EXPRESS),5/14/2013,5,NY,,Credit Card,N,Y,Y,Y,N,N,N,N,N,Y
458744,CLOSED,9/3/2013,Consumer Protection,Data Breach,RECOVERY BY LAW ENFORCEMENT (AMERICAN EXPRESS),,1,NY,,Credit Card,N,Y,Y,Y,N,Y,Y,N,N,Y
458007,CLOSED,8/29/2013,Consumer Protection,Data Breach,"OSPREY PACKS, INC.",7/9/2013,4,CO,,Retailer,N,Y,Y,Y,Y,N,N,N,N,Y
458001,CLOSED,8/28/2013,Consumer Protection,Data Breach,"CAPITAL ONE BANK (USA), N.A.",6/21/2013,4,VA,,Bank,Y,Y,Y,Y,N,Y,N,N,N,N
457973,CLOSED,8/27/2013,Consumer Protection,Data Breach,"MIDWEST SUPPLIES, LLC",7/19/2013,292,MN,,Retailer,N,Y,Y,Y,Y,N,N,N,N,Y
457970,CLOSED,8/27/2013,Consumer Protection,Data Breach,LA GRANDE EPICERIE (AMERICAN EXPRESS),7/16/2013,22,NY,,Credit Card,N,Y,Y,N,N,N,N,N,N,Y
457967,CLOSED,8/27/2013,Consumer Protection,Data Breach,"CITIBANK, N.A.",,2,SD,,Banking,Y,Y,Y,Y,N,Y,Y,N,N,Y
457965,CLOSED,8/26/2013,Consumer Protection,Data Breach,QVC,7/13/2013,4,PA,,Online Shopping,N,Y,Y,Y,Y,N,N,N,N,N
457959,CLOSED,8/26/2013,Consumer Protection,Data Breach,REPUBLIC SERVICES,8/11/2013,38,AZ,,Waste Management,Y,Y,Y,N,N,Y,N,N,N,N
457947,CLOSED,8/26/2013,Consumer Protection,Data Breach,NATIONSTAR MORTGAGE LLC,8/5/2013,,TX,,Mortgage,N,N,N,N,Y,N,N,N,N,N
457359,CLOSED,8/23/2013,Consumer Protection,Data Breach,ADVOCATE MEDICAL GROUP (AMG),7/15/2013,773,IL,,Medical Group,N,Y,Y,Y,N,Y,Y,N,N,N
457328,CLOSED,8/22/2013,Consumer Protection,Data Breach,GOLDNER ASSOCIATES (AMERICAN EXPRESS),6/13/2013,1,NY,,Credit Card,N,Y,Y,Y,Y,N,N,N,N,Y
457324,CLOSED,8/21/2013,Consumer Protection,Data Breach,"SHORE MORTGAGE (UNITED SHORE FINANCIAL SERVICES, L",6/2/2013,40,VA,,Mortgage,N,Y,Y,N,N,Y,Y,N,N,N
457318,CLOSED,8/20/2013,Consumer Protection,Data Breach,A AND E STORES (AMERICAN EXPRESS),4/26/2013,1,NY,,Credit Card,N,Y,Y,N,N,N,N,N,N,Y
457316,CLOSED,8/20/2013,Consumer Protection,Data Breach,CELERANT (AMERICAN EXPRESS),1/15/2013,2859,NY,,Credit Card,N,Y,Y,N,N,N,N,N,N,Y
457312,CLOSED,8/20/2013,Consumer Protection,Data Breach,ARGOTEC,7/26/2013,,MA,,Manufacturer,N,N,N,N,N,N,N,N,N,N
457308,CLOSED,8/20/2013,Consumer Protection,Data Breach,"NEWSLINK OF JFK, LLC",5/2/2013,,NY,,Airport Store,N,Y,N,N,N,N,N,N,N,Y
457245,CLOSED,8/16/2013,Consumer Protection,Data Breach,FIDELITY INVESTMENTS (CHUBB GROUP OF INSURANCE COM,8/2/2013,1,MA,,Investment,Y,Y,Y,Y,N,Y,N,N,N,N
457244,CLOSED,8/16/2013,Consumer Protection,Data Breach,"EXELIXIS,INC.",7/30/2013,12,CA,,Biopharmaceutical,Y,Y,Y,Y,N,Y,Y,N,N,N
457239,CLOSED,8/15/2013,Consumer Protection,Data Breach,PRUDENTIAL,12/1/2013,9,NJ,,Insurance,Y,Y,Y,N,N,Y,N,N,N,N
457238,CLOSED,8/15/2013,Consumer Protection,Data Breach,"SIGN-ZONE, INC. (CREATIVE BANNER ASSEMBLIES)",6/1/2013,1,MN,,Wholesale,Y,Y,Y,Y,N,N,N,N,N,Y
457186,CLOSED,8/15/2013,Consumer Protection,Data Breach,PARAGON SOLUTION NETWORK 1INK (AMERICAN EXPRESS),1/17/2012,303,CA,,Credit Card,N,Y,Y,Y,N,N,N,N,N,Y
457179,CLOSED,8/15/2013,Consumer Protection,Data Breach,BLOCK 16 / RICHARDSON GASTROPUB LLC (AMERICAN EXPR,8/2/2013,7,NV,,Credit Card,N,Y,Y,N,N,N,N,N,N,N
457178,CLOSED,8/14/2013,Consumer Protection,Data Breach,FERRIS STATE UNIVERSITY,7/23/2013,25,OR,,University,N,Y,Y,N,N,Y,N,N,N,N
457159,CLOSED,8/14/2013,Consumer Protection,Data Breach,"NORTHROP GRUMMAN TECHNICAL SERVICES, INC.",,44,VA,,Defense,N,Y,Y,N,N,Y,Y,N,N,N
457154,CLOSED,8/14/2013,Consumer Protection,Data Breach,BELL HELICOPTER'S TRAINING ACADEMY,7/3/2013,15,TX,,Aviation,Y,Y,N,N,Y,N,N,N,N,Y
457157,CLOSED,8/12/2013,Consumer Protection,Data Breach,NOVARTIS CORPORATION,3/4/2013,7,NJ,,Pharmaceutical,Y,N,N,N,N,Y,Y,N,N,N
456431,CLOSED,8/9/2013,Consumer Protection,Data Breach,MCKESSON CORPORATION,4/29/2013,23,CA,,Health Care,N,Y,Y,N,N,Y,N,N,N,N
456362,CLOSED,8/8/2013,Consumer Protection,Data Breach,RECOVERY OF CUSTOMER DATA (AMERICAN EXPRESS),,84,NY,,Credit Card,N,Y,Y,Y,N,N,N,N,N,Y
456361,CLOSED,8/8/2013,Consumer Protection,Data Breach,"FIRST NIAGARA BANK, N.A.",8/8/2013,3,NY,,Banking,Y,Y,Y,Y,N,N,N,N,N,N
456359,CLOSED,8/7/2013,Consumer Protection,Data Breach,SMARTPHONE EXPERTS,7/12/2013,1833,FL,,Online Retailer,N,Y,Y,Y,N,N,N,N,N,Y
456358,CLOSED,8/6/2013,Consumer Protection,Data Breach,RSA RECOVERED AXP CARD DATA (AMERICAN EXPRESS),,5,NY,,Credit card,N,Y,Y,Y,N,N,N,N,N,Y
456354,CLOSED,8/5/2013,Consumer Protection,Data Breach,INTER-CONTINENTAL HOTELS CORPORATION (ICHC),7/4/2013,,GA,,Hotels,N,N,Y,Y,N,N,N,N,N,Y
456349,CLOSED,8/5/2013,Consumer Protection,Data Breach,"3BALLS.COM, INC.",3/19/2013,83,,5/11/2013,Online Retailer,N,Y,Y,Y,N,N,N,N,N,Y
456179,CLOSED,8/2/2013,Consumer Protection,Data Breach,NORTHEASTERN UNIVERSITY,7/2/2013,6,MA,,University,Y,Y,Y,N,N,Y,N,N,N,N
456177,CLOSED,8/2/2013,Consumer Protection,Data Breach,SWIMSUITSFORALL,6/24/2013,111,NJ,,Online Shopping ,N,Y,Y,Y,N,N,N,N,N,Y
456173,CLOSED,8/2/2013,Consumer Protection,Data Breach,AUBURN UNIVERSITY,6/19/2013,2,GA,,University,Y,Y,Y,Y,Y,Y,N,N,N,N
456172,CLOSED,8/2/2013,Consumer Protection,Data Breach,"US AIRWAYS, INC.",7/12/2013,,,,Airline,Y,Y,Y,Y,Y,N,Y,N,N,Y
456170,CLOSED,8/1/2013,Consumer Protection,Data Breach,"COMMONWEALTH EQUITY SERVICES, INC. D/B/A COMMONWEA",7/26/2013,1,MA,,Broker/Dealer,Y,N,Y,N,N,Y,N,N,N,Y
456161,CLOSED,8/1/2013,Consumer Protection,Data Breach,ORACLE CORPORATION (FIDELITY),7/10/2013,448,MA,,Investment,Y,Y,Y,N,N,Y,N,N,N,N
456158,CLOSED,7/31/2013,Consumer Protection,Data Breach,SOUTH CAROLINA BANK & TRUST (SCBT),7/15/2013,1,SC,,Bank,Y,Y,Y,Y,N,N,N,N,N,N
456116,CLOSED,7/24/2013,Consumer Protection,Data Breach,"RB PROPERTIES, INC. - WASHINGTON PLAZA (AMERICAN E",11/17/2012,4,MD,,Credit Card,N,Y,Y,N,N,N,N,N,N,Y
456062,CLOSED,7/23/2013,Consumer Protection,Data Breach,HUNTINGTON'S DISEASE SOCIETY OF AMERICA (HDSA),5/3/2013,6,NY,,Health Organization,Y,Y,Y,Y,N,Y,N,N,N,Y
456061,CLOSED,7/23/2013,Consumer Protection,Data Breach,"QVC, INC.",7/18/2013,1,PA,,Online Shopping,Y,Y,Y,Y,Y,N,N,N,N,Y
456060,CLOSED,7/23/2013,Consumer Protection,Data Breach,US AIRWAYS (AUTOMATIC DATA PROCESSING - ADP),6/6/2013,11,AZ,,Airline,N,Y,Y,N,N,Y,N,N,N,N
456053,CLOSED,7/23/2013,Consumer Protection,Data Breach,"RUBY TUESDAY, INC.",7/8/2013,4,TN,,Restaurant,N,Y,Y,N,N,Y,N,N,N,Y
454968,CLOSED,7/19/2013,Consumer Protection,Data Breach,CALLAWAY GARDENS (AMERICAN EXPRESS),9/3/2013,3,MD,,Credit Card,N,Y,Y,N,N,N,N,N,N,Y
454880,CLOSED,7/18/2013,Consumer Protection,Data Breach,ALLIEDBARTON SECURITY SERVICES LLC (ADP),4/29/2013,8,NJ,,Payroll Service,Y,Y,Y,N,N,Y,N,N,N,N
454877,CLOSED,7/18/2013,Consumer Protection,Data Breach,"CITIBANK, N.A.",7/3/2013,2,SD,,Bank,Y,Y,Y,Y,N,N,N,N,N,Y
454844,CLOSED,7/17/2013,Consumer Protection,Data Breach,"NYC BIKE SHARE, LLC A/K/A CITI BIKE",4/15/2013,14,NY,5/30/2013,Merchandise,Y,Y,Y,N,N,N,Y,N,N,Y
454788,CLOSED,7/17/2013,Consumer Protection,Data Breach,SENTRY LIFE INSURANCE COMPANY,7/2/2013,7,WI,,Insurance,Y,Y,Y,N,N,Y,N,N,N,Y
454777,CLOSED,7/17/2013,Consumer Protection,Data Breach,BABSON COLLEGE,7/10/2013,1,MA,,College,Y,Y,N,N,Y,N,N,N,N,Y
454745,CLOSED,7/16/2013,Consumer Protection,Data Breach,ROY'S HOLDING (AMERICAN EXPRESS),2/1/2013,20,NY,,Credit Card,N,Y,Y,N,N,N,N,N,N,Y
454743,CLOSED,7/15/2013,Consumer Protection,Data Breach,"CAPITAL ONE BANK, N.A.",,3,FL,,Bank,Y,Y,Y,Y,N,Y,N,N,N,Y
454734,CLOSED,7/15/2013,Consumer Protection,Data Breach,SHUMSKY (AMERICAN EXPRESS),5/14/2013,2,,,,Y,Y,Y,Y,Y,N,N,N,N,Y
454733,CLOSED,7/15/2013,Consumer Protection,Data Breach,XCOM GLOBAL (AMERICAN EXPRESS),4/18/2013,6,,,,Y,Y,Y,Y,N,N,N,N,N,Y
454285,CLOSED,7/12/2013,Consumer Protection,Data Breach,ST. MARY'S BANK,,226,NH,,Bank,Y,Y,N,N,N,N,N,N,N,N
454281,CLOSED,7/12/2013,Consumer Protection,Data Breach,"TD BANK, N.A.",,5,CT,,Bank,Y,Y,Y,Y,N,Y,Y,N,N,Y
454240,CLOSED,7/12/2013,Consumer Protection,Data Breach,AL FAISALIAH HOTEL (AMERICAN EXPRESS),,10,NY,,Credit Card,Y,Y,Y,N,N,N,N,N,N,Y
454294,CLOSED,7/11/2013,Consumer Protection,Data Breach,QVC,6/27/2013,1,PA,,Online Shopping,Y,Y,N,N,N,N,N,N,N,N
454237,CLOSED,7/8/2013,Consumer Protection,Data Breach,GROW FINANCIAL FEDERAL CREDIT UNION,4/16/2013,3,NY,5/12/2013,Credit Union,Y,Y,Y,Y,Y,Y,N,N,N,N
454223,CLOSED,7/8/2013,Consumer Protection,Data Breach,RECOVERY BY LAW ENFORCEMENT (AMERICAN EXPRESS),,1,NY,,Merchant of Credit Card,Y,Y,Y,N,N,N,N,N,N,Y
454221,CLOSED,7/8/2013,Consumer Protection,Data Breach,PRESBYTERIAN ANESTHESIA (AMERICAN EXPRESS),3/21/2013,2,NC,,Credit Card,Y,Y,Y,Y,Y,N,Y,N,N,Y
453416,CLOSED,7/5/2013,Consumer Protection,Data Breach,HYUNDAI MOTOR AMERICA (HMA),5/24/2013,4,CA,,Car Manufactuer,N,Y,Y,Y,N,N,N,N,N,Y
453410,CLOSED,7/3/2013,Consumer Protection,Data Breach,RECOVERED - GROUP IB (AMERICAN EXPRESS),,8,MD,,Credit Card,Y,Y,Y,N,N,N,N,N,N,Y
453407,CLOSED,7/2/2013,Consumer Protection,Data Breach,"SUFFOLK UNIVERSITY (VENDINI, INC.)",,110, CA,,Online Ticket sales,Y,Y,Y,Y,Y,N,N,N,N,Y
453386,CLOSED,7/2/2013,Consumer Protection,Data Breach,"CAPITAL ONE BANK, N.A.",,4,VA,,Bank,Y,Y,Y,Y,N,Y,N,N,N,Y
453373,CLOSED,7/2/2013,Consumer Protection,Data Breach,QUAYSIDE PUBLISHING GROUP,4/29/2013,,MN,6/17/2013,Publishing,N,N,Y,Y,N,N,N,N,N,Y
453355,CLOSED,7/2/2013,Consumer Protection,Data Breach,CITI PREPAID SERVICES,6/2/2013,39,PA,6/3/2013,Bank,Y,N,N,N,N,N,N,N,N,Y
453212,CLOSED,6/28/2013,Consumer Protection,Data Breach,"BRIDGEWATER ASSOCIATES, LP",,1222,CT,,Investment,Y,N,Y,Y,N,Y,N,N,N,N
453174,CLOSED,6/28/2013,Consumer Protection,Data Breach,RECOVERY BY LAW ENFORCEMENT (AMERICAN EXPRESS),,201,,,,Y,N,Y,Y,N,N,N,N,N,Y
452984,CLOSED,6/28/2013,Consumer Protection,Data Breach,"POWER ADVOCATE, INC. (FIDELITY INVESTMENTS)",,1,MA,,Mkt/Finance,Y,N,Y,N,N,Y,N,N,N,N
452972,CLOSED,6/28/2013,Consumer Protection,Data Breach,PRICELINE.COM (FIDELITY INVESTMENTS),,1,CT,,Commercial,Y,N,Y,N,N,Y,N,N,N,N
452969,CLOSED,6/27/2013,Consumer Protection,Data Breach,MORNINGSTAR (AMERICAN EXPRESS),,35,IL,,Investment,N,N,Y,Y,N,N,N,N,N,Y
452994,CLOSED,6/27/2013,Consumer Protection,Data Breach,THE BOSTON TEACHERS UNION HEALTH AND WELFARE FUND ,,1,MA,,Education,Y,N,Y,N,N,Y,N,N,N,N
452967,CLOSED,6/25/2013,Consumer Protection,Data Breach,"TD BANK, N.A.",,9,,,Banking,Y,N,Y,Y,N,Y,N,N,N,Y
452939,CLOSED,6/24/2013,Consumer Protection,Data Breach,BLANCHARD (AMERICAN EXPRESS),,76,MA,,Retail,N,N,Y,N,N,N,N,N,N,Y
452934,CLOSED,6/24/2013,Consumer Protection,Data Breach,ISLAND RESORT (AMERICAN EXPRESS),,2,MI,,Leisure,N,N,Y,N,N,N,N,N,N,Y
452932,CLOSED,6/24/2013,Consumer Protection,Data Breach,RECOVERY BY LAW ENFORCEMENT (AMERICAN EXPRESS),,269,,,,N,N,Y,N,N,Y,N,N,N,Y
452667,CLOSED,6/21/2013,Consumer Protection,Data Breach,CITI TREASURY AND TRADE SOLUTIONS (LINCOLN FINANCI,,2,NY,,Financial,N,N,Y,N,N,N,N,N,N,N
452658,CLOSED,6/20/2013,Consumer Protection,Data Breach,ZACKARY HOLDINGS (FIDELITY),,1,TX,,Engineering,N,N,Y,N,N,Y,N,N,N,N
452655,CLOSED,6/20/2013,Consumer Protection,Data Breach,"AQUENT, LLC (FIDELITY)",,1,MA,,Employment,N,N,Y,N,N,Y,N,N,N,N
452644,CLOSED,6/20/2013,Consumer Protection,Data Breach,"SURESOURCE, LLC (FIDELITY)",,1,CT,,Marketing,N,N,Y,N,N,Y,N,N,N,N
452616,CLOSED,6/19/2013,Consumer Protection,Data Breach,CAR TRAWLER (AMERICAN EXPRESS),,4,,,Rental,N,N,Y,N,N,N,N,N,N,Y
452577,CLOSED,6/19/2013,Consumer Protection,Data Breach,MIDSOUTH BANK,,1,LA,,Banking,Y,N,Y,N,N,Y,N,N,N,N
452564,CLOSED,6/18/2013,Consumer Protection,Data Breach,WESTERN CONNECTICUT STATE UNIVERSITY (WCSU),,,CT,,Education,N,N,Y,Y,N,Y,N,N,N,N
452557,CLOSED,6/17/2013,Consumer Protection,Data Breach,"T-MOBILE USA, INC.",,1,WA,,Communications,N,N,N,N,N,N,N,N,N,Y
452528,CLOSED,6/17/2013,Consumer Protection,Data Breach,"APRIA HEALTHCARE GROUP, INC. (FIDELITY INVESTMENTS",,1,CA,,Healthcare,N,N,Y,N,N,Y,N,N,N,N
452485,CLOSED,6/17/2013,Consumer Protection,Data Breach,"TD BANK, N.A.",,2,,,Banking,Y,N,Y,Y,N,N,N,N,N,N
452484,CLOSED,6/17/2013,Consumer Protection,Data Breach,"MORNINGSTAR, INC.",,55,IL,,Investment,Y,N,Y,Y,Y,N,N,N,N,Y
451935,CLOSED,6/14/2013,Consumer Protection,Data Breach,FIDELITY INVESTMENTS,,1,MA,,Investment,Y,N,Y,N,N,Y,N,N,N,N
451925,CLOSED,6/13/2013,Consumer Protection,Data Breach,"MONTANA STATE UNIVERSITY ""MSU""",,4,MT,,Education,Y,N,Y,N,N,Y,N,N,N,N
451924,CLOSED,6/13/2013,Consumer Protection,Data Breach,"MILLIMAKI EGGERT, LLP",,1,CA,,Legal,N,N,Y,N,N,Y,N,N,N,N
451920,CLOSED,6/10/2013,Consumer Protection,Data Breach,FIDELITY INVESTMENTS,,6,MA,,Investment,N,N,Y,N,N,Y,N,N,N,N
451918,CLOSED,6/10/2013,Consumer Protection,Data Breach,SCHNUCKS MARKET (AMERICAN EXPRESS),,117,MO,,Retail,N,N,N,N,N,N,N,N,N,Y
451385,CLOSED,6/7/2013,Consumer Protection,Data Breach,POLARIS INDUSTRIES INC.,,13,MN,,Manufacturing,N,N,Y,Y,N,Y,N,N,N,N
451273,CLOSED,6/7/2013,Consumer Protection,Data Breach,ALLIED COMMUNITY RESOURCES,,1,CT,,Healthcare,Y,N,Y,Y,N,Y,N,N,N,N
451257,CLOSED,6/6/2013,Consumer Protection,Data Breach,3BALLS.COM (AMERICAN EXPRESS),,10,MA,,Retail,N,N,Y,Y,N,N,N,N,N,Y
451247,CLOSED,6/6/2013,Consumer Protection,Data Breach,"COACH, INC. (AMERICAN EXPRESS)",,1,FL,,Retail,Y,N,Y,N,N,N,N,N,N,Y
