Assigned Breach Number,Date Reported To OCA,Organization Name,Breach Type Description,Breach Occur at the Reporting Entity?,MA Residents Affected,SSNBreached,Account Number Breached,Drivers Licenses Breached,Credit Debit Numbers Breached,Provided Credit Monitoring,Data Encrypted,Mobile Device Lost Stolen
2689,10/2/2012,"Sedgwick Claims Management Services, Inc.",Paper,,4,Yes,,,,Yes,,
2697,10/3/2012,Abington Bank,Electronic,,7,,,,Yes,,,
2827,10/3/2012,Bristol County Savings Bank,Electronic,,1,,,,Yes,,,
2846,10/4/2012,Pilgrim Bank,Electronic,,8,,,,Yes,,,
2706,10/4/2012,St. Mary's Credit Union,Electronic,,14,,,,Yes,,,
2756,10/4/2012,Savers Bank,Electronic,,1,,,,Yes,,,
2757,10/4/2012,Marlborough Savings Bank,Electronic,,1,,,,Yes,,,
2782,10/5/2012,Experian,Undefined,,1,Yes,Yes,,Yes,Yes,,
2711,10/5/2012,Adams Community Bank,Electronic,,1,,,,Yes,,,
2709,10/6/2012,American Express,Electronic,,25,,,,Yes,,,
2712,10/9/2012,"Litton & Giddings Radiological Associates, P.C.",Paper,,2,Yes,,,,,,
2805,10/9/2012,Columbia Management,Electronic,,4,Yes,Yes,,,Yes,,
2759,10/9/2012,American Express,Electronic,,39,,,,Yes,,,
2760,10/9/2012,Rockland Trust,Both,,248,,,,Yes,,,
2776,10/9/2012,Capital One,Electronic,,1,Yes,Yes,,,Yes,,
2844,10/9/2012,Eastern Bank,Electronic,,433,,,,Yes,,,
2845,10/10/2012,American Express,Electronic,,5,,,,Yes,,,
2794,10/10/2012,Eagle Bank,Electronic,,1,,,,Yes,,,
2710,10/10/2012,Emochila,Electronic,,7,,Yes,,Yes,,,
2848,10/11/2012,American Express,Electronic,,5,,,,Yes,,,
2828,10/11/2012,Eagle Bank,Electronic,,2,,,,Yes,,,
2763,10/15/2012,Salem Five,Electronic,,3,,,,Yes,,,
2764,10/15/2012,MutualOne Bank,Electronic,,1,,,,Yes,,,
2765,10/15/2012,MetroWest Medical Center,Paper,,12,Yes,,,,Yes,,
2775,10/16/2012,Bristol County Savings Bank,Electronic,,3,,,,Yes,,,
2773,10/16/2012,University of Chicago,Both,,9,Yes,,,,Yes,,
2788,10/16/2012,Pilgrim Bank,Electronic,,1,,,,Yes,,,
2804,10/16/2012,Savers Bank,Electronic,,1,,,,Yes,,,
2847,10/16/2012,Marlborough Savings Bank,Electronic,,1,,,,Yes,,,
2850,10/16/2012,Bristol County Savings Bank,Electronic,,2,,,,Yes,,,
2851,10/16/2012,Bristol County Savings Bank,Electronic,,1,,,,Yes,,,
2826,10/16/2012,Harvard Medical Faculty Physicians,Paper,,9,,Yes,,,Yes,,
2852,10/17/2012,Salem Five,Electronic,,49,,,,Yes,,,
2817,10/17/2012,TD Bank,Electronic,,73240,,,,Yes,Yes,,Yes
2854,10/17/2012,Newburyport Five Cents Savings Bank,Electronic,,11,,,,Yes,,,
2783,10/17/2012,Salem Five,Electronic,,1,,,,Yes,,,
2797,10/17/2012,Consolidated Container Company,Electronic,,1,Yes,,Yes,,Yes,,Yes
2772,10/18/2012,SallieMae,Paper,,1,Yes,,,,Yes,,
2849,10/18/2012,"Blue Cross Blue Shield of MA, Inc.",Electronic,,23116,Yes,Yes,,,Yes,,
2798,10/19/2012,Bristol County Savings Bank,Electronic,,1,,,,Yes,,,
2785,10/19/2012,The Cooperative Bank of Cape Cod,Both,,154,,,,Yes,,,
2793,10/19/2012,Pilgrim Bank,Electronic,,1,,,,Yes,,,
2792,10/22/2012,St. Mary's Credit Union,Electronic,,12,,,,Yes,,,
2796,10/22/2012,Savers Bank,Electronic,,4,,,,Yes,,,
2769,10/22/2012,The Atlantic Group,Electronic,,1,Yes,,,,Yes,,
2770,10/22/2012,Fidelity Investments,Electronic,,1,Yes,Yes,,,Yes,,
2855,10/22/2012,Citi Personal Wealth Management,Paper,,3,,Yes,,,,,
2771,10/24/2012,American Express,Electronic,,1,,,,Yes,,,
2801,10/24/2012,PeoplesBank,Electronic,,70,,,,Yes,,,
2802,10/24/2012,Dean Bank,Undefined,,19,,,,Yes,,,
2803,10/24/2012,Salem Five Cents Savings Bank,Electronic,,1,,,,Yes,,,
2806,10/24/2012,ING US,Electronic,,73,Yes,,,,Yes,,
2807,10/24/2012,TD Bank,Electronic,,1,,Yes,,,Yes,,
2808,10/25/2012,Discover Financial Services,Undefined,,119,,,,Yes,,,
2809,10/25/2012,Fidelity Investments,Electronic,,2,Yes,Yes,,,Yes,,
2825,10/25/2012,Duquesne Light Company,Both,,2,Yes,Yes,,Yes,Yes,,
2822,10/25/2012,"Barnes & Noble Booksellers, Inc.",Electronic,,14,,,,Yes,,,
2820,10/26/2012,Spaulding Rehabilitation Network,Paper,,2,,Yes,,,Yes,,
2821,10/26/2012,"Bob Ward & Sons, Inc.",Electronic,,64,,,,Yes,Yes,,
2774,10/26/2012,American Express,Electronic,,2,,,,Yes,,,
3120,10/26/2012,Brown Brothers Harriman & Co.,Paper,,2,Yes,,,,Yes,,
2812,10/30/2012,Feinstein Institute for Medical Research,Electronic,,40,Yes,,,,Yes,,Yes
2813,10/30/2012,JC Penny,Paper,,1,,Yes,,Yes,,,
2814,10/30/2012,Wingate HealthCare,Electronic,,6,,Yes,,,,,Yes
2819,10/30/2012,Eagle Bank,Electronic,,70,,,,Yes,,,
2856,10/30/2012,"TD Bank, N.A.",Paper,,1,,Yes,,,Yes,,
2857,10/30/2012,American Express,Electronic,,1,,,,Yes,,,
2860,10/30/2012,Korn/Ferry International,Electronic,,220,Yes,,Yes,Yes,Yes,,
2902,10/31/2012,Rockland Trust,Electronic,,2,,,,Yes,,,
2903,10/31/2012,Rockland Trust,Electronic,,1,,,,Yes,,,
2904,10/31/2012,Rockland Trust,Electronic,,1,,,,Yes,,,
2905,10/31/2012,Rockland Trust,Electronic,,7,,,,Yes,,,
2906,10/31/2012,Rockland Trust,Electronic,,2,,,,Yes,,,
2907,10/31/2012,Rockland Trust,Electronic,,2,,,,Yes,,,
2908,10/31/2012,Rockland Trust,Electronic,,4,,,,Yes,,,
2909,10/31/2012,Rockland Trust,Electronic,,4,,,,Yes,,,
2910,10/31/2012,Rockland Trust,Electronic,,1,,,,Yes,,,
2911,10/31/2012,Rockland Trust,Electronic,,2,,,,Yes,,,
2912,10/31/2012,Rockland Trust,Electronic,,1,,,,Yes,,,
2913,10/31/2012,Rockland trust,Electronic,,8,,,,,,,
2914,10/31/2012,Rockland Trust,Electronic,,38,,,,Yes,,,
2915,10/31/2012,Rockland Trust,Electronic,,148,,,,Yes,,,
2916,10/31/2012,Rockland Trust,Electronic,,22,,,,Yes,,,
2917,10/31/2012,Rockland Trust,Electronic,,34,,,,Yes,,,
2918,10/31/2012,Rockland Trust,Electronic,,1,,,,Yes,,,
2919,10/31/2012,Rockland Trust,Electronic,,8,,,,Yes,,,
2920,10/31/2012,Rockland Trust,Electronic,,1,,,,Yes,,,
2921,10/31/2012,Rockland Trust,Electronic,,7,,,,Yes,,,
2922,10/31/2012,Rockland Trust,Electronic,,6,,,,Yes,,,
2923,10/31/2012,Rockland Trust,Electronic,,5,,,,Yes,,,
2784,10/31/2012,Marlborough Savings Bank,Electronic,,1,,,,Yes,,,
2799,11/1/2012,Independence Blue Cross,Paper,,1,Yes,,,,Yes,,
2861,11/1/2012,Scott Technology Attorneys,Electronic,,1,Yes,Yes,Yes,Yes,Yes,,
2862,11/1/2012,Bristol County Savings Bank,Electronic,,16,,,,Yes,,,
2900,11/1/2012,Rockland Trust,Paper,,1,Yes,Yes,,,,,
2901,11/1/2012,Rockland Trust,Paper,,1,Yes,Yes,,,Yes,,
3003,11/2/2012,Webster Five Cents Savings Bank,Electronic,,2,,,,Yes,,,
2863,11/2/2012,Pilgrim Bank,Electronic,,1,,,,Yes,,,
2858,11/2/2012,American Express,Electronic,,60,,,,Yes,,,
2876,11/2/2012,American Express,Electronic,,2992,,,,Yes,,,
2823,11/2/2012,Anthem Blue Cross,Undefined,,75,Yes,,,,,,
2853,11/2/2012,Salem Five,Electronic,,1,,,,Yes,,,
2829,11/5/2012,"Lighthouse Investment Partners, LLC",Electronic,,6,Yes,,,,,,
2865,11/5/2012,Metropolitan Life Insurance Company,Paper,,3,Yes,,,,Yes,,
2866,11/5/2012,Wells Fargo,Paper,,1,Yes,,,Yes,Yes,,
2867,11/5/2012,"TD Bank, N.A.",Electronic,,78,Yes,,,,,,
2882,11/5/2012,Capital One,Electronic,,3,Yes,Yes,,Yes,Yes,,
3102,11/6/2012,American Express,Electronic,,221,Yes,,,Yes,,,
2878,11/6/2012,Vermont State Employess Credit Union,Electronic,,1255,Yes,,Yes,,,,Yes
2879,11/6/2012,Women & Infants Hopsital,Electronic,,11772,Yes,,,,Yes,,Yes
2868,11/7/2012,St. Mary's Credit Union,Electronic,,13,,,,Yes,,,
2859,11/7/2012,American Express,Electronic,,286,,,,Yes,,,
2924,11/7/2012,Rockland Trust,Electronic,,2,,,,Yes,,,
2925,11/7/2012,Rockland Trust,Electronic,,8,,,,Yes,,,
2926,11/7/2012,Rockland Trust,Electronic,,6,,,,Yes,,,
2927,11/7/2012,Rockland Trust,Electronic,,99,,,,Yes,,,
2928,11/7/2012,Rockland Trust,Electronic,,1,,,,Yes,,,
2929,11/7/2012,Rockland Trust,Electronic,,2,,,,Yes,,,
2930,11/7/2012,Rockland Trust,Electronic,,22,,,,,,,
2932,11/7/2012,Rockland Trust,Electronic,,110,,,,Yes,,,
2933,11/7/2012,Rockland Trust,Electronic,,2,,,,Yes,,,
2934,11/7/2012,Rockland Trust,Electronic,,20,,,,Yes,,,
2935,11/7/2012,Rockland Trust,Electronic,,2,,,,Yes,,,
2936,11/7/2012,Rockland Trust,Electronic,,35,,,,Yes,,,
3098,11/7/2012,MA Department of Revenue,Paper,,3,Yes,,,,,,
2864,11/8/2012,Bristol County Savings Bank,Electronic,,1,,,,Yes,,,
2869,11/8/2012,Baker&Hostetler,Electronic,,22,,Yes,Yes,,Yes,,
2897,11/9/2012,Ernst & Young LLP,Paper,,5,Yes,,,,Yes,,
3121,11/12/2012,"Lowell & Nashua Oral Surgery, Associates",Paper,,38,,Yes,,,Yes,,
3132,11/12/2012,Experian,Electronic,,2,Yes,Yes,,Yes,Yes,,
3042,11/13/2012,Marlborough Savings Bank,Electronic,,3,,,,Yes,,,
2891,11/13/2012,Savers Bank,Electronic,,1,,,,Yes,,,
2937,11/13/2012,Eastern Bank,Electronic,,57,,,,Yes,,,
2938,11/13/2012,Eastern Bank,Electronic,,2,,,,Yes,,,
2939,11/13/2012,Eastern Bank,Electronic,,10,,,,Yes,,,
2940,11/13/2012,Eastern Bank,Electronic,,1,,,,Yes,,,
2941,11/13/2012,Eastern Bank,Electronic,,3,,,,Yes,,,
2942,11/13/2012,Eastern Bank,Electronic,,2,,,,Yes,,,
2943,11/13/2012,Eastern Bank,Electronic,,4,,,,Yes,,,
2944,11/13/2012,Eastern Bank,Electronic,,1678,,,,Yes,,,
2945,11/13/2012,Eastern Bank,Electronic,,82,,,,Yes,,,
2946,11/13/2012,Eastern Bank,Electronic,,1,,,,Yes,,,
2947,11/13/2012,Eastern Bank,Electronic,,1,,,,Yes,,,
2948,11/13/2012,Eastern Bank,Electronic,,6,,,,Yes,,,
2949,11/13/2012,Eastern Bank,Electronic,,1,,,,Yes,,,
2950,11/13/2012,Eastern Bank,Electronic,,2,,,,Yes,,,
2951,11/13/2012,Eastern Bank,Electronic,,1,,,,Yes,,,
2952,11/13/2012,Eastern Bank,Electronic,,12,,,,Yes,,,
2953,11/13/2012,Eastern Bank,Electronic,,1,,,,Yes,,,
2954,11/13/2012,Eastern Bank,Electronic,,1,,,,Yes,,,
3100,11/14/2012,"Lowell & Nashua Oral Surgery, Associates",Paper,,38,,Yes,,,Yes,,
3116,11/14/2012,Beth Israel Deaconess Medical Center,Paper,,160,Yes,Yes,,,Yes,,
3130,11/14/2012,"Putnam Investor Services, Inc",Paper,,2,,Yes,,,,,
3068,11/15/2012,American Express,Electronic,,13,,,,Yes,,,
2895,11/15/2012,St. Mary's Credit Union,Electronic,,36,,,,Yes,,,
3069,11/16/2012,American Express,Electronic,,1,,,,Yes,,,
3070,11/16/2012,American Express,Electronic,,12,,,,Yes,,,
3133,11/16/2012,Vanguard,Electronic,,1,Yes,Yes,,,,,
3138,11/16/2012,Metropolitan Life Insurance Company,Both,,2,Yes,Yes,,,Yes,,
2877,11/16/2012,"Sprechman & Associates, PA",Electronic,,1020,Yes,,,,,,
2824,11/16/2012,"Sourcefire, Inc.",Electronic,,1,Yes,,,,,,Yes
3119,11/19/2012,Southern Envirnomental Law Center,Electronic,,1,Yes,,,,,,
3085,11/19/2012,"Abacus Wealth Partners, LLC",Electronic,,,Yes,,,,Yes,,Yes
3086,11/19/2012,Community Preservation and Development Corporation,Undefined,,1,Yes,,,,,,
3059,11/19/2012,American Express,Electronic,,16,,,,Yes,Yes,,
3061,11/19/2012,Steward Medical Group,Paper,,1,,Yes,,,Yes,,
3060,11/20/2012,American Express,Electronic,,76,,,,Yes,Yes,,
3081,11/20/2012,Massachusetts Ey and Ear Infirmary,Paper,,20,,,,Yes,,,
3078,11/20/2012,American Express,Electronic,,211,,,,Yes,,,
3079,11/20/2012,American Express,Electronic,,14,,,,Yes,,,
3094,11/20/2012,American Tool Supply,Electronic,,67,,,,Yes,Yes,,
3104,11/20/2012,Discover,Electronic,,6,,,,Yes,,,
3105,11/20/2012,Discover,Electronic,,3,,,,Yes,,,
3106,11/20/2012,Discover,Electronic,,1,,,,Yes,,,
3107,11/20/2012,Discover,Electronic,,7,,,,Yes,,,
3108,11/20/2012,Discover,Electronic,,6,,,,Yes,,,
3109,11/20/2012,Discover,Electronic,,4,,,,Yes,,,
3110,11/20/2012,Discover,Electronic,,1,,,,Yes,,,
3111,11/20/2012,Discover,Electronic,,2,,,,Yes,,,
3112,11/20/2012,Discover,Electronic,,8,,,,Yes,,,
3113,11/20/2012,Discover,Electronic,,1,,,,Yes,,,
3114,11/20/2012,Discover,Electronic,,139,,,,Yes,,,
3080,11/21/2012,SourceHOV,Electronic,,77,Yes,Yes,,,Yes,,
3103,11/21/2012,The Private Bank,Electronic,,6,,Yes,,Yes,Yes,,
2872,11/21/2012,First Niagara,Electronic,,5,Yes,Yes,,,Yes,,Yes
2885,11/23/2012,"Capital One, N.A.",Paper,,510,,Yes,,Yes,Yes,,
2880,11/23/2012,"Citibank, N.A.",Undefined,,3,Yes,Yes,,,,,
2881,11/23/2012,Belmont Hill School,Electronic,,50,,,,,Yes,,
2887,11/23/2012,Metropolitan Life Insurance Company,Paper,,10,,Yes,,,Yes,,
3036,11/23/2012,Adams Community Bank,Electronic,,1,,,,Yes,,,
2995,11/23/2012,Harvard University,Electronic,,11,Yes,,,,Yes,,Yes
3131,11/26/2012,Montachusett Home Car Corporation,Paper,,,Yes,,,,Yes,,
3082,11/26/2012,Wing Memorial Hospital and Medical Centers,Paper,,6,,Yes,,,,,
2818,11/26/2012,South Shore Medical Center,Electronic,,298,,,,Yes,Yes,,
2875,11/27/2012,South Carolina DOR,Electronic,,11854,Yes,,,,Yes,,
2810,11/27/2012,Wingate Management Company,Electronic,,900,Yes,Yes,Yes,,,,Yes
2811,11/27/2012,American Express,Electronic,,46,,,,Yes,,,
3115,11/27/2012,Brigham and Women's Hospital,Electronic,,6,Yes,Yes,,,Yes,,Yes
2816,11/28/2012,Toyota Motor Credit Corporation,Paper,,1,,Yes,,,Yes,,
2873,11/29/2012,The Commonwealth of MA - DOR,Electronic,,12000,Yes,,,,,,
2888,11/29/2012,Mutual One Bank,Electronic,,1,,,,Yes,,,
3058,11/29/2012,"Delta Air Lines, Inc.",Both,,1,Yes,Yes,,,Yes,,
2999,11/29/2012,Webster Five Cents Savings Bank,Electronic,,1,,,,Yes,,,
3000,11/29/2012,Webster Five Cents Savings Bank,Electronic,,3,,,,Yes,,,
3001,11/29/2012,Webster Five Cents Savings Bank,Electronic,,2,,,,Yes,,,
3002,11/29/2012,Webster Five Cents Savings Bank,Electronic,,1,,,,Yes,,,
2899,11/29/2012,Granite Medical Group,Electronic,,114,,,,Yes,Yes,,
3004,11/29/2012,Webster Five Cents Savings Bank,Electronic,,1,,,,Yes,,,
3005,11/29/2012,Webster Five Cents Savings Bank,Electronic,,4,,,,Yes,,,
3006,11/29/2012,Webster Five Cents Savings Bank,Electronic,,1,,,,Yes,,,
3007,11/29/2012,Webster Five Cents Savings Bank,Electronic,,1,,,,Yes,,,
3008,11/29/2012,Webster Five Cents Savings Bank,Electronic,,3,,,,Yes,,,
3009,11/29/2012,Webster Five Cents Savings Bank,Electronic,,3,,,,Yes,,,
3010,11/29/2012,Webster Five Cents Savings Bank,Electronic,,2,,,,Yes,,,
3011,11/29/2012,Webster Five Cents Savings Bank,Electronic,,3,,,,Yes,,,
3012,11/30/2012,Webster Five Cents Savings Bank,Electronic,,3,,,,Yes,,,
3013,11/30/2012,Webster Five Cents Savings Bank,Electronic,,8,,,,Yes,,,
3014,11/30/2012,Webster Five Cents Savings Bank,Electronic,,2,,,,Yes,,,
3137,11/30/2012,"The Roman Catholic Bishop of Springfield, ""The Diocese""",Undefined,,,,Yes,,,,,
2874,11/30/2012,Advanced Data Processing,Electronic,,1256,Yes,,,,,,
2830,11/30/2012,Webster Five Cents Savings Bank,Undefined,,12,,,,Yes,,,
2831,11/30/2012,Savers Bank,Electronic,,1,,,,Yes,,,
2832,11/30/2012,Savers Bank,Electronic,,1,,,,Yes,,,
2833,11/30/2012,Adams Community Bank,Undefined,,1,,,,Yes,,,
2834,11/30/2012,Pilgrim Bank,Electronic,,1,,,,Yes,,,
3041,12/2/2012,ValPak,Paper,,130,Yes,,,,Yes,,
3043,12/3/2012,Marlborough Savings Bank,Electronic,,2,,,,Yes,,,
3051,12/3/2012,Bristol County Savings Bank,Electronic,,1,,,,Yes,,,
3052,12/3/2012,Bristol County Savings Bank,Electronic,,1,,,,Yes,,,
3015,12/3/2012,Webster Five Cents Savings Bank,Electronic,,1,,,,Yes,,,
3016,12/3/2012,Webster Five Cents Savings Bank,Electronic,,1,,,,Yes,,,
3017,12/3/2012,Webster Five Cents Savings Bank,Electronic,,1,,,,Yes,,,
3018,12/3/2012,Webster Five Cents Savings Bank,Electronic,,16,,,,Yes,,,
3019,12/3/2012,Webster Five Cents Savings Bank,Electronic,,1,,,,Yes,,,
3020,12/3/2012,Webster Five Cents Savings Bank,Electronic,,2,,,,Yes,,,
3021,12/3/2012,Webster Five Cents Savings Bank,Electronic,,1,,,,Yes,,,
3093,12/3/2012,Peoples Bank,Electronic,,25,,,,Yes,,,
2889,12/3/2012,Mutual One Bank,Electronic,,1,,,,Yes,,,
2931,12/3/2012,Nationwide,Electronic,,974,,,,,,,
3101,12/4/2012,American Express,Electronic,,34,,,,Yes,,,
3129,12/5/2012,American Express,Electronic,,10,,,,Yes,,,
3097,12/6/2012,"Primerica, Inc.",Paper,,3,Yes,,,Yes,Yes,,
3117,12/7/2012,St. Mary's Credit Union,Electronic,,6,,,,Yes,,,
2898,12/7/2012,"WeiserMazars, LLC",Electronic,,22,Yes,Yes,,,Yes,,Yes
3071,12/7/2012,American Express,Electronic,,2,,,,Yes,,,
3037,12/10/2012,Adams Community Bank,Electronic,,1,,,,Yes,,,
3067,12/10/2012,American Express,Electronic,,302,,,,Yes,,,
2892,12/10/2012,Savers Bank,Electronic,,1,,,,Yes,,,
3118,12/11/2012,LexisNexis,Electronic,,10,Yes,,,,Yes,,
3053,12/11/2012,Bristol County Savings Bank,Electronic,,2,,,,Yes,,,
3063,12/11/2012,Metro Credit Union,Electronic,,1,,Yes,,Yes,Yes,,
3049,12/12/2012,American Express,Electronic,,5,,,,Yes,,,
3072,12/12/2012,Deutsches Altenheim Inc.,Paper,,3,,Yes,,Yes,,,Yes
3044,12/12/2012,Marlborough Savings Bank,Electronic,,1,,,,Yes,,,
3030,12/12/2012,Pilgrim Bank,Electronic,,1,,,,Yes,,,
3066,12/12/2012,American Express,Electronic,,5,,,,Yes,,,
2893,12/12/2012,Savers Bank,Electronic,,1,,,,Yes,,,
2894,12/13/2012,Savers Bank,Electronic,,1,,,,Yes,,,
2890,12/13/2012,Mutual One Bank,Electronic,,1,,,,Yes,,,
3065,12/13/2012,Newburyport Five Cents Savings Bank,Electronic,,1,,,,Yes,,,
3031,12/13/2012,Pilgrim Bank,Electronic,,1,,,,Yes,,,
3050,12/13/2012,American Express,Electronic,,1,,,,Yes,,,
3062,12/14/2012,"Fanatics, Inc.",Electronic,,2,,,,Yes,,,
3087,12/14/2012,Fidelity Investments,Paper,,1,,Yes,,,Yes,,
2956,12/14/2012,Eastern Bank,Electronic,,2,,,,Yes,,,
3033,12/16/2012,Pilgrim Bank,Electronic,,2,,,,Yes,,,
2997,12/17/2012,Eagle Bank,Electronic,,1,,,,Yes,,,
3054,12/17/2012,Bristol County Savings Bank,Electronic,,3,,,,Yes,,,
3064,12/17/2012,Middlesex Savings Bank,Electronic,,59,,,,Yes,,,
3032,12/17/2012,Pilgrim Bank,Electronic,,2,,,,Yes,,,
3088,12/17/2012,"Center for Living & Working, Inc.",Paper,,1,Yes,,,,,,
3099,12/17/2012,Child & Family,Electronic,,6,Yes,Yes,,,,,Yes
3124,12/17/2012,Wilton Brands LLC,Electronic,,384,,,,Yes,,,
2957,12/17/2012,Eastern Bank,Electronic,,1,,,,Yes,,,
2958,12/17/2012,Eastern Bank,Electronic,,1,,,,Yes,,,
2959,12/17/2012,Eastern Bank,Electronic,,2,,,,Yes,,,
2960,12/17/2012,Eastern Bank,Electronic,,3,,,,Yes,,,
2961,12/17/2012,Eastern Bank,Electronic,,26,,,,Yes,,,
2962,12/17/2012,Eastern Bank,Electronic,,1,,,,Yes,,,
2963,12/17/2012,Eastern Bank,Electronic,,1,,,,Yes,,,
2964,12/17/2012,Eastern Bank,Electronic,,6,,,,Yes,,,
2965,12/17/2012,Eastern Bank,Electronic,,6,,,,Yes,,,
2966,12/17/2012,Eastern Bank,Electronic,,1,,,,Yes,,,
2967,12/17/2012,Eastern Bank,Electronic,,,,,,Yes,,,
2968,12/17/2012,Eastern Bank,Electronic,,2,,,,Yes,,,
2969,12/17/2012,Eastern Bank,Electronic,,1,,,,Yes,,,
2970,12/17/2012,Eastern Bank,Electronic,,3,,,,Yes,,,
2971,12/17/2012,Eastern Bank,Electronic,,3,,,,Yes,,,
2972,12/17/2012,Eastern Bank,Electronic,,20,,,,Yes,,,
2973,12/17/2012,Eastern Bank,Electronic,,24,,,,Yes,,,
2974,12/17/2012,Eastern Bank,Electronic,,16,,,,Yes,,,
2975,12/17/2012,Eastern Bank,Electronic,,2,,,,Yes,,,
2976,12/17/2012,Eastern Bank,Electronic,,2,,,,Yes,,,
2977,12/17/2012,Eastern Bank,Electronic,,1,,,,Yes,,,
2978,12/17/2012,Eastern Bank,Electronic,,1,,,,Yes,,,
2979,12/17/2012,Eastern Bank,Electronic,,2,,,,Yes,,,
2980,12/17/2012,Eastern Bank,Electronic,,3,,,,Yes,,,
2981,12/17/2012,Eastern Bank,Electronic,,26,,,,Yes,,,
2982,12/17/2012,Eastern Bank,Electronic,,1,,,,Yes,,,
2983,12/17/2012,Eastern Bank,Electronic,,1,,,,Yes,,,
2984,12/17/2012,Eastern Bank,Electronic,,6,,,,Yes,,,
2985,12/17/2012,Eastern Bank,Electronic,,6,,,,Yes,,,
2986,12/17/2012,Eastern Bank,Electronic,,1,,,,Yes,,,
2987,12/17/2012,Eastern Bank,Electronic,,1,,,,Yes,,,
2988,12/17/2012,Eastern Bank,Electronic,,2,,,,Yes,,,
2989,12/17/2012,Eastern Bank,Electronic,,1,,,,Yes,,,
2990,12/17/2012,Eastern Bank,Electronic,,3,,,,Yes,,,
2991,12/17/2012,Eastern Bank,Electronic,,3,,,,Yes,,,
2992,12/17/2012,Eastern Bank,Electronic,,20,,,,Yes,,,
2993,12/17/2012,Eastern Bank,Electronic,,24,,,,Yes,,,
2994,12/17/2012,Eastern Bank,Electronic,,16,,,,Yes,,,
2955,12/17/2012,Eastern Bank,Electronic,,2,,,,Yes,,,
3127,12/18/2012,World Travel Holdings LLP,Electronic,,343,,,,Yes,Yes,,
3095,12/18/2012,Macy's,Paper,,10,,,,Yes,Yes,,
3083,12/18/2012,Vanguard Marketing Corporation,Paper,,4,,Yes,,,,,
3039,12/18/2012,Mt Diable Unified School District,Electronic,,11,Yes,,,,Yes,,Yes
3040,12/19/2012,Western University of Health Sciences,Electronic,,10,Yes,Yes,,,Yes,,
3045,12/19/2012,Marlborough Savings Bank,Electronic,,10,,,,Yes,,,
2996,12/19/2012,Harvard University,Paper,,6,Yes,,,,Yes,,
2870,12/19/2012,Jetro/Restraunt Depot,Electronic,,8151,,,,Yes,Yes,,Yes
3073,12/20/2012,Columbia University,Electronic,,3,Yes,,,,Yes,,Yes
3089,12/20/2012,Experian,Electronic,,1,Yes,Yes,,Yes,Yes,,
3090,12/20/2012,"AT&T Service, Inc.",Paper,,1,Yes,,,,Yes,,
3091,12/20/2012,Catlin Inc.,Undefined,,6,Yes,,,,,,
3092,12/20/2012,Irvine Scientific,Undefined,,44,,,,Yes,,,
3136,12/20/2012,Citibank,Electronic,,1,,,,Yes,Yes,,
3134,12/21/2012,Vanguard,Paper,,4,,Yes,,,,,
3135,12/21/2012,"Abacus Management Technologies, LLC",Paper,,4,,Yes,,,,,
3125,12/21/2012,Eagle Bank,Electronic,,1,,,,Yes,,,
3126,12/21/2012,Eagle Bank,Electronic,,13,,,,Yes,,,
3074,12/21/2012,Discover,Electronic,,4,,,,Yes,,,
3075,12/21/2012,Discover,Electronic,,4,,,,Yes,,,
3076,12/21/2012,Discover,Electronic,,6,,,,Yes,,,
3077,12/21/2012,Discover,Electronic,,3,,,,Yes,,,
2896,12/21/2012,Equifax,Electronic,,16,Yes,Yes,,Yes,,,
3022,12/26/2012,Webster Five Cents Savings Bank,Electronic,,1,,,,Yes,,,
3023,12/26/2012,Webster Five Cents Savings Bank,Electronic,,1,,,,Yes,,,
3024,12/26/2012,Webster Five Cents Savings Bank,Electronic,,1,,,,Yes,,,
3025,12/26/2012,Webster Five Cents Savings Bank,Electronic,,4,,,,Yes,,,
3026,12/26/2012,Webster Five Cents Savings Bank,Electronic,,1,,,,Yes,,,
3027,12/26/2012,Webster Five Cents Savings Bank,Electronic,,24,,,,Yes,,,
3028,12/26/2012,Webster Five Cents Savings Bank,Electronic,,4,,,,Yes,,,
3029,12/26/2012,Webster Five Cents Savings Bank,Electronic,,1,,,,Yes,,,
3046,12/26/2012,Marlborough Savings Bank,Electronic,,2,,,,Yes,,,
3047,12/26/2012,Marlborough Savings Bank,Electronic,,1,,,,Yes,,,
3034,12/26/2012,Peoples Bank,Electronic,,30,,,,Yes,,,
3038,12/26/2012,Adams Community Bank,Electronic,,1,,,,Yes,,,
3055,12/27/2012,Bristol County Savings Bank,Electronic,,1,,,,Yes,,,
3084,12/27/2012,American Express,Electronic,,6,,,,Yes,,,
3096,12/27/2012,The Home for Little Wanderers,Electronic,,2,,,,,Yes,,
2871,12/27/2012,Harbor Medical Associates,Electronic,,3338,,,,Yes,Yes,,
2886,12/27/2012,"Capital One, N.A.",Paper,,1,Yes,Yes,,,Yes,,
3128,12/28/2012,American Express,Electronic,,11,,,,Yes,,,
3048,12/28/2012,Marlborough Savings Bank,Electronic,,4,,,,Yes,,,
1366,1/3/2011,Colonial Federal Savings Bank,Electronic,,23,,,,Yes,,Yes,
1382,1/5/2011,Middlesex Savings Bank,Electronic,,423,,,,Yes,,,
1369,1/5/2011,Eagle Bank,Electronic,,31,,,,Yes,,,
1370,1/5/2011,Newburyport Five Cents Savings Bank,Electronic,,15,,,,Yes,,,
