ID,Name of Organization,Notification Sent,Breach Occurred,IN Affected,Total Affected
4428,PentairThermalManagement,7/9/2015,6/12/2015,1,201
4429,PeppermillCasinosInc,10/13/2015,10/12/2014,17,4951
4430,PercheronLLC-Breach Notification,2/25/2015,1/15/2015,4,2807
4431,PersonalFinanceCoLLC,11/16/2015,10/5/2015,1,1
4432,PeterMichaelWinery's,6/12/2015,4/1/2015,35,
4433,PhoenixHouseFoundationInc-Breach Notification,2/5/2014,12/19/2014,,
4434,PhysiciansHealthPlanofNorthernIndiana,12/21/2015,12/8/2015,1708,1708
4435,PiechSalesCompanyLLC-Breach Notification,1/14/2015,11/25/2014,118,8938
4436,PNCFinancialServicesGroup-Breach Notification,2/20/2015,,,
4437,PrecisionResourceCompany,12/3/2015,11/17/2015,2,385
4438,PrideMountainVineyards,6/18/2015,4/1/2015,97,14026
4439,PrimaryCapitalMortgageLLC,8/19/2015,8/11/2015,1,33
4440,PurdueUniversity,4/7/2015,3/25/2015,1,1
4441,QuadGraphics,8/14/2015,7/20/2015,2,693
4442,RadioShack,,,,
4443,RansomedHeartMinistries,7/17/2015,4/28/2015,25,1384
4444,RBSKPartnersPC,8/4/2015,6/25/2015,8,
4445,RedDressBoutique,10/1/2015,9/14/2015,4,295
4446,RegionsBank,5/11/2015,11/1/2014,29,1712
4447,ReprisVineyards,6/18/2015,4/1/2015,70,7337
4448,RetailCapitalLLC,4/1/2015,3/17/2015,12,741
4449,RhysVineyards,6/18/2015,4/1/2015,12,3765
4450,RiteAidCorporation,9/22/2015,8/20/2014,149,
4451,RiverValleyResourcesInc,7/16/2015,7/9/2015,104,104
4452,RocheDiagnosticsOperationsInc-Breach Notification,12/23/2014,2/1/2014,34,129
4453,RombauerVineyardsInc,6/11/2015,5/1/2015,24,16373
4454,RosegateVillage-Breach Notification,1/21/2015,1/7/2015,74,74
4455,RoundpointMortgageServicingCorporation,6/9/2015,1/30/2015,,
4456,RoundPondEstate,6/18/2015,4/1/2015,88,15512
4457,SalinBankandTrustCompany,6/25/2015,,0,1
4458,SalinBankandTrustCompany,6/25/2015,,25,25
4459,SallyBeautyHoldingsInc,5/28/2015,3/6/2015,62610,3637798
4460,SaltLakeCounty,10/9/2015,6/18/2015,3,13516
4461,SamelaIncdbaNorthShoreCareSupply,10/8/2015,6/7/2015,184,9029
4462,SASSafetyCorp,12/24/2015,9/23/2015,4,173
4463,SaveandVaultStorecom,5/21/2015,3/20/2015,2,200
4464,SchlageLockCompanyLLC,10/9/2015,,2,6
4465,SchlageLockCompanyLLC,10/13/2015,9/23/2015,1010,3309
4466,ScottradeFinancialServicesInc,9/25/2015,7/1/2015,16,812
4467,ScottradeInc,10/1/2015,,105152,4.6 million
4468,SeattleChocolatesCompany,11/16/2015,9/29/2015,4,285
4469,SelectComfort-Breach Notification,2/27/2015,1/23/2015,3,237
4470,ShellVacationsClub,3/6/2015,1/6/2015,93,35235
4471,ShorePowerInc,7/29/2015,4/23/2015,1,41
4472,SignatorInvestorsInc,4/28/2015,3/13/2015,4,
4473,SignatureSystemsInc-Breach Notification,,,,
4474,SignorelloEstate,6/18/2015,4/1/2015,9,3234
4475,SilveradoVineyards,6/18/2015,4/1/2015,27,6188
4476,SixRedMarbles-Breach Notification,12/23/2014,,5,757
4477,SmoothieKing,6/22/2015,6/3/2015,1,804
4478,SMSHospitalityLLC,8/7/2015,5/28/2015,5,
4479,SooCo-opCreditUnion-Breach Notification,1/14/2015,12/15/2014,2,
4480,SouthernNewHampshireMedicalCenter-Breach Notification,2/20/2015,1/30/2015,2,453
4481,SouthUniversity,10/29/2015,,1,350
4482,SpringMountainVineyard,6/18/2015,4/1/2015,38,5961
4483,SpringstoneInc-Breach Notification,12/17/2014,10/31/2014,31,111
4484,SRI,4/2/2015,12/1/2014,5393,9386
4485,StateFarmInsuranceCompanies,6/15/2015,6/8/2015,,34
4486,StateFarmInsuranceCompanies,11/24/2015,9/3/2015,1,1
4487,StateFarmInsuranceCompanies,7/21/2015,4/15/2015,2,
4488,StateFarmInsuranceCompanies,12/15/2015,10/26/2015,27,3074
4489,SterlingBackCheck,7/31/2015,5/29/2015,,
4490,STILETTOSolutions,10/28/2015,9/16/2015,207,
4491,StMary'sHealthInc,11/16/2015,4/2/2015,1,1
4492,StMary'sHealthInc-Breach Notification,6/8/2015,4/21/2015,1,1
4493,StMary'sHealthInc-Breach Notification,3/5/2015,12/3/2014,1299,1398
4494,StonerBuntingAdvertising,10/27/2015,8/21/2015,2,259
4495,StreetsofNewYork,10/2/2015,9/1/2015,4,250
4496,StVincentHospitalandHealthCareCenterInc-Breach Notification,9/3/2015,8/5/2015,1,1
4497,StVincentHospitalandHealthCareCenterInc-Breach Notification,3/27/2015,12/3/2014,3,3
4498,StVincentHospitalandHealthCareCenterInc-Breach Notification,7/10/2015,6/22/2015,1,1
4499,StVincentHospitalandHealthCareCenterInc-Breach Notification,1/29/2015,12/3/2014,2,2
4500,StVincentMedicalGroupInc,4/10/2015,12/3/2014,32,32
4501,StVincentMedicalGroupInc,7/15/2015,6/16/2015,4,4
4502,StVincentSalemHospitalInc-Breach Notification,2/5/2015,12/3/2014,2,2
4503,SuburbanLungAssociatesSC,4/14/2015,2/13/2015,27,
4504,SummersEstateWines,6/18/2015,4/1/2015,22,2149
4505,SunquestInformationSystemsInc,8/26/2015,7/27/2015,1,2101
4506,SweatyBandsLLC,4/16/2015,3/14/2015,6,312
4507,SykesEnterprisesInc,8/7/2015,5/29/2015,1,462
4508,SyncreonNorthAmericaInc,11/24/2015,11/5/2015,10,394
4509,TakeCareHealthSystemsLLC-Breach Notification,2/24/2015,1/26/2015,6,
4510,TamronUSAInc-Breach Notification,2/17/2015,1/29/2015,20,
4511,TeachersCreditUnion-Breach Notification,6/1/2015,4/1/2015,17,17
4512,TeachersCreditUnion-Breach Notification,3/30/2015,3/19/2015,2,2
4513,TeachersCreditUnion-Breach Notification,4/1/2015,7/21/2014,224,247
4514,TeachersCreditUnion-Breach Notification,5/29/2015,5/21/2015,2,2
4515,TernesIndianaInc,12/2/2015,11/25/2015,51,51
4516,TheGoodyearTireRubberCompany,3/20/2015,1/31/2015,1,6
4517,TheLawOfficeofJonPYormickCoLPA,7/31/2015,6/13/2015,1,40
4518,TheLifetimeHealthcareCompanies,9/9/2015,12/23/2013,,
4519,TheLincolnNationalLifeInsuranceCompany,6/18/2015,9/1/2012,20,485
4520,TheLincolnNationalLifeInsuranceCompany,5/19/2015,4/16/2015,1,1
4521,TheOnlineTrafficSchoolInc,7/29/2015,7/5/2015,94,
4522,ThePaintedTurtle-Breach Notification,3/5/2015,12/1/2013,3,
4523,ThePennsylvaniaStateUniversityCollegeofEngineering,5/18/2015,9/1/2012,86,17933
4524,ThePrudentialInsuranceCompanyofAmerica-Breach Notification,2/25/2015,1/3/2015,4,
4525,TheVanguardGroupInc,12/23/2015,8/7/2015,1,1
4526,TheVanguardGroupInc,12/23/2015,8/7/2015,1,1
4527,TheVanguardGroupInc,3/19/2015,1/9/2015,1,3
4528,TheVineyardHouseWinery,6/18/2015,4/1/2015,2,710
4529,TheWendy'sCompany-Breach Notification,3/3/2015,3/3/2015,,
4530,"ThomasNelsonCommunityCollegeoftheVirginiaCommunityCollegeS
ystem",12/18/2015,12/8/2015,1,232
4531,TimeWarnerInc-Breach Notification,2/19/2015,1/28/2015,1,102
4532,T-MobileUSAInc,10/1/2015,9/14/2015,224467,15.1 million
4533,TotallyPromotional,7/29/2015,,5,219
4534,TotallyPromotional,8/17/2015,6/23/2015,84,3113
4535,ToyotaMotorCreditCorporation,12/14/2015,8/5/2015,133,9542
4536,TransamericaPremierLifeInsuranceCompany-Breach Notification,12/19/2014,11/5/2014,1,1
4537,"Tremco, Inc.",7/29/2015,6/17/2015,106,3796
4538,TrumpHotelCollection,9/25/2015,5/19/2014,27,
4539,TrustmarkMutualHoldingCompany,6/23/2015,5/13/2015,277,29089
4540,TuneCore,12/11/2015,11/17/2015,206,
4541,TurleyWineCellars,6/18/2015,4/1/2015,88,7159
4542,UberTechnologiesInc-Breach Notification,2/26/2015,5/13/2014,480,48979
4543,UCLAHealth,7/17/2015,9/21/2014,1677,4500000
4544,UMassMemorialMedicalGroup-Breach Notification,1/30/2015,1/7/2014,2,14100
4545,Union Hospital,10/13/2015,9/30/2015,1,1
4546,UnionAssociatedPhysiciansClinicLLC,9/3/2015,8/1/2015,2,2
4547,UnionHospitalInc,5/5/2015,3/24/2015,1,1
4548,UnitedRentalsInc,3/18/2015,,,
4549,UnitedStudentAidFundsInc,11/2/2015,10/2/2015,2,23
4550,UnitedStudentAidFundsInc-BreachNotification,7/15/2015,6/8/2015,7,7
4551,UnityRecoveryGroupInc,5/26/2015,4/1/2014,10,750
4552,UniversityofIndianapolis,4/16/2015,3/23/2015,3,5
4553,UnivofChicagoMedicalCenter-Breach Notification,2/25/2015,12/25/2014,48,2040
4554,USHealthWorks,5/29/2015,4/22/2015,163,3698
4555,UtahFoodBank,8/25/2015,10/8/2013,4,10339
4556,ValplastSupplyServicesInc-Breach Notification,12/23/2014,10/29/2014,18,938
4557,ValuTeachersInc-Breach Notification,2/13/2015,2/2/2015,2,1337
4558,VestaPropertyManagement,12/15/2015,10/27/2015,2,1360
4559,VibraHospitalofNorthwesternIndiana,4/29/2015,12/15/2014,1,2
4560,VibraHospitalofNorthwesternIndiana,8/28/2015,8/3/2015,42,44
4561,Viewpoint,8/28/2015,7/9/2015,1,651
4562,VolcanoCorporation,6/9/2015,5/21/2015,1,72
4563,VoyaFinancialPartnersLLC,4/17/2015,1/28/2015,13,23
4564,VoyaRetirementInsuranceandAnnuityCompany,4/15/2015,4/8/2015,1,21
4565,WabashCollge,12/21/2015,12/2/2015,22,49
4566,WarnerBrosDistributingInc,12/15/2015,11/15/2015,1,12
4567,WarrickCountyProsecutor-Breach Notification,2/26/2015,3/1/2014,,
4568,Web.com,8/18/2015,,965,
4569,Weyerhaeuser Company,3/31/2015,5/1/2014,1717,
4570,WhiteLodgingServicesCorporation,4/10/2015,,,
4571,WildernessattheSmokies,12/17/2015,2/18/2015,,
4572,WildernessHotelandGolfResort,11/23/2015,3/9/2015,,
4573,WilliamColeVineyardsLLC,6/18/2015,4/1/2015,9,1052
4574,WilliamLThomasonAPC,7/21/2015,6/29/2015,1,693
4575,WoodburyFinancialServicesInc,7/24/2015,5/28/2015,1,404
4576,YapStoneInc,9/11/2015,7/1/2014,1228,182463
4577,YMCAofGreaterPittsburgh,7/23/2015,6/7/2015,1,285
4578,YPHoldingsLLC,5/15/2015,,117,7540
4579,80'steescom,,,,
4580,ABAcquisitionLLC,9/29/2014,8/27/2014,,
4581,ABAcquisitionLLC,8/15/2014,6/22/2014,,
4582,ABMParkingServices,12/12/2014,9/29/2014,,
4583,ABMParkingServicesInc,7/3/2014,2/7/2014,1,
4584,AccurateBackgroundInc,3/21/2014,2/28/2014,1,139
4585,AcostaInc,12/12/2014,11/10/2014,3716,218160
4586,AdvancedDataProcessingInc,10/8/2014,,3,
4587,AECOMTechnology,7/3/2014,5/15/2014,241,
4588,AffinityGaming-SecurityBreach,5/19/2014,12/7/2013,,
4589,AFLAC,1/15/2014,11/25/2013,1,1
4590,AlaskaCommunicationsSystems,2/20/2014,1/27/2014,5,3711
4591,AllianceWorkplaceSolutionsLLC,10/23/2014,9/19/2014,2226,9876
4592,AllianzLifeInsuranceCompanyofNorthAmerica,9/10/2014,2/18/2014,1,1
4593,AllianzLifeInsuranceCoofNorthAmerica,4/11/2014,4/1/2013,15,681
4594,AllstateInsuranceCompany-SecurityBreach,10/31/2014,8/15/2014,1,1
4595,AmericanAthleticConference,10/30/2014,9/1/2013,8,282
4596,AmericanDentalAssociation,5/7/2014,4/30/2014,2,19
4597,AmericanHealthInformationManagementAssoc,4/2/2014,9/1/2013,3,259
4598,AmericanHealthNetworkInc-SecurityBreach,10/21/2014,10/16/2014,1,4
4599,AmericanNationalInsuranceCompany,2/14/2014,9/1/2013,3,5056
4600,AmericanPublicUniversitySystem,7/18/2014,6/30/2014,1,18
4601,AmericanResidentialCommunitiesManagementServices,1/29/2014,1/17/2014,4,89
4602,AmericanResidualsandTalentInc,12/2/2014,10/18/2014,92,84227
4603,AmeripriseFinancial,5/15/2014,4/30/2014,1,1
4604,AmeripriseFinancialInc,9/4/2014,,4,4
4605,AMResorts,12/15/2014,5/1/2014,10,1398
4606,AndersonMurisonInc,8/7/2014,6/1/2014,7,5572
4607,ApexSystemsInc,1/15/2014,12/1/2013,1,1555
4608,APiGroupInc,12/5/2014,11/17/2014,68,3194
4609,AscenaRetailGroupInc,12/17/2014,10/10/2014,8,
4610,AscensusInc,6/16/2014,6/5/2014,12,12
4611,AspireInc,11/26/2014,11/7/2014,1474,
4612,AssetMarketingServicesLLC,10/14/2014,9/18/2014,46,
4613,AssistedLivingConcepts,2/26/2014,12/14/2013,5394,43600
4614,AT&T-SecurityBreach,6/3/2014,1/1/2013,1,1
4615,AtlanticAutomotiveCorpdbaMileOneAutomotive,6/24/2014,3/5/2014,57,6527
4616,ATT-Breach Notification,10/2/2014,8/5/2014,8,
4617,ATT-SecurityBreach,6/10/2014,4/9/2014,1,1
4618,ATT-SecurityBreach2,6/18/2014,10/1/2013,1,
4619,AuburnUniversity,3/19/2014,10/21/2013,39,13698
4620,AuntMartha'sYouthServiceCenterInc,12/17/2014,11/10/2014,22,352
4621,AutoNationInc,5/26/2014,3/5/2014,42,1499
4622,AyresCarrSullivanPC,1/22/2014,1/10/2014,16,22
4623,BackcountryGear,7/28/2014,4/27/2014,72,7000
4624,BackcountryGear,10/22/2014,10/11/2014,2,300
4625,BakerHughesIncorporated,12/1/2014,11/3/2014,1,11
4626,BankoftheWest,2/5/2014,,23,
4627,BannerHealthNetwork,3/5/2014,2/21/2014,7,7
4628,BarryUniversity,12/27/2013,5/14/2013,12,
4629,BartellHotels,9/12/2014,2/16/2014,75,43000
4630,bebeStoresInc,12/5/2014,11/8/2014,316,
4631,BenefitExpressServices,10/28/2014,9/4/2014,1,
4632,BenjaminFEdwardsCo,6/27/2014,5/24/2014,273,55822
4633,BigEastConference,11/25/2014,8/1/2013,6,80
4634,BlueCrossandBlueShieldofKansasCityInc,4/16/2014,8/16/2013,1,2546
4635,BlueCrossBlueShieldofMichigan-Breach Notification,7/18/2014,2/1/2014,1,
4636,BlueCrossBlueShieldofMichigan-Breach Notification,4/23/2014,3/13/2014,41,
4637,BlueZebraSports,11/19/2014,,70,1218
4638,BMV,12/30/2013,12/20/2013,1,1
4639,BMV,12/31/2013,12/19/2013,1,1
4640,BMV*,9/16/2014,9/13/2014,1,1
4641,BMV*,6/12/2014,6/9/2014,1,1
4642,BMV*,8/5/2014,7/30/2014,3,3
4643,BMV*,4/22/2014,4/15/2014,1,1
4644,BMV*,4/16/2014,3/22/2014,2,2
4645,BMV*,4/3/2014,4/2/2014,3,3
4646,BNSFRailwayCompany,10/14/2014,9/17/2014,1,507
4647,BoersmaBrosLLCdbaDutchWear,12/22/2014,11/7/2014,12,3594
4648,BolderImageCompany,12/22/2014,10/24/2014,6,
4649,BommerangTags,4/25/2014,7/4/2013,456,26759
4650,BookingBV,9/18/2014,6/6/2014,1,401
4651,BrightHouseNetworks,5/12/2014,12/29/2013,31,532
4652,ButlerUniversity,,,,
4653,ButlerUniversity-SecurityBreach,6/13/2014,11/1/2013,"64,181","163,123"
4654,CaliforniaStateUniversityEastBay,9/5/2014,8/23/2013,1,
4655,CalypsoStBarthInc,11/26/2014,10/9/2014,5,1514
4656,CampBowWowFranchisingInc,10/19/2014,9/7/2014,4,
4657,Catamaran,2/7/2014,12/26/2013,11,
4658,CBIOperationsLLCdbaChathamBarsInn,8/20/2014,3/20/2014,20,
4659,CCSMedical,11/10/2014,9/1/2014,5,
4660,Cedars-SinaiHealthSystems,9/10/2014,6/23/2014,2,33136
4661,CenterforComputerResources,5/28/2014,4/14/2014,38,
4662,CentralCityConcern,4/28/2014,,23,
4663,CenturyLink,5/28/2014,12/27/2013,75,75
4664,ChannelwoodMortgageInc,1/21/2014,12/22/2013,314,314
4665,ChicagoYachtClub,7/31/2014,,,
4666,ChicagoYachtClub,7/31/2014,4/26/2014,20,1958
4667,CignaGroupInsurance,6/17/2014,5/15/2014,1,1
4668,CitibankNA,4/2/2014,10/30/2013,1,
4669,CitibankNA-Breach Notification,7/3/2014,6/7/2014,1,1
4670,CityofCrossvilleTN,4/2/2014,9/1/2013,8,
4671,ClamCaseLLC,8/28/2014,4/18/2014,186,
4672,ClayCountyHospital,12/12/2014,11/2/2014,73,
4673,ColumbiaSouthernUniversity,10/20/2014,9/18/2014,48,
4674,Columbus Regional Hospital*,1/21/2014,11/27/2013,0,1
4675,ColumbusRegionalHealthPhysicians,4/30/2014,4/29/2014,1,1
4676,ColumbusRegionalHealthPhysicians,10/28/2014,10/14/2014,1,1
4677,ColumbusRegionalHealthPhysicians-Breach Notification,11/19/2014,11/13/2014,1,1
4678,ColumbusRegionalHealthPhysicians-Breach Notification,5/9/2014,5/2/2014,1,1
4679,ColumbusRegionalHealthPhysiciansSouthernIndianaHeart,10/29/2014,10/1/2014,1,1
4680,CommunityHealthNetwork,11/21/2014,10/15/2014,1,1
4681,CommunityHealthNetwork-Breach Notification,4/18/2014,2/27/2014,10,10
4682,CommunityHealthNetwork-Breach Notification,6/12/2014,5/21/2014,1,1
4683,CommunityHealthNetwork-Breach Notification,12/11/2014,11/21/2014,1,1
4684,CommunityHealthNetwork-Breach Notification,11/10/2014,10/11/2014,1,1
4685,CommunityHealthNetwork-Breach Notification,12/19/2014,12/2/2014,46,46
4686,CommunityHealthSystemsProfessionalServic,,,,
4687,CommunityMentalHealthCenter,8/13/2014,7/24/2014,1,1
4688,CompleteMedicalHomecare,1/21/2014,12/12/2013,38,38
4689,ConferenceUSAInc,11/24/2014,,6,
4690,ContinentalAmericanInsuranceCompany,1/2/2014,11/15/2013,2,872
4691,ControlConceptsCorporation,10/24/2014,10/3/2014,2,40
4692,CoreLogicSafeRent,6/4/2014,,4,
4693,CottageHealthSystem,,,,
4694,CrothallServicesGroup,8/4/2014,7/1/2014,17,1494
4695,CultivianVenturesLLC,11/17/2014,9/30/2014,5,
4696,CyberswimInc,10/14/2014,5/12/2014,431,
4697,DavidStanleyDodge,6/13/2014,,6,10571
4698,DaVitaHealthCarePartnersAvonDialysis,6/6/2014,5/30/2014,1,1
4699,DeaconessCompCenter-Breach Notification,10/8/2014,8/8/2014,1,1
4700,DeaconessCompCenter-Breach Notification,6/11/2014,6/4/2014,10,10
4701,DeaconessHospital,3/11/2014,1/7/2014,1,1
4702,DeaconessUrgentCare-COMPCenter,6/3/2014,4/7/2014,1,1
4703,DeKalbHealth,3/7/2014,2/9/2014,41,41
4704,DelawareRiverBayAuthority,10/17/2014,9/20/2013,,
4705,Delivery2Go,1/28/2014,10/1/2013,372,
4706,Deltek'sGovWinIQ,4/10/2014,7/3/2013,54,54
4707,DiatherixLaboratoriesInc,8/7/2014,9/24/2011,5,462
4708,DirectLearningSystems,10/27/2014,7/13/2014,27,
4709,DirecTV - Security Breach,3/28/2014,1/1/2014,12,
4710,DiscoverPropertiesPMGLLP,,,,
4711,DixonHughesGoodmanLLP,9/23/2014,,1,69
4712,DukeEnergyCorporation,4/10/2014,3/24/2014,1,30
4713,DuluthPack,10/24/2014,9/27/2014,2,128
4714,DWD-IndianaWorkforce Development*,9/15/2014,9/10/2014,21,21
4715,DWD-IndianaWorkforce Development*,1/30/2014,1/23/2014,1,
4716,EasternAllianceInsuranceGroup,7/8/2014,6/13/2014,1,1
4717,Easton-BellSportsInc,1/17/2014,12/1/2013,88,88
4718,EntercomPortlandLLC,5/9/2014,2/28/2014,9,13244
4719,EquifaxIncorp.*,3/3/2014,4/1/2013,28,
4720,eScreen,3/7/2014,10/29/2013,62,
4721,EvolutionNatureCorpdbaTheEvolutionStore,10/9/2014,,,
4722,ExamOne-Breach Notification,10/22/2014,9/17/2014,2,2
4723,ExamOne-Breach Notification,5/22/2014,3/25/2014,1,
4724,ExamOne-Breach Notification,8/5/2014,6/23/2014,1,1
4725,ExamOne-Breach Notification,11/5/2014,9/18/2014,1,1
4726,ExamOne-Breach Notification,6/16/2014,4/26/2014,1,1
4727,Experian,7/21/2014,4/15/2014,38,1158
4728,Experian*,,,,
4729,Experian-SecurityBreach,1/7/2014,12/19/2013,3,
4730,Experian-SecurityBreach,10/20/2014,10/9/2014,5,212
4731,Experian-SecurityBreach,5/22/2014,5/14/2014,4,190
4732,Experian-SecurityBreach,11/20/2014,11/8/2014,1,357
4733,Experian-SecurityBreach,11/3/2014,10/20/2014,6,214
4734,Experian-SecurityBreach,9/26/2014,8/29/2014,17,933
4735,Experian-SecurityBreach,10/22/2014,10/13/2014,9,481
4736,EZPrintsIncACafePressSubsidiary,11/11/2014,9/22/2014,29,1919
4737,FairwayIndependentMortgageCorporation,11/21/2014,7/1/2014,247,
4738,Fidelity,6/12/2014,7/1/2013,1792,
4739,FidelityInvestments-Breach Notification,5/12/2014,1/27/2014,2,2
4740,FidelityInvestments-Breach Notification,6/26/2014,6/13/2014,3,56
4741,FidelityInvestments-Breach Notification,5/6/2014,3/27/2014,1,1
4742,FidelityInvestments-Breach Notification,5/12/2014,3/18/2014,1,1
4743,FinancialCenterFederalCreditUnion,12/8/2014,12/2/2014,2,2
4744,FlinnScientificInc,10/1/2014,5/2/2014,74,
4745,FluxTechnologyServicesLLC,,,,
4746,FocusonSuretyLLC-SecurityBreach,1/9/2014,1/1/2013,11,
4747,FranciscanAllianceInc,6/13/2014,4/28/2014,4,4
4748,FranciscanStFrancisHealth-SecurityBreach,5/30/2014,4/28/2014,3,3
4749,FranciscanStFrancisHealth-SecurityBreach,10/20/2014,,1,1
4750,FreedomManagementGroupLLCdbaTheNatural,8/13/2014,4/22/2014,118,7467
4751,FreshologyInc,7/15/2014,,1,586
4752,FSSA-Breach Notification,11/12/2014,11/12/2014,1,1
4753,FSSA-Breach Notification,5/19/2014,5/7/2014,2,2
4754,FSSA-Breach Notification,11/21/2014,11/20/2014,1,1
4755,FSSA-Breach Notification,3/27/2014,3/21/2014,5,5
4756,FSSA-Breach Notification,3/31/2014,3/28/2014,7,7
4757,FSSA-Breach Notification,2/4/2014,2/3/2014,1,1
4758,FSSA-Breach Notification,3/13/2014,3/10/2014,1,1
4759,FSSA-Breach Notification,2/6/2014,,32,32
4760,FSSA-Breach Notification,3/19/2014,3/13/2014,4,4
4761,FSSA-Breach Notification,12/10/2014,12/9/2014,1,1
4762,FSSA-Breach Notification,12/18/2014,11/10/2014,1,1
4763,FSSA-Breach Notification,12/19/2014,12/16/2014,1,1
4764,FSSA-Breach Notification,2/28/2014,2/28/2014,12,12
4765,FSSA-Breach Notification,6/23/2014,6/9/2014,1,1
4766,FSSA-Breach Notification,10/23/2014,10/13/2014,3,3
4767,FSSA-Breach Notification,11/25/2014,11/18/2014,1,1
4768,FujifilmNorthAmericaCorporationGraphiSystemsDivision,2/14/2014,10/21/2013,2,156
4769,FujifilmNorthAmericaCorporationGraphiSystemsDivision,3/5/2014,1/14/2014,2,17
4770,GeekfaceLLC,8/24/2014,8/5/2014,23,1688
4771,Gelsosomo'sPizzeria,,,,
4772,Genworth-SecurityBreach,10/7/2014,9/13/2014,1,1
4773,GiantEagleInc,6/13/2014,5/24/2014,9,9
4774,GingerbreadShedCorporation,5/7/2014,11/25/2013,122,122
4775,GodivaChocolatierInc,11/26/2014,10/16/2014,384,36092
4776,GoodwillofSouthernIndiana-SecurityBreach,9/2/2014,2/10/2013,,
4777,GreenleafBookGroupLLC,1/29/2014,1/18/2014,4,
4778,GuideStoneFinancialResourcesoftheSouthernBaptistConvention,2/24/2014,11/7/2013,31,31
4779,HanoverFoodsCorporation,5/21/2014,4/7/2014,38,38
4780,HarborFreightToolsUSAINC-SecurityBreach,12/11/2014,11/13/2014,1,
4781,HarryBarker,8/9/2014,5/22/2014,19,
4782,HeartlandBank-SecurityBreach,9/5/2014,7/30/2014,7,
4783,"Hewitt, Aon",7/17/2014,3/1/2013,4,1533
4784,Highlands-CashiersHospital,11/26/2014,5/1/2012,45,
4785,HolidayMotel,12/4/2014,12/1/2013,16,2327
4786,HoustonianHotelClubandSpa,7/9/2014,12/28/2013,11,10000
4787,HRBTaxGroupInc,2/10/2014,1/11/2014,161,161
4788,Hubbard-BertInc,5/13/2014,4/24/2014,6,6
4789,Humana,5/23/2014,4/4/2014,1,
4790,IDEM-SecurityBreach,5/1/2014,3/19/2014,1,1
4791,IDEM-SecurityBreach,4/2/2014,9/13/2007,1,1
4792,IDEM-SecurityBreach,3/31/2014,9/24/2007,1,1
4793,IDEM-SecurityBreach,5/29/2014,8/18/2007,1,1
4794,IDEM-SecurityBreach,9/30/2014,10/15/2007,1,1
4795,IDEM-SecurityBreach,3/20/2014,12/9/2013,3,3
4796,ImhoffandAssociatesPC,8/26/2014,6/27/2014,87,
4797,IndianaDepartmentofInsurance-SecurityBreach,4/2/2014,3/24/2014,33,33
4798,IndianaDepartmentofRevenue-Breach Notification,11/12/2014,,0,0
4799,IndianaDepartmentofRevenue-Breach Notification,1/21/2014,1/9/2014,1,1
4800,IndianapolisArtCenter,12/11/2014,12/3/2014,128,128
4801,IndianapolisStar*,,,,
4802,IndianaUniversity,2/25/2014,4/1/2013,112394,145966
4803,IndianaUniversityHealthBallMemorialHospitalInc,2/3/2014,,61,61
4804,INPRSIndianaPublicRetirementSecurity Breach,10/23/2014,9/22/2014,1,1
4805,InternationalAgInsuranceSolutionsLLC,6/30/2014,5/15/2014,3,3
4806,InternationalDairyQueenInc,10/9/2014,,,
4807,InvuluInc,7/3/2014,6/15/2014,3,144
4808,JacksonNationalLifeInsuranceCompany,3/14/2014,1/22/2014,7,320
4809,JCMPartnersLLC,4/24/2014,,38,16975
4810,JerseyCityMedicalCenter,8/6/2014,6/16/2014,1,36402
4811,JimmyJohn'sFranchisesLLC,8/28/2014,6/16/2014,,
4812,JMSmuckerCompany,2/27/2014,12/23/2013,431,431
4813,JohnHopkinsUniversity,4/24/2014,3/19/2014,6,
4814,JPMorganChaseExecutiveOffice*,,,,
4815,JPMorganChaseExecutiveOffice*,,,,
4816,KahnDeesDonovanKahnLLP,10/31/2014,10/23/2014,1,1
4817,KaplanUniversity,7/9/2014,,9,
4818,KentuckyOneHealth,3/28/2014,,1,1
4819,KforceInc,10/1/2014,9/26/2014,4,4
4820,KimptonHotelsandRestaurants,6/2/2014,4/2/2014,1,153
4821,KindredRehabServicesInc,8/20/2014,7/22/2014,14,14
4822,KindredTransitionalCareandRehabilitation-EagleCreek,9/30/2014,,1,1
4823,KindredTransitionalCareandRehabilitation-EagleCreek,10/3/2014,8/15/2014,1,1
4824,KMart*,,,,
4825,LaCieUSA,4/11/2014,3/27/2013,249,249
4826,LALeasingIncdbaSedonaStaffing,11/18/2014,,8,
4827,LaskoGroupInc,7/30/2014,10/27/2011,303,9066
4828,LegalSeaFoodsLLC,6/20/2014,1/1/2014,40,
4829,LogosManagementSoftwareLLC,3/27/2014,1/14/2014,27,
4830,Lowe'sCompaniesInc-SecurityBreach,5/19/2014,7/9/2013,933,
4831,LPLFinancial-SecurityBreach,9/9/2014,2/24/2014,4,
4832,LPLFinancial-SecurityBreach,7/24/2014,7/14/2014,1,
4833,LPLFinancial-SecurityBreach,5/4/2014,,1,1
4834,MaschinoHudelsonAssociates,5/8/2014,4/2/2014,7,5500
4835,McKendreeUniversity,3/25/2014,1/24/2014,19,573
4836,McKennaLongAldridge,2/28/2014,11/28/2013,2,
4837,MemberClicksIncdbaMoolahPayments,11/20/2014,10/24/2014,4,
4838,MercerHRServicesLLC,5/8/2014,4/1/2014,3,158
4839,MerralLewisFamilyPractice,1/28/2014,1/22/2014,1,2
