Company Name,clean_name,Company Type,D-U-N-S@ Number,Manufacturing Indicator,Subsidiary Status,Year of Founding,Location Type,Physical State,Primary NAICS Code,Primary NAICS Description,Secondary NAICS Code,Secondary NAICS Description,Secondary SIC Code,Secondary SIC Description,Primary SIC Code,Primary SIC Description,Sales,Employee All Sites,Employee this Site,Sales (Year 1)
ITW FOOD EQUIPMENT GROUP LLC,ITW Food Equipment Group,Private,80-789-6261,Non Manufacturer,Subsidiary,1995,Headquarters,OHIO,423440,Other Commercial Equipment Merchant Wholesalers,,,,,50460306,"Restaurant equipment and supplies, nec","$493,347,259","1,300","1,100","$529,819,714"
INTERGRAPH CORPORATION,Intergraph,Private,05-515-7903,Manufacturer,Subsidiary,1969,Headquarters,ALABAMA,511210,Software Publishers,"511210, 541512","""Software Publishers"", ""Computer Systems Design Services ""","7372, 7373, 7379","""Prepackaged software"", ""Computer integrated systems design"", ""Computer related services, nec""",73729901,Application computer software,"$477,610,995","4,000","1,000","$584,219,022"
"FORRESTER RESEARCH, INC.",Forrester Research Inc,Public,10-676-5928,Manufacturer,Non-Subsidiary,1983,Headquarters,MASSACHUSETTS,541910,Marketing Research and Public Opinion Polling,541910,"""Marketing Research and Public Opinion Polling""",8732,"""Commercial nonphysical research""",87320103,Business research service,"$461,967,000","1,392",108,"$357,575,000"
DAYMON WORLDWIDE INC.,Daymon Worldwide Inc,Private,04-766-5245,Manufacturer,Subsidiary,2001,Headquarters,CONNECTICUT,541613,Marketing Consulting Services,,,,,87420300,Marketing consulting services,"$442,762,647","6,105",105,"$439,214,855"
AMERICAN INSTITUTE OF CERTIFIED PUBLIC ACCOUNTANTS,AICPA,Private,04-681-3507,Non Manufacturer,Non-Subsidiary,1887,Headquarters,NORTH CAROLINA,611699,All Other Miscellaneous Schools and Instruction,"511120, 611699, 813920","""Periodical Publishers "", ""All Other Miscellaneous Schools and Instruction "", ""Professional Organizations ""","2721, 8299, 8621","""Periodicals"", ""Schools & educational services, nec"", ""Professional organizations""",82990201,"Educational service, nondegree granting: continuing educ.","$266,813,265",800,450,"$266,813,265"
UNITEDHEALTH GROUP INCORPORATED,UnitedHealth Group Inc,Public,11-287-1561,Manufacturer,Non-Subsidiary,1974,Headquarters,MINNESOTA,524114,Direct Health and Medical Insurance Carriers,"524114, 524210","""Direct Health and Medical Insurance Carriers "", ""Insurance Agencies and Brokerages ""","6321, 6324, 6411","""Accident and health insurance"", ""Hospital and medical service plans"", ""Insurance agents, brokers, & service""",63249903,"Health Maintenance Organization (HMO), insurance only","$242,155,000","300,000","1,400","$226,247,000,000"
DUANE MORRIS LLP,DuaneMorris,Private,07-551-8134,Manufacturer,Non-Subsidiary,1904,Headquarters,PENNSYLVANIA,541110,Offices of Lawyers,541110,"""Offices of Lawyers""",8111,"""Legal services""",81119901,"General practice attorney, lawyer","$235,331,168","1,450",375,"$261,638,853"
"ART.COM, INC.",Art.com,Private,15-229-5788,Manufacturer,Non-Subsidiary,1995,Headquarters,CALIFORNIA,453998,All Other Miscellaneous Store Retailers (except Tobacco Stores),712110,"""Museums """,8412,"""Museums and art galleries""",59990304,Posters,"$224,304,816",800,200,"$196,354,761"
"VENETIAN CASINO RESORT, LLC",Venetian Casino Resort,Private,01-114-4412,Manufacturer,Subsidiary,1997,Single Location,NEVADA,721120,Casino Hotels,,,,,70110301,Casino hotel,"$206,135,279","4,870","4,870","$206,135,279"
FIDELITY MANAGEMENT & RESEARCH COMPANY,Fidelity Investments,Private,04-481-1776,Manufacturer,Subsidiary,1946,Headquarters,MASSACHUSETTS,523930,Investment Advice,,,,,62829902,Investment advisory service,"$175,002,317",600,20,"$175,002,317"
ALCATEL-LUCENT TECHNOLOGIES HOLDINGS INC.,Lucent Technologies Inc,Public,01-826-3301,Manufacturer,Subsidiary,1980,Headquarters,NEW JERSEY,423690,Other Electronic Parts and Equipment Merchant Wholesalers,,,,,50650200,Communication equipment,"$152,296,500",400,200,"$152,296,500"
"CITY HARVEST, INC.",City Harvest Inc,Private,18-304-2050,Manufacturer,Non-Subsidiary,1982,Single Location,NEW YORK,624190,Other Individual and Family Services,624190,"""Other Individual and Family Services """,8322,"""Individual and family services""",83220610,Social service center,"$136,689,903",140,140,"$136,689,903"
"FIDELITY NATIONAL GLOBAL CARD SERVICES, INC.",Fidelity National Card Services Inc,Private,62-747-3457,Manufacturer,Subsidiary,1974,Headquarters,FLORIDA,522320,"Financial Transactions Processing, Reserve, and Clearinghouse Activities",,,,,73890903,Credit card service,"$136,670,234","1,785",100,"$82,345,615"
MERCER HEALTH & BENEFITS LLC,Mercer Health & Benefits LLC,Private,61-621-3125,Manufacturer,Subsidiary,2004,Headquarters,NEW YORK,541611,Administrative Management and General Management Consulting Services,,,,,87420404,Hospital and health services consultant,"$128,344,053","2,500",50,"$127,711,696"
AMERICAN ACADEMY OF PEDIATRICS,American Academy of Pediatrics,Private,05-539-9364,Manufacturer,Non-Subsidiary,1930,Headquarters,ILLINOIS,621111,Offices of Physicians (except Mental Health Specialists),621111,"""Offices of Physicians (except Mental Health Specialists) """,8011,"""Offices & clinics of medical doctors""",80110516,Pediatrician,"$126,638,682",400,16,"$126,638,682"
HSBC MORTGAGE CORPORATION (USA),HSBC Mortgage Corp,Private,11-833-1446,Manufacturer,Subsidiary,1985,Headquarters,NEW YORK,522292,Real Estate Credit,,,,,61629903,Mortgage bankers,"$115,154,339",800,676,"$115,154,339"
SCHIFF HARDIN LLP,Schiff Hardin LLP,Private,06-995-4568,Manufacturer,Non-Subsidiary,1864,Headquarters,ILLINOIS,541110,Offices of Lawyers,541110,"""Offices of Lawyers""",8111,"""Legal services""",81119902,General practice law office,"$109,838,566",630,560,"$109,838,566"
"HOTELS.COM, L.P.",Hotels.com,Private,10-729-5169,Manufacturer,Subsidiary,1991,Headquarters,TEXAS,561599,All Other Travel Arrangement and Reservation Services,"519190, 561599","""All Other Information Services"", ""All Other Travel Arrangement and Reservation Services ""","7375, 7389","""Information retrieval services"", ""Business services, nec""",73890500,Reservation services,"$94,515,948","1,150",275,"$78,112,354"
LINK STAFFING SERVICES CORPORATION,Link Staffing Services,Private,82-506-8760,Manufacturer,Non-Subsidiary,1998,Headquarters,TEXAS,561320,Temporary Help Services,,,,,73630103,Temporary help service,"$90,000,000",75,50,"$90,000,000"
"ORACLE USA, INC.",Oracle USA Inc,Private,00-553-6698,Manufacturer,Non-Subsidiary,0,Single Location,CALIFORNIA,511210,Software Publishers,,,,,73720000,Prepackaged software,"$85,223,961",526,526,"$80,099,609"
"GFK CUSTOM RESEARCH, LLC",GFK Custom Research North America,Private,07-870-4251,Manufacturer,Subsidiary,2001,Headquarters,NEW YORK,541910,Marketing Research and Public Opinion Polling,,,,,87320105,Market analysis or research,"$82,589,047",900,250,"$91,765,608"
"PUBLIC STORAGE, INC.",Public Storage Inc,Private,06-663-2977,Manufacturer,Non-Subsidiary,0,Single Location,CALIFORNIA,531120,Lessors of Nonresidential Buildings (except Miniwarehouses),,,,,65120100,Commercial and industrial building operation,"$77,518,000","2,900",120,$0
"TIME WARNER COMPANIES, INC.",Time Warner Inc,Private,00-121-3446,Non Manufacturer,Subsidiary,1922,Headquarters,NEW YORK,334614,"Software and Other Prerecorded Compact Disc, Tape, and Record Reproducing",,,,,36529901,"Compact laser discs, prerecorded","$75,174,013",486,106,"$62,127,284"
SCOTLAND COUNTY SCHOOL SYSTEM,Scotland County Schools,Private,08-416-4854,Manufacturer,Non-Subsidiary,1940,Headquarters,NORTH CAROLINA,611110,Elementary and Secondary Schools,,,,,82110300,Public elementary and secondary schools,"$75,000,000","1,155",50,"$75,000,000"
THE UPS STORE INC,UPS Store Inc,Private,14-435-2911,Manufacturer,Subsidiary,1980,Headquarters,CALIFORNIA,561431,Private Mail Centers,"488991, 541611, 561431","""Packing and Crating "", ""Administrative Management and General Management Consulting Services "", ""Private Mail Centers ""","4783, 7389, 8742","""Packing and crating"", ""Business services, nec"", ""Management consulting services""",73891603,Mailbox rental and related service,"$74,102,635",321,148,"$75,584,150"
FISH & RICHARDSON P.C.,Fish & Richardson,Private,06-659-8103,Manufacturer,Non-Subsidiary,1994,Headquarters,MASSACHUSETTS,541110,Offices of Lawyers,541110,"""Offices of Lawyers""",8111,"""Legal services""",81110102,Patent solicitor,"$71,685,079",525,220,"$88,500,098"
"PEERLESS INDUSTRIES, INC.",Peerless Industries Inc,Private,02-526-2064,Non Manufacturer,Non-Subsidiary,1997,Headquarters,ILLINOIS,332510,Hardware Manufacturing,,,,,34290000,"Hardware, nec","$45,008,622",260,218,"$77,823,164"
CENTRAL PIEDMONT COMMUNITY COLLEGE,Central Piedmont Community College,Private,07-105-8259,Manufacturer,Subsidiary,1963,Headquarters,NORTH CAROLINA,611210,Junior Colleges,,,,,82229901,Community college,"$42,775,608","1,000",32,"$42,775,608"
NATIONWIDE AGRIBUSINESS INSURANCE COMPANY,Nationwide Agribusiness,Public,03-065-1533,Manufacturer,Subsidiary,1909,Headquarters,IOWA,524210,Insurance Agencies and Brokerages,,,,,64110301,"Insurance agents, nec","$42,485,986",362,300,"$3,396,454"
BLUE CROSS AND BLUE SHIELD OF NC,BCBS of NC,Private,93-105-3771,Manufacturer,Non-Subsidiary,0,Branch,NORTH CAROLINA,524114,Direct Health and Medical Insurance Carriers,,,,,63249902,Group hospitalization plans,"$41,700,000",0,120,$0
NATIONAL FINANCIAL PARTNERS,National Financial Partners,Private,08-113-5123,Manufacturer,Non-Subsidiary,1999,Single Location,NEW YORK,541611,Administrative Management and General Management Consulting Services,,,,,87429908,Financial consultant,"$39,090,007",580,580,"$50,777"
"BIOLASE, INC.",Biolase,Public,15-216-5700,Non Manufacturer,Non-Subsidiary,1984,Headquarters,CALIFORNIA,339114,Dental Equipment and Supplies Manufacturing,"339112, 339114","""Surgical and Medical Instrument Manufacturing "", ""Dental Equipment and Supplies Manufacturing ""","3841, 3843","""Surgical and medical instruments"", ""Dental equipment and supplies""",38430000,Dental equipment and supplies,"$37,799,000",195,165,"$46,155,000"
"NATIONWIDE RETIREMENT SOLUTIONS, INC.",Nationwide Retirement Solutions,Private,06-077-5756,Manufacturer,Subsidiary,1973,Headquarters,OHIO,525110,Pension Funds,,,,,63710101,Pension funds,"$35,156,671",205,125,"$35,156,671"
WAKE TECHNICAL COMMUNITY COLLEGE,Wake Technical Community College,Private,96-520-7843,Manufacturer,Non-Subsidiary,1999,Single Location,NORTH CAROLINA,611210,Junior Colleges,,,,,82229903,Technical institute,"$31,646,672",99,99,"$31,646,672"
SECURITIES SAVINGS BANK,Security Savings Bank,Private,78-619-5198,Manufacturer,Non-Subsidiary,1981,Headquarters,IOWA,524210,Insurance Agencies and Brokerages,,,,,64110000,"Insurance agents, brokers, and service","$29,274,000",25,1,"$25,502,000"
NEW ENGLAND SCHOOL OF LAW,New England School of Law,Private,07-657-4268,Manufacturer,Non-Subsidiary,1908,Single Location,MASSACHUSETTS,611310,"Colleges, Universities, and Professional Schools",,,,,82210101,"College, except junior","$29,061,292",180,180,"$29,061,292"
MEADWESTVACO CORPORATION,MeadWestvaco,Private,13-459-7111,Non Manufacturer,Non-Subsidiary,0,Branch,VIRGINIA,325998,All Other Miscellaneous Chemical Product and Preparation Manufacturing,,,,,28191003,"Charcoal (carbon), activated","$27,800,000",0,200,$0
"ADC TELECOMMUNICATIONS, INC",ADC Telecommunications Inc,Private,80-977-0167,Non Manufacturer,Non-Subsidiary,0,Branch,MINNESOTA,334210,Telephone Apparatus Manufacturing,,,,,36610100,Telephones and telephone apparatus,"$27,200,000",0,315,$0
MILITARY OFFICERS ASSOCIATION OF AMERICA,Military Officers Association of America,Private,07-484-7054,Manufacturer,Non-Subsidiary,1929,Single Location,VIRGINIA,813410,Civic and Social Organizations,,,,,86419907,Veterans' organization,"$26,436,834",91,91,"$6,923,413"
THE STUDENT LOAN CORPORATION,Student Loan Corporation The,Private,80-340-8582,Manufacturer,Subsidiary,1992,Headquarters,NEW YORK,522298,All Other Nondepository Credit Intermediation,,,,,61119906,Student Loan Marketing Association,"$23,407,849",248,14,"$23,704,523"
YWCA RETIREMENT FUND INC,YWCA Retirement Fund,Private,11-749-9905,Manufacturer,Non-Subsidiary,1925,Single Location,NEW YORK,813410,Civic and Social Organizations,,,,,86410300,Youth organizations,"$22,187,299",20,20,"$22,187,299"
THE BANK OF VERNON,Bank of Vernon,Private,06-835-0677,Manufacturer,Non-Subsidiary,0,Single Location,TEXAS,522110,Commercial Banking,,,,,60220000,State commercial banks,"$20,000,000",11,11,"$20,000,000"
"SECURIAN FINANCIAL SERVICES, INC.",Securian Financial Services Inc,Private,14-758-3959,Manufacturer,Subsidiary,1984,Single Location,MINNESOTA,523120,Securities Brokerage,,,,,62110102,"Brokers, security","$15,243,554",104,104,"$15,243,554"
"PRINTPACK, INC.",Printpack Inc,Private,00-327-4545,Non Manufacturer,Subsidiary,1956,Headquarters,GEORGIA,326113,Unlaminated Plastics Film and Sheet (except Packaging) Manufacturing,"322220, 326113","""Paper Bag and Coated and Treated Paper Manufacturing"", ""Unlaminated Plastics Film and Sheet (except Packaging) Manufacturing ""","2673, 3081","""Bags: plastics, laminated, & coated"", ""Unsupported plastics film & sheet""",30810100,Plastics film and sheet,"$11,956,560","3,500",250,"$11,956,560"
"MERCER HR SERVICES, LLC",Mercer HR Services LLC,Private,19-150-4203,Manufacturer,Subsidiary,2004,Single Location,MASSACHUSETTS,541612,Human Resources Consulting Services,,,,,87420200,Human resource consulting services,"$10,288,261",100,100,"$11,431,401"
THE GYMBOREE STORES INC,Gymboree Corp,Private,60-196-6927,Manufacturer,Non-Subsidiary,2005,Headquarters,CALIFORNIA,448130,Children's and Infants' Clothing Stores,,,,,56410000,Children's and infants' wear stores,"$8,457,170",73,34,"$8,457,170"
WATERTOWN PUBLIC SCHOOLS,Watertown Public Schools,Private,07-979-9291,Manufacturer,Non-Subsidiary,2015,Headquarters,MASSACHUSETTS,611110,Elementary and Secondary Schools,,,,,82110300,Public elementary and secondary schools,"$6,468,304",400,29,"$6,468,304"
BAY VIEW ACCEPTANCE CORPORATION,Bay View Acceptance Corp.,Private,04-743-7314,Manufacturer,Non-Subsidiary,0,Single Location,TEXAS,522291,Consumer Lending,,,,,61410102,Consumer finance companies,"$6,256,823",75,30,"$10,300,000"
"IWIRE, INC.",iWire Inc,Private,04-505-0203,Manufacturer,Non-Subsidiary,2012,Single Location,NEW JERSEY,517911,Telecommunications Resellers,,,,,48130000,"Telephone communication, except radio","$6,000,000",5,5,"$6,000,000"
"FIRST ADVANTAGE TAX CONSULTING SERVICES, LLC",First AdVantage Tax Consulting Services LLC,Private,05-498-5106,Manufacturer,Subsidiary,1981,Single Location,INDIANA,541611,Administrative Management and General Management Consulting Services,,,,,87420000,Management consulting services,"$5,930,379",60,60,"$5,930,379"
FORD PITTSBORO INC,Pittsboro Ford,Private,61-151-9708,Manufacturer,Non-Subsidiary,2005,Single Location,NORTH CAROLINA,441110,New Car Dealers,,,,,55119901,"Automobiles, new and used","$5,432,328",22,22,"$5,432,328"
PSA HEALTHCARE,PSA Healthcare,Private,05-251-5502,Manufacturer,Subsidiary,2010,Single Location,FLORIDA,621610,Home Health Care Services,,,,,80820000,Home health care services,"$4,572,563",7,7,"$5,080,626"
STANDARD LIFE & CASUALTY INSURANCE CO INC,Standard Life and Casualty Insurance Co,Private,07-451-8325,Manufacturer,Subsidiary,1938,Single Location,SOUTH CAROLINA,524114,Direct Health and Medical Insurance Carriers,,,,,63210100,Accident and health insurance carriers,"$4,177,248",25,25,$0
TOWERS PERRIN,Towers Perrin,Private,87-927-2003,Manufacturer,Non-Subsidiary,0,Single Location,MARYLAND,541618,Other Management Consulting Services,,,,,87480000,"Business consulting, nec","$3,300,000",50,50,"$3,300,000"
"NEWHOPE CHURCH, INC",Newhope Church,Private,12-334-5469,Manufacturer,Non-Subsidiary,2002,Headquarters,NORTH CAROLINA,813110,Religious Organizations,,,,,86610123,Non-denominational church,"$2,894,209",58,32,"$987,073"
LOOKTOURS.COM LLC,LookTours.com,Private,12-576-6571,Manufacturer,Subsidiary,1999,Single Location,NEVADA,561510,Travel Agencies,,,,,47240000,Travel agencies,"$2,632,896",25,25,"$2,632,896"
"FRESENIUS NATIONAL MEDICAL CARE HOLDINGS, INC",Fresenius Medical Care NA,Private,17-489-6969,Manufacturer,Non-Subsidiary,0,Single Location,MISSOURI,423450,"Medical, Dental, and Hospital Equipment and Supplies Merchant Wholesalers",,,,,50470300,Medical equipment and supplies,"$2,400,000",0,16,$0
SCARBOROUGH & TWEED INC.,Scarborough & Tweed,Private,79-694-5178,Manufacturer,Non-Subsidiary,1992,Single Location,NEW YORK,453220,"Gift, Novelty, and Souvenir Stores",,,,,59470104,Gift shop,"$2,397,157",25,25,"$2,397,157"
"FLEX COMPENSATION, INC.",Flex Compensation Inc,Private,61-268-7822,Manufacturer,Non-Subsidiary,1984,Single Location,MINNESOTA,541612,Human Resources Consulting Services,,,,,87420201,Compensation and benefits planning consultant,"$2,077,259",20,20,"$2,077,259"
CARUS PUBLISHING COMPANY,Carus Publishing Co,Private,61-193-8952,Non Manufacturer,Subsidiary,1990,Headquarters,ILLINOIS,512230,Music Publishers,512230,"""Music Publishers""",2731,"""Book publishing""",27310202,Book music: publishing and printing,"$1,783,687",16,1,"$1,783,687"
