"","org_name","address.x","street_address.x","city.x","state.x","zip_code.x","contact_info","attorney","breach_dates","reported_date","date_of_breach","breach_end","discover_date","info_type","affected_residents","date_formatted","DUNS.No","clean_name","address.y","street_address.y","city.y","state.y","zip_code.y","�..Company.Name","Company.Type","Import.Export","Fax.No","Global.Duns.No","Global.Name","Immediate.Parent.Duns.No","Immediate.Parent.Name","Latitude","Line.of.Business","Longtitude","Manufacturing.Indicator","Marketing.Prescreen.Score","Marketing.Prescreen.Ranking","Minority.Owned.Indicator","Owns.Rents","Phone.No","Subsidiary.Status","Web.Address..URL.","Year.of.Founding","Auditors","Trade.Style","Employer.ID.Number..EIN.","Domestic.Parent.Duns.No","Domestic.Parent.Name","Former.Name","Location.Type","Mailing.Address","Mailing.City","Mailing.Country.Region","Mailing.County","Mailing.State","Mailing.Zipcode","Physical.Address","Physical.City","Physical.Country.Region","Physical.County","Physical.State","Physical.Zipcode","Primary.NAICS.Code","Primary.NAICS.Description","Secondary.NAICS.Code","Secondary.NAICS.Description","Secondary.SIC.Code","Secondary.SIC.Description","Primary.SIC.Code","Primary.SIC.Description","Sales","Employee.All.Sites","Employee.this.Site","Sales..Year.1.","Employees.Total..Year.1.","Facility.Size","DUNS_2","orgtype_financialservices"
"1699","QVC, Inc.",NA,NA,NA,NA,NA,"QVC Studiio Park, West Chester, PA 19380","Craig Hoffman, Esq.,  Baker Hostetler LLC, 312 Walnut Street, Suite 3200, Cincinnati, OH 45202; Ph: 513-929-3491","Discovered 9/3/14","09/16/2014",NA,NA,"9/3/2014","Unknown person gained access to a customer's QVC account over the phone and added a new shipping address to the account then placed an order. The order was cancelled by QVC","1","2014/09","","QVC Inc","1200 Wilson Drive, West Chester, PA 19380","1200 Wilson Drive","West Chester","PA","19380",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1700","QVC, Inc.","1200 Wilson Dr., West Chester, PA 19380","1200 Wilson Dr.","West Chester","PA","19380","None","Craig Hoffman, Baker&Hostetler, LLP, 312 Walnut Street, Suite 3200, Cincinnati, OH 45202-4074; 513-929-3491; cahoffman@bakerlaw.com","11/24/15; 12/1/15; 12/4/15 (Discovered 1/21/16)","02/08/2016","11/24/15; 12/1/15; 12/4/15",NA,"1/21/2016","Name or other personal identifier in combination with financial account number or credit or debit card number, in combination with the security code, access code, password, or PIN for the account.","1","2016/02","","QVC Inc","1200 Wilson Dr., West Chester, PA 19380","1200 Wilson Dr.","West Chester","PA","19380",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1701","QVC, Inc.","1200 Wilson Dr., West Chester, PA 19380","1200 Wilson Dr.","West Chester","PA","19380","None","Craig Hoffman, Baker&Hostetler, LLP, 312 Walnut Street, Suite 3200, Cincinnati, OH 45202-4074; 513-929-3491; cahoffman@bakerlaw.com","11/24/15; 12/1/15; 12/4/15 (Discovered 1/21/16)","02/08/2016","11/24/15; 12/1/15; 12/4/15",NA,"1/21/2016","Name or other personal identifier in combination with financial account number or credit or debit card number, in combination with the security code, access code, password, or PIN for the account.","1","2016/02","","QVC Inc","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1702","QVC, Inc.","1200 Wilson Dr., West Chester, PA 19380","1200 Wilson Dr.","West Chester","PA","19380","None","Craig Hoffman, Baker&Hostetler, LLP, 312 Walnut Street, Suite 3200, Cincinnati, OH 45202-4074; 513-929-3491; cahoffman@bakerlaw.com","11/24/15; 12/1/15; 12/4/15 (Discovered 1/21/16)","02/08/2016","11/24/15; 12/1/15; 12/4/15",NA,"1/21/2016","Name or other personal identifier in combination with financial account number or credit or debit card number, in combination with the security code, access code, password, or PIN for the account.","1","2016/02","","QVC Inc","1200 Wilson Drive, West Chester, PA 19380","1200 Wilson Drive","West Chester","PA","19380",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1703","QVC, Inc.",NA,NA,NA,NA,NA,"Karen Bullock, Manager, Credit Services; Ph: 800-342-1756 x8946","Craig Hoffman, Esq.,  Baker Hostetler LLC, 312 Walnut Street, Suite 3200, Cincinnati, OH 45202; Ph: 513-929-3400","10/22/2013","11/15/2013","10/22/2013",NA,NA,"access to the customer's Online account information & used that account to order something.","1","2013/11","","QVC Inc","1200 Wilson Dr., West Chester, PA 19380","1200 Wilson Dr.","West Chester","PA","19380",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1704","QVC, Inc.",NA,NA,NA,NA,NA,"Karen Bullock, Manager, Credit Services; Ph: 800-342-1756 x8946","Craig Hoffman, Esq.,  Baker Hostetler LLC, 312 Walnut Street, Suite 3200, Cincinnati, OH 45202; Ph: 513-929-3400","10/22/2013","11/15/2013","10/22/2013",NA,NA,"access to the customer's Online account information & used that account to order something.","1","2013/11","","QVC Inc","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1705","QVC, Inc.",NA,NA,NA,NA,NA,"Karen Bullock, Manager, Credit Services; Ph: 800-342-1756 x8946","Craig Hoffman, Esq.,  Baker Hostetler LLC, 312 Walnut Street, Suite 3200, Cincinnati, OH 45202; Ph: 513-929-3400","10/22/2013","11/15/2013","10/22/2013",NA,NA,"access to the customer's Online account information & used that account to order something.","1","2013/11","","QVC Inc","1200 Wilson Drive, West Chester, PA 19380","1200 Wilson Drive","West Chester","PA","19380",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1706","QVC, Inc.","1200 Wilson Drive, West Chester, PA 19380","1200 Wilson Drive","West Chester","PA","19380","None","Craig Hoffman, Partner, Baker Hostetler LLP, 312 Walnut Street, Cinncinnati, OH 45202; 513-929-3491; cahoffman@bakerlaw.com","Unknown (discovered 10/17/16)","11/17/2016",NA,NA,"10/17/2016","a limited number of customers’ email addresses and passwords used to access their QVC accounts","29","2016/11","","QVC Inc","1200 Wilson Dr., West Chester, PA 19380","1200 Wilson Dr.","West Chester","PA","19380",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1707","QVC, Inc.","1200 Wilson Drive, West Chester, PA 19380","1200 Wilson Drive","West Chester","PA","19380","None","Craig Hoffman, Partner, Baker Hostetler LLP, 312 Walnut Street, Cinncinnati, OH 45202; 513-929-3491; cahoffman@bakerlaw.com","Unknown (discovered 10/17/16)","11/17/2016",NA,NA,"10/17/2016","a limited number of customers’ email addresses and passwords used to access their QVC accounts","29","2016/11","","QVC Inc","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1708","QVC, Inc.","1200 Wilson Drive, West Chester, PA 19380","1200 Wilson Drive","West Chester","PA","19380","None","Craig Hoffman, Partner, Baker Hostetler LLP, 312 Walnut Street, Cinncinnati, OH 45202; 513-929-3491; cahoffman@bakerlaw.com","Unknown (discovered 10/17/16)","11/17/2016",NA,NA,"10/17/2016","a limited number of customers’ email addresses and passwords used to access their QVC accounts","29","2016/11","","QVC Inc","1200 Wilson Drive, West Chester, PA 19380","1200 Wilson Drive","West Chester","PA","19380",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1709","QVC, Inc., ",NA,NA,NA,NA,NA,"None","Craig A. Hoffman, BakerHostetler LLP, 312 Walnut Street, Suite 3200, Cincinnati, OH 45202-4074; Ph: 513-929-3400","4/5/2014","04/24/2014","4/5/2014",NA,NA,"Personal information, but only last 4 digits of credit card acct#","1","2014/04","","QVC Inc","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1710","R & A Design d/b/a Unison Home","1911 W. Division Street, Chicago, IL 60622","1911 W. Division Street","Chicago","IL","60622","None","Gregory Leighton, Neal Gerber & Eisenberg LLC, 312-269-8000; gleightonAngelaw.com","5/16/16-8/6/16","01/04/2017","5/16/2016","8/6/2016",NA,"Name or other personal identifier in combination with financial account number or credit or debit card number, in combination with the security code, access code, password or PIN for the account","4","2017/01","","R&A Design LLC","1911 W. Division Street, Chicago, IL 60622","1911 W. Division Street","Chicago","IL","60622",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1711","R.T. Jones Capital Equities Management, Inc.",NA,NA,NA,NA,NA,"None","James E. Prendergast, Esq., Nelson Levine de Luca & Hamilton, LLC, 518 Township Line Road, Suite 300, Blue Bell, PA 19422; Ph: 215-358-5087 -Prendergast now with Lewis Brisbois, Bisgaard, & Smith, LLP, james.prendergast@lewisbrisbois.com","7/22/2013","09/30/2013","7/22/2013",NA,NA,"names, birthdates and SSNs","32","2013/09","","RT Jones Capital Equities Management Inc","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1712","Rail Europe North America, Inc.","333 Westchester Ave., 2nd Floor, West Building, Suite W2200, White Plains, NY 10604","333 Westchester Ave., 2nd Floor, West Building, Suite W2200","White Plains","NY","10604","None","Julia Jacobson, K&L Gates LLP; 617-261-3162; julia.jacobson@klgates.com","11/29/17 to 2/16/18","04/27/2018","11/29/2017","2/16/2018",NA,"Name or other personal identifier in combination with Financial account number or credit or debit card number, in combination with the security code, access code, password, or PIN for the account","70","2018/04","05-435-4936","Rail Europe North America Inc","333 Westchester Ave., 2nd Floor, West Building, Suite W2200, White Plains, NY 10604","333 Westchester Ave., 2nd Floor, West Building, Suite W2200","White Plains","NY","10604","RAIL EUROPE NORTH AMERICA INC.","Private","",NA,"49-272-1782","RAIL EUROPE","49-272-1782","RAIL EUROPE",41.030146,"TRAVEL AGENCIES, NSK",-73.745112,"Manufacturer","Low","4 - Less likely to pay","No","","(914) 682-2999","Subsidiary","WWW.RAILEUROPE.COM",1990,"","",133598353,"05-435-4936","RAIL EUROPE",NA,"Headquarters","","","","","",NA,"333 WESTCHESTER AVE","WHITE PLAINS","USA","WESTCHESTER","NEW YORK",106042910,561510,"Travel Agencies","","","","",47249901,"Tourist agency arranging transport, lodging and car rental","$27,999,988","300","200","$28,613,045","300","0","56","FALSE"
"1713","Rail Europe SAS","Les Collines de l'Arche, Immeuble Concorde B, 76 route de la Demi-Lune, Puteaux, France 92800","Les Collines de l'Arche, Immeuble Concorde B, 76 route de la Demi-Lune","Puteaux","France",NA,"None","Julia Jacobson, K&L Gates LLP; 617-261-3162; julia.jacobson@klgates.com","6/15/17-2/16/18","05/30/2018","6/15/2017","2/16/2018",NA,"Name or other personal identifier in combination with financial account number or credit or debit card number, in combination with the security code, access code, password, or PIN for the account.","11","2018/05","49-272-1782","Rail Europe SAS","Les Collines de l'Arche, Immeuble Concorde B, 76 route de la Demi-Lune, Puteaux, France 92800","Les Collines de l'Arche, Immeuble Concorde B, 76 route de la Demi-Lune","Puteaux","France","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1714","Rain Bird Corporation","970 West Sierra Madre Ave., Azusa, CA 91702","970 West Sierra Madre Ave.","Azusa","CA","91702","None","Erin Locker, Norton Rose Fulbright US LLP; 303-801-2738; erin.locker@nortonrosefulbright.com","8/25/17-9/15/17","11/01/2017","8/25/2017","9/15/2017",NA,"Name or other personal identifier in combination with financial account number or credit or debit card number, in combination with the security code, access code, password, or PIN for the account","5","2017/11","00-848-9197","Rain Bird Corp","970 West Sierra Madre Ave., Azusa, CA 91702","970 West Sierra Madre Ave.","Azusa","CA","91702","RAIN BIRD CORPORATION","Private","Both",NA,"00-848-9197","RAIN BIRD CORPORATION","00-848-9197","RAIN BIRD CORPORATION",34.142469,"VALVES AND PIPE FITTINGS, NEC",-117.921233,"Non Manufacturer","Low","4 - Less likely to pay","No","Rent","(626) 812-3400","Non-Subsidiary","WWW.RAINBIRD.COM",1933,"","RAIN BIRD",951498991,"00-848-9197","RAIN BIRD CORPORATION",NA,"Headquarters","","","","","",NA,"970 W SIERRA MADRE AVE","AZUSA","USA","LOS ANGELES","CALIFORNIA",917021873,332919,"Other Metal Valve and Pipe Fitting Manufacturing","332913, 332919, 333111","""Plumbing Fixture Fitting and Trim Manufacturing "", ""Other Metal Valve and Pipe Fitting Manufacturing "", ""Farm Machinery and Equipment Manufacturing ""","3432, 3494, 3523","""Plumbing fixture fittings and trim"", ""Valves and pipe fittings, nec"", ""Farm machinery and equipment""",34949902,"Sprinkler systems, field","$94,498,538","850","125","$85,907,762","250","0","33","FALSE"
"1715","Rainbow Resource Center",NA,NA,NA,NA,NA,"Gary Wachtel, Discover, 224-405-2286","N/A","18-Aug","09/17/2018","8/1/2018",NA,NA,"Discover Card account information","22","2018/09","78-797-0458","Rainbow Resource Center","","","","","","RAINBOW RESOURCE CENTER, INC.","Private","Both",NA,"78-797-0458","RAINBOW RESOURCE CENTER, INC.","78-797-0458","RAINBOW RESOURCE CENTER, INC.",41.0193,"MISCELLANEOUS RETAIL STORES, NEC, NSK",-89.9127,"Manufacturer","Low","1 - Most likely to pay","No","Owns","(309) 695-3200","Non-Subsidiary","WWW.RAINBOWRESOURCE.COM",1989,"","",NA,"78-797-0458","RAINBOW RESOURCE CENTER, INC.",NA,"Headquarters","","","","","",NA,"655 TOWNSHIP ROAD 500 E","TOULON","USA","STARK","ILLINOIS",614838945,453998,"All Other Miscellaneous Store Retailers (except Tobacco Stores)","","","","",59991700,"Educational aids and electronic training materials","$7,587,911","35","35","$7,587,911","35","0","45","FALSE"
"1716","Rainbow Resource Center",NA,NA,NA,NA,NA,"Gary Wachtel, Discover, 224-405-2286","N/A","18-Aug","09/17/2018","8/1/2018",NA,NA,"Discover Card account information","22","2018/09","78-797-0458","Rainbow Resource Center","","","","","","RAINBOW RESOURCE CENTER, INC.","Private","Both",NA,"78-797-0458","RAINBOW RESOURCE CENTER, INC.","78-797-0458","RAINBOW RESOURCE CENTER, INC.",41.0193,"MISCELLANEOUS RETAIL STORES, NEC, NSK",-89.9127,"Manufacturer","Low","1 - Most likely to pay","No","Owns","(309) 695-3200","Non-Subsidiary","WWW.RAINBOWRESOURCE.COM",1989,"","",NA,"78-797-0458","RAINBOW RESOURCE CENTER, INC.",NA,"Headquarters","","","","","",NA,"655 TOWNSHIP ROAD 500 E","TOULON","USA","STARK","ILLINOIS",614838945,453998,"All Other Miscellaneous Store Retailers (except Tobacco Stores)","","","","",59991700,"Educational aids and electronic training materials","$7,587,911","35","35","$7,587,911","35","0","45","FALSE"
"1717","Rainbow Resource Center",NA,NA,NA,NA,NA,"Gary Wachtel, Director & Senior Counsel, 224-405-2286","N/A","18-Apr","05/16/2018","4/1/2018",NA,NA,"Discover card account information may have been compromised.","10","2018/05","78-797-0458","Rainbow Resource Center","","","","","","RAINBOW RESOURCE CENTER, INC.","Private","Both",NA,"78-797-0458","RAINBOW RESOURCE CENTER, INC.","78-797-0458","RAINBOW RESOURCE CENTER, INC.",41.0193,"MISCELLANEOUS RETAIL STORES, NEC, NSK",-89.9127,"Manufacturer","Low","1 - Most likely to pay","No","Owns","(309) 695-3200","Non-Subsidiary","WWW.RAINBOWRESOURCE.COM",1989,"","",NA,"78-797-0458","RAINBOW RESOURCE CENTER, INC.",NA,"Headquarters","","","","","",NA,"655 TOWNSHIP ROAD 500 E","TOULON","USA","STARK","ILLINOIS",614838945,453998,"All Other Miscellaneous Store Retailers (except Tobacco Stores)","","","","",59991700,"Educational aids and electronic training materials","$7,587,911","35","35","$7,587,911","35","0","45","FALSE"
"1718","Rainbow Resource Center",NA,NA,NA,NA,NA,"Gary Wachtel, Director & Senior Counsel, 224-405-2286","N/A","18-Apr","05/16/2018","4/1/2018",NA,NA,"Discover card account information may have been compromised.","10","2018/05","78-797-0458","Rainbow Resource Center","","","","","","RAINBOW RESOURCE CENTER, INC.","Private","Both",NA,"78-797-0458","RAINBOW RESOURCE CENTER, INC.","78-797-0458","RAINBOW RESOURCE CENTER, INC.",41.0193,"MISCELLANEOUS RETAIL STORES, NEC, NSK",-89.9127,"Manufacturer","Low","1 - Most likely to pay","No","Owns","(309) 695-3200","Non-Subsidiary","WWW.RAINBOWRESOURCE.COM",1989,"","",NA,"78-797-0458","RAINBOW RESOURCE CENTER, INC.",NA,"Headquarters","","","","","",NA,"655 TOWNSHIP ROAD 500 E","TOULON","USA","STARK","ILLINOIS",614838945,453998,"All Other Miscellaneous Store Retailers (except Tobacco Stores)","","","","",59991700,"Educational aids and electronic training materials","$7,587,911","35","35","$7,587,911","35","0","45","FALSE"
"1719","Ramy Brook LLC","231 W. 39th Street, Suite 720, NY, NY 10018","231 W. 39th Street, Suite 720","New York","NY","10018","Jeff Preolo, Controller, 212-744-2789; Jeff.Preolo@RamyBrook.com","N/A","3/8/2018 (Discovered 4/18/18)","05/02/2018","3/8/2018",NA,"4/18/2018","Name, birthdate, phone number email address, physical/billing address, gender and credit card information ","1","2018/05","03-089-3153","Ramy Brook LLC","231 W. 39th Street, Suite 720, NY, NY 10018","231 W. 39th Street, Suite 720","New York","NY","10018","RAMY BROOK, LLC","Private","Importer",NA,"","","","",40.754743,"WOMENS AND MISSES BLOUSES AND SHIRTS, NSK",-73.989685,"Non Manufacturer","Low","5 - Least Likely to pay","No","Rent","(212) 744-2789","Non-Subsidiary","WWW.RAMYBROOK.COM",2010,"","",NA,"","",NA,"Single Location","","","","","",NA,"231 W 39TH ST RM 720","NEW YORK","USA","NEW YORK","NEW YORK",100181089,315240,"Women’s, Girls’, and Infants’ Cut and Sew Apparel Manufacturing","","","","",23310000,"Women's and misses' blouses and shirts","$5,928,962","30","30","$4,899,968","30","5,000","31","FALSE"
"1720","Rand McNally",NA,NA,NA,NA,NA,"None","Gary Wachtel, Director & Sr. Counsel, Discover, 224-405-2286","5/1/2017","06/22/2017","5/1/2017",NA,NA,"Discover Card payment information","2","2017/06","","Rand McNally","9855 Woods Drive, Stokie, IL 60077 (email)","9855 Woods Drive","Stokie","IL","60077",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1721","Rand McNally",NA,NA,NA,NA,NA,"None","Gary Wachtel, Director & Sr. Counsel, Discover, 224-405-2286","5/1/2017","06/22/2017","5/1/2017",NA,NA,"Discover Card payment information","2","2017/06","","Rand McNally","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1722","Rand McNally","9855 Woods Drive, Stokie, IL 60077 (email)","9855 Woods Drive","Stokie","IL","60077","None","Jason Bernstein, Barnes & Thornburg LLP; 404-264-4040; jason.bernstein@btlaw.com","9/2016 (discovered 2/28/17)","03/20/2017","9/1/2016",NA,"2/28/2017","Name or personal identifier in combination with financial account number or credit or debit card number, in combination with the security code, access code, password, or PIN for the account.","5","2017/03","","Rand McNally","9855 Woods Drive, Stokie, IL 60077 (email)","9855 Woods Drive","Stokie","IL","60077",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1723","Rand McNally","9855 Woods Drive, Stokie, IL 60077 (email)","9855 Woods Drive","Stokie","IL","60077","None","Jason Bernstein, Barnes & Thornburg LLP; 404-264-4040; jason.bernstein@btlaw.com","9/2016 (discovered 2/28/17)","03/20/2017","9/1/2016",NA,"2/28/2017","Name or personal identifier in combination with financial account number or credit or debit card number, in combination with the security code, access code, password, or PIN for the account.","5","2017/03","","Rand McNally","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1724","Randolph Savings Bank","10 Cabot PL, Stoughton, MA 02072","10 Cabot PL","Stoughton","MA","2072","None","Brenda Sharton, Goodwin Procter LLP, 617-570-1214; bsharton@goodwinlaw.com","10/1/2017(discovered 10/19/17)","11/21/2017","10/1/2017",NA,"10/19/2017","Not specified (just says it was a phishing scam.)","3","2017/11","01-976-1139","Randolph Savings Bank","10 Cabot PL, Stoughton, MA 02072","10 Cabot PL","Stoughton","MA","02072","RANDOLPH SAVINGS BANK","Private","",NA,"13-162-8443","RANDOLPH BANCORP, INC.","13-162-8443","RANDOLPH BANCORP, INC.",42.153315,"SAVINGS INSTITUTIONS, EXCEPT FEDERAL, NSK",-71.075384,"Manufacturer","Low","1 - Most likely to pay","No","Owns","(781) 963-2100","Subsidiary","WWW.ENVISIONBANK.COM",1851,"","",41757970,"13-162-8443","RANDOLPH BANCORP, INC.",NA,"Headquarters","P.O. BOX 354","RANDOLPH","USA","NORFOLK","MASSACHUSETTS",23680354,"10 CABOT PL","STOUGHTON","USA","NORFOLK","MASSACHUSETTS",20724600,522120,"Savings Institutions","","","","",60369902,"State savings banks, not federally chartered","$16,510,000","84","25","$16,510,000","84","10,000","52","TRUE"
"1725","Ransomed Heart Ministries","4965 N. 30th St., Colorado Springs, CO 80919","4965 N. 30th St.","Colorado Springs","CO","80919","None","Lucie Huger, Esq., Greensfelder, Hemker & Gale, P.C., 314-345-4725; lfh@greensfelder.com","4/28/15-6/8/15 (Discovered 6/15/15)","07/17/2015","4/28/2015","6/8/2015","6/15/2015","Name or other personal identifier in combination with Financial account number or credit or debit card number, in combination with security code, access code, password, or PIN for the account.","6","2015/07","","Ransomed Heart Ministries","4965 N. 30th St., Colorado Springs, CO 80919","4965 N. 30th St.","Colorado Springs","CO","80919",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1726","RB Portalnd LLC",NA,NA,NA,NA,NA,"Alan ZaccarioVP Info Technology, c/o New Castle Hotels, 2 Corporte Drive, Suite 154, Shelton, CT 06484; 203-447-7000; azaccario@newcastlehotels.com","N/A","6/2/14 (7/12/14)","09/29/2014","6/2/2014",NA,NA,"External system breach (e.g. hacking).  Name or other personal identifier in combination withFinancial acount number or credit or debit card no. in combination with the security code, access code, password, or PIN for the account","?","2014/09","","RB Portland LLC","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
