Company Name,Company Type,D-U-N-S@ Number,Import/Export,Fax No,Global Duns No,Global Name,Immediate Parent Duns No,Immediate Parent Name,Latitude,Line of Business,Longtitude,Manufacturing Indicator,Marketing Prescreen Score,Marketing Prescreen Ranking,Minority Owned Indicator,Owns/Rents,Phone No,Subsidiary Status,Web Address (URL),Year of Founding,Auditors,Trade Style,Employer ID Number (EIN),Domestic Parent Duns No,Domestic Parent Name,Former Name,Location Type,Mailing Address,Mailing City,Mailing Country/Region,Mailing County,Mailing State,Mailing Zipcode,Physical Address,Physical City,Physical Country/Region,Physical County,Physical State,Physical Zipcode,Primary NAICS Code,Primary NAICS Description,Secondary NAICS Code,Secondary NAICS Description,Secondary SIC Code,Secondary SIC Description,Primary SIC Code,Primary SIC Description,Sales,Employee All Sites,Employee this Site,Sales (Year 1),Employees Total (Year 1),Facility Size
GOLDLEAF PARTNERS,Private,06-983-9567,,,,,,,44.858072,"BUSINESS CONSULTING, NEC, NSK",-93.222929,Manufacturer,N/A,N/A,No,,(612) 339-0498,Non-Subsidiary,WWW.GOLDLEAFPARTNERS.COM,,,,,,,,Single Location,,,,,,,8009 34TH AVE S STE 320,BLOOMINGTON,USA,HENNEPIN,MINNESOTA,554258700,541618,Other Management Consulting Services,,,,,87480000,"Business consulting, nec","$208,101",2,2,"$208,101",2,0
SUNSHINE LADY HUMANITARIAN GRANTS PROGRAM INC.,Private,08-067-5348,,,,,,,42.348988,"TRUSTS: EDUCATIONAL, RELIGIOUS, ETC., NSK",-71.084643,Manufacturer,N/A,N/A,No,,(916) 429-5449,Non-Subsidiary,,2016,,,813868962,,,,Single Location,,,,,,,292 NEWBURY ST,BOSTON,USA,SUFFOLK,MASSACHUSETTS,021152801,813211,Grantmaking Foundations,,,,,67320000,"Trusts: educational, religious, etc.","$205,898",7,7,"$205,898",7,0
39DOLLARGLASSES.COM,Private,03-940-9741,,,,,,,40.819788,OPTICAL GOODS STORES,-73.020018,Manufacturer,N/A,N/A,No,,(631) 687-2020,Non-Subsidiary,,0,,,,,,,Single Location,,,,,,,1715 N OCEAN AVE STE B,MEDFORD,USA,SUFFOLK,NEW YORK,117632602,446130,Optical Goods Stores,,,,,59950000,Optical goods stores,"$200,000",3,3,"$200,000",3,0
BTCE INC,Private,95-734-5101,,,,,,,39.875909,"MISCELLANEOUS RETAIL STORES, NEC, NSK",-86.0838,Manufacturer,Low,2 - Likely to pay,No,Rent,(317) 257-9463,Non-Subsidiary,WWW.GREATFERMENTATIONS.COM,1995,,GREAT FERMENTATIONS OF INDIANA,,,,,Single Location,,,,,,,5127 E 65TH ST,INDIANAPOLIS,USA,MARION,INDIANA,462204816,453998,All Other Miscellaneous Store Retailers (except Tobacco Stores),,,,,59999901,Alcoholic beverage making equipment and supplies,"$200,000",15,15,"$200,000",15,0
TITLE NINE LLC,Private,96-075-3486,,,,,,,32.846248,TITLE INSURANCE,-117.272993,Manufacturer,N/A,N/A,No,,(858) 454-4666,Non-Subsidiary,,2008,,,,,,,Single Location,,,,,,,7855 HERSCHEL AVE STE 100,LA JOLLA,USA,SAN DIEGO,CALIFORNIA,920374428,524127,Direct Title Insurance Carriers,,,,,63610000,Title insurance,"$200,000",3,3,"$200,000",3,0
"SCRAPBOOK.COM, LLC",Private,09-240-8363,,,,,,,33.378858,"HOBBY, TOY, AND GAME SHOPS, NSK",-111.799687,Manufacturer,Low,1 - Most likely to pay,No,Rent,(480) 832-5348,Non-Subsidiary,WWW.SCRAPBOOK.COM,2000,,,860992111,,,,Single Location,,,,,,,1495 E BASELINE RD # 102,GILBERT,USA,MARICOPA,ARIZONA,852331247,451120,"Hobby, Toy, and Game Stores",,,,,59450101,Arts and crafts supplies,"$199,592",2,2,"$211,098",2,0
COFFEE CAPSULES INC.,Private,04-337-0380,Importer,,,,,,25.726286,"MISCELLANEOUS FOOD STORES, NSK",-80.24032,Manufacturer,Low,1 - Most likely to pay,No,Rent,(754) 777-9559,Non-Subsidiary,WWW.GOURMESSO.COM,2013,,GOURMESSO,,,,,Single Location,,,,,,,2980 MCFARLANE RD,MIAMI,USA,MIAMI-DADE,FLORIDA,331336030,445299,All Other Specialty Food Stores,,,,,54990201,Coffee,"$188,092",4,4,"$170,993",4,150
"CITY WINERY BOSTON, LLC",Private,04-130-2120,,,,,,,42.3628,"DRINKING PLACES, NSK",-71.0604,Non Manufacturer,High,5 - Least Likely to pay,No,,(617) 933-8047,Non-Subsidiary,WWW.THEBOXERBOSTON.COM,2017,,,,,,,Single Location,,,,,,,100 NEW CHARDON ST,BOSTON,USA,SUFFOLK,MASSACHUSETTS,021144716,722410,Drinking Places (Alcoholic Beverages),,,,,58130106,Wine bar,"$177,605",5,5,"$161,459",4,0
THE BEAUTY PLACE INC,Private,07-973-3303,,,,,,,25.783248,"MISCELLANEOUS RETAIL STORES, NEC, NSK",-80.299473,Manufacturer,Low,2 - Likely to pay,No,,(877) 990-1112,Non-Subsidiary,WWW.THEBEAUTYPLACE.COM,2015,,,364718879,,,,Single Location,,,,,,,6303 BLUE LAGOON DR # 400,MIAMI,USA,MIAMI-DADE,FLORIDA,331266002,446120,"Cosmetics, Beauty Supplies, and Perfume Stores",,,,,59991301,Cosmetics,"$173,765",3,3,"$173,765",3,0
"BUFFALO JACKSON TRADING CO, L.L.C.",Private,06-352-3156,Importer,,,,,,35.117363,"NONDURABLE GOODS, NEC, NSK",-80.720573,Manufacturer,N/A,N/A,No,,(800) 644-0340,Non-Subsidiary,WWW.BUFFALOJACKSON.COM,2014,,,,,,,Single Location,,,,,,,110 MATTHEWS STATION ST,MATTHEWS,USA,MECKLENBURG,NORTH CAROLINA,281056714,424990,Other Miscellaneous Nondurable Goods Merchant Wholesalers,,,,,51999914,"General merchandise, non-durable","$173,672",8,8,"$173,672",8,0
NEW PENN FINANCIAL LLC,Private,05-527-7893,,,,,,,40.132913,INVESTMENT ADVICE,-75.270726,Manufacturer,N/A,N/A,No,,,Non-Subsidiary,,2013,,,,,,,Single Location,,,,,,,350 SENTRY PKWY,BLUE BELL,USA,MONTGOMERY,PENNSYLVANIA,194222314,523930,Investment Advice,,,,,62820000,Investment advice,"$169,540",2,2,"$169,540",2,0
TIO NETWORKS USA INC.,Private,96-391-8441,,,,,,,47.605471,DATA PROCESSING AND PREPARATION,-122.334005,Manufacturer,N/A,N/A,No,,(604) 298-4636,Non-Subsidiary,WWW.TIONETWORKS.COM,2002,,,,,,,Single Location,,,,,,,999 3RD AVE STE 3210,SEATTLE,USA,KING,WASHINGTON,981044049,518210,"Data Processing, Hosting, and Related Services",,,,,73740000,Data processing and preparation,"$160,000",2,2,"$160,000",2,0
INNOAS INC,Private,05-710-6636,,,,,,,40.844784,"BUSINESS CONSULTING, NEC, NSK",-74.004526,Manufacturer,High,4 - Less likely to pay,No,,(201) 905-3521,Non-Subsidiary,WWW.INNOAS.COM,2012,,,,,,,Single Location,,,,,,,21 GRAND AVE STE 111,PALISADES PARK,USA,BERGEN,NEW JERSEY,076501076,541690,Other Scientific and Technical Consulting Services,,,,,87480402,"Systems engineering consultant, ex. computer or professional","$151,829",4,4,"$151,829",4,0
"APPIAN WAY ENERGY PARTNERS WEST, LLC",Private,09-032-4429,,,,,,,42.370727,"INVESTORS, NEC",-71.115032,Manufacturer,Low,2 - Likely to pay,No,,(857) 285-6565,Non-Subsidiary,WWW.APPIANWAYENERGY.COM,2015,,,,,,,Single Location,,,,,,,25 MOUNT AUBURN ST,CAMBRIDGE,USA,MIDDLESEX,MASSACHUSETTS,021386028,523130,Commodity Contracts Dealing,,,,,67990102,Commodity contract trading companies,"$148,570",2,2,"$148,570",2,0
"PENDLETON SQUARE TRUST COMPANY, LLC",Private,08-600-4922,,,,,,,36.149126,"TRUSTS, NEC",-86.792104,Manufacturer,Low,2 - Likely to pay,No,,(615) 515-1200,Non-Subsidiary,WWW.PENDLETONSQUARETRUST.COM,2015,,,,,,,Single Location,,,,,,,35 MUSIC SQ E STE 320,NASHVILLE,USA,DAVIDSON,TENNESSEE,372034517,523991,"Trust, Fiduciary, and Custody Activities",,,,,67330000,"Trusts, nec","$146,771",6,6,"$133,428",5,0
"FAIRCHILD MADDOX & LEONIDAS, LTD.",Private,61-341-8404,,,,,,,44.881921,"ACCOUNTING, AUDITING, AND BOOKKEEPING",-93.287423,Manufacturer,Low,2 - Likely to pay,No,,(612) 767-6760,Non-Subsidiary,WWW.FML-CPA.COM,2005,,,,,,,Single Location,,,,,,,6640 LYNDALE AVE S # 140,MINNEAPOLIS,USA,HENNEPIN,MINNESOTA,554232385,541211,Offices of Certified Public Accountants,,,,,87210101,Certified public accountant,"$144,055",2,2,"$144,055",2,0
"COMBAT BRANDS, LLC",Private,07-851-8162,Both,,,,,,38.933074,CATALOG AND MAIL-ORDER HOUSES,-94.770184,Non Manufacturer,Low,5 - Least Likely to pay,No,,(913) 689-2300,Non-Subsidiary,WWW.COMBATSPORTS.COM,2012,,RINGSIDE,815318505,,,,Single Location,,,,,,,15850 W 108TH ST,LENEXA,USA,JOHNSON,KANSAS,662191340,454110,Electronic Shopping and Mail-Order Houses,,,,,59619910,"Fitness and sporting goods, mail order","$140,989",38,38,"$140,989",38,0
MALLEYS CHOCOLATES,Private,02-604-7599,,,,,,,27.08174,"GROCERIES AND RELATED PRODUCTS, NEC, NSK",-82.367212,Manufacturer,N/A,N/A,No,,,Non-Subsidiary,,2010,,,,,,,Single Location,,,,,,,529 CHEVAL DR,VENICE,USA,SARASOTA,FLORIDA,342924607,424490,Other Grocery and Related Products Merchant Wholesalers,,,,,51499902,Chocolate,"$130,000",2,2,"$140,000",2,0
ALLA UNO VOLTA LLC,Private,12-801-5448,Importer,,,,,,41.321842,"GIFT, NOVELTY, AND SOUVENIR SHOP, NSK",-72.771087,Manufacturer,Low,1 - Most likely to pay,No,,(203) 871-1000,Non-Subsidiary,WWW.UNOALLAVOLTA.COM,2003,,,,,,,Single Location,,,,,,,242 BRANFORD RD STE 1,NORTH BRANFORD,USA,NEW HAVEN,CONNECTICUT,064711340,453220,"Gift, Novelty, and Souvenir Stores",,,,,59470104,Gift shop,"$126,801",2,2,"$126,801",2,0
FRONTIER NATURAL PRODUCTS CO-OP,Private,01-591-4496,,,,,,,40.016299,"CEMETERY SUBDIVIDERS AND DEVELOPERS, NSK",-105.287284,Manufacturer,N/A,N/A,No,,,Non-Subsidiary,WWW.FRONTIERCOOP.COM,2008,,,,,,,Single Location,,,,,,,608 PEARL ST,BOULDER,USA,BOULDER,COLORADO,803025176,812220,Cemeteries and Crematories,,,,,65539905,"Real property subdividers and developers, cemetery lots only","$117,842",3,3,"$117,842",3,0
LJCOOPER CAPITAL MANAGEMENT LIMITED LIABILITY COMPANY,Private,08-038-5296,,,,,,,40.311189,"INVESTORS, NEC",-111.683025,Manufacturer,Low,1 - Most likely to pay,No,,(801) 221-2939,Non-Subsidiary,WWW.LJCOOPER.COM,2016,,,,,,,Single Location,,,,,,,742 N 530 E,OREM,USA,UTAH,UTAH,840974104,523910,Miscellaneous Intermediation,,,,,67990000,"Investors, nec","$117,312",3,3,"$117,312",3,0
WEI MORTGAGE,Private,06-597-3897,,,,,,,39.964408,"MORTGAGE BANKERS AND CORRESPONDENTS, NSK",-74.917207,Manufacturer,Medium,4 - Less likely to pay,No,,(215) 360-3807,Non-Subsidiary,WWW.WEICORP.COM,2016,,,,,,,Single Location,,,,,,,4000 MIDLANTIC DR STE 102,MOUNT LAUREL,USA,BURLINGTON,NEW JERSEY,080541580,522390,Other Activities Related to Credit Intermediation,,,,,61620000,Mortgage bankers and loan correspondents,"$117,306",2,2,"$117,306",2,0
SHOPPOPDISPLAYS,Private,08-126-6214,,,,,,,40.887423,"GROCERY STORES, NSK",-74.205561,Manufacturer,Low,4 - Less likely to pay,No,,(888) 325-1697,Non-Subsidiary,WWW.SHOPPOPDISPLAYS.COM,2018,,,,,,,Single Location,,,,,,,222 BROWERTOWN RD,WOODLAND PARK,USA,PASSAIC,NEW JERSEY,074242680,445120,Convenience Stores,,,,,54110202,"Convenience stores, independent","$94,069",3,3,"$94,069",3,0
SEIU LOCAL 32BJ AFL CIO CLC,Private,07-712-7767,,,,,,,42.354732,"LABOR ORGANIZATIONS, NSK",-71.062539,Manufacturer,High,5 - Least Likely to pay,No,,(401) 225-1498,Non-Subsidiary,WWW.SEIU32BJ.ORG,2015,,,,,,,Single Location,,,,,,,26 WEST ST,BOSTON,USA,SUFFOLK,MASSACHUSETTS,021111207,813930,Labor Unions and Similar Labor Organizations,,,,,86319901,Collective bargaining unit,"$93,921",3,3,"$93,921",3,0
"PREFERRED HOTELS & RESORTS WORLDWIDE, INC.",Private,79-093-9610,,,02-931-5850,"PREFERRED HOTEL GROUP, INC.",02-931-5850,"PREFERRED HOTEL GROUP, INC.",41.877724,"HOTELS AND MOTELS, NSK",-87.636713,Manufacturer,Low,3 - Neutral,No,Rent,(312) 913-0400,Subsidiary,WWW.PREFERREDHOTELS.COM,1998,,,,02-931-5850,"PREFERRED HOTEL GROUP, INC.",,Single Location,,,,,,,311 S WACKER DR STE 1900,CHICAGO,USA,COOK,ILLINOIS,606066676,721110,Hotels (except Casino Hotels) and Motels,721110,"""Hotels (except Casino Hotels) and Motels """,7011,"""Hotels and motels""",70110300,Hotels,"$91,000",2,2,"$91,000",2,0
SHANNON RESTAURANT LLC,Private,10-027-3953,,,,,,,27.947453,EATING PLACES,-82.496319,Manufacturer,N/A,N/A,No,,(813) 494-6516,Non-Subsidiary,,2018,,,,,,,Single Location,,,,,,,307 N BRADFORD AVE,TAMPA,USA,HILLSBOROUGH,FLORIDA,336091503,722511,Full-Service Restaurants,,,,,58120000,Eating places,"$87,243",7,7,"$87,243",7,0
NATIONAL STORES INC,Private,02-720-5932,,,,,,,41.285554,DEPARTMENT STORES,-72.976974,Manufacturer,N/A,N/A,No,,,Non-Subsidiary,,2014,,FALLAS STORE,,,,,Single Location,,,,,,,901 BOSTON POST RD,WEST HAVEN,USA,NEW HAVEN,CONNECTICUT,065161844,452210,Department Stores,,,,,53110000,Department stores,"$86,736",28,28,"$86,736",28,0
ONLINE TRAFFIC SCHOOLS INC,Private,13-964-4939,,,,,,,28.457927,"SCHOOLS AND EDUCATIONAL SERVICES, NEC",-81.581047,Manufacturer,Medium,2 - Likely to pay,No,,(407) 396-8203,Non-Subsidiary,,2003,,,200141531,,,,Single Location,,,,,,,13317 RIGGS WAY,WINDERMERE,USA,ORANGE,FLORIDA,347866361,611692,Automobile Driving Schools,,,,,82990400,Vehicle driving school,"$85,881",3,3,"$85,881",3,0
GARVEY SCHUBERT BARER,Private,10-858-0415,,,,,,,47.606701,"LEGAL SERVICES, NSK",-122.335105,Manufacturer,High,3 - Neutral,No,,(206) 464-3939,Non-Subsidiary,WWW.GSBLAW.COM,2017,,,,,,,Single Location,,,,,,,1111 3RD AVE STE 3000,SEATTLE,USA,KING,WASHINGTON,981012939,541110,Offices of Lawyers,,,,,81119902,General practice law office,"$83,862",2,2,"$83,862",2,0
"LITTLE RIVER HEALTHCARE - CENTRAL TEXAS, LLC",Private,08-034-1653,,,,,,,31.074832,"GENERAL MEDICAL AND SURGICAL HOSPS,NSK",-97.375715,Manufacturer,Medium,N/A,No,,(254) 771-0200,Non-Subsidiary,,2016,,,,,,,Single Location,,,,,,,1909 SW H K DODGEN LOOP,TEMPLE,USA,BELL,TEXAS,765021814,622110,General Medical and Surgical Hospitals,,,,,80620000,General medical and surgical hospitals,"$82,281",8,8,"$82,281",8,0
THE BOARD OF CONTROL OF SAGINAW VALLEY STATE UNIVERSITY,Private,08-093-0946,,,,,,,43.5609,"COLLEGES AND UNIVERSITIES, NSK",-83.9896,Manufacturer,Low,4 - Less likely to pay,No,,(989) 964-4000,Non-Subsidiary,WWW.SVSU.EDU,2017,,,,,,,Single Location,,,,,,,7400 BAY RD UNIV CTR,UNIVERSITY CENTER,USA,BAY,MICHIGAN,487100001,611310,"Colleges, Universities, and Professional Schools",,,,,82210102,University,"$81,464",7,7,"$81,464",7,0
ROSEWOOD HOTEL GROUP,Private,08-039-7779,,,,,,,32.802,"HOTELS AND MOTELS, NSK",-96.802362,Manufacturer,Low,1 - Most likely to pay,No,,(214) 880-4236,Non-Subsidiary,WWW.ROSEWOODHOTELGROUP.COM,2016,,,,,,,Single Location,,,,,,,2909 COLE AVE STE 305,DALLAS,USA,DALLAS,TEXAS,752041302,721110,Hotels (except Casino Hotels) and Motels,,,,,70110300,Hotels,"$76,838",7,7,"$69,853",8,0
"DORIAN BUSINESS SYSTEMS, LLC",Private,11-720-3536,,,,,,,32.949987,MUSICAL INSTRUMENT STORES,-96.817784,Manufacturer,Medium,3 - Neutral,No,,(470) 737-2267,Non-Subsidiary,,2019,,,,,,,Single Location,,,,,,,14850 MONTFORT DR STE 160,DALLAS,USA,DALLAS,TEXAS,752546704,451140,Musical Instrument and Supplies Stores,,,,,57360000,Musical instrument stores,"$66,530",1,1,"$66,530",1,0
"CBS CONSOLIDATED, INC.",Private,06-204-2673,,,,,,,40.812305,"MANAGEMENT SERVICES, NSK",-96.702559,Manufacturer,N/A,N/A,No,,,Non-Subsidiary,,2018,,CORNERSTONE BUS MGT SOLUTIONS,,,,,Single Location,,,,,,,206 S 13TH ST STE 603,LINCOLN,USA,LANCASTER,NEBRASKA,685082034,561110,Office Administrative Services,,,,,87410100,Business management,"$63,855",2,2,"$58,050",2,0
"CONCEPT TITLE SERVICES, INC.",Private,01-653-3367,,,,,,,25.748698,"BUSINESS SERVICES, NEC, NSK",-80.254486,Manufacturer,N/A,N/A,No,,(305) 476-8199,Non-Subsidiary,,2010,,,,,,,Single Location,,,,,,,2263 SW 37TH AVE,MIAMI,USA,MIAMI-DADE,FLORIDA,331453275,541990,"All Other Professional, Scientific, and Technical Services",,,,,73891800,Design services,"$59,000",1,1,$0,0,0
AM2 ENTERPRISES LLC,Private,04-760-5173,,,,,,,32.497151,"BUSINESS CONSULTING, NEC, NSK",-86.354807,Manufacturer,Medium,3 - Neutral,No,,(334) 409-0103,Non-Subsidiary,,2014,,,,,,,Single Location,,,,,,,155 WOODFORD DR,MILLBROOK,USA,ELMORE,ALABAMA,360542585,541618,Other Management Consulting Services,,,,,87480000,"Business consulting, nec","$42,392",1,1,"$42,392",1,0
CHOPRA ENTERPRISES,Private,93-794-4205,,,,,,,33.858917,"GIFT, NOVELTY, AND SOUVENIR SHOP, NSK",-117.744005,Manufacturer,N/A,N/A,No,,,Non-Subsidiary,,0,,,,,,,Single Location,,,,,,,795 S EDGEVIEW CIR,ANAHEIM,USA,ORANGE,CALIFORNIA,928081402,453220,"Gift, Novelty, and Souvenir Stores",,,,,59470000,"Gift, novelty, and souvenir shop","$42,000",1,1,"$42,000",1,0
"TOMMIE COPPER, INC.",Private,08-117-6569,,,03-115-4181,"TOMMIE COPPER HOLDINGS, INC.",03-115-4181,"TOMMIE COPPER HOLDINGS, INC.",41.206094,"MENS AND BOYS CLOTHING STORES, NSK",-73.729865,Manufacturer,Medium,4 - Less likely to pay,No,,(914) 488-5563,Subsidiary,WWW.TOMMIECOPPER.COM,2014,,,,03-115-4181,"TOMMIE COPPER HOLDINGS, INC.",,Single Location,,,,,,,74 S MOGER AVE STE 3,MOUNT KISCO,USA,WESTCHESTER,NEW YORK,105492235,448110,Men's Clothing Stores,,,,,56119903,"Clothing, sportswear, men's and boys'","$41,237",1,1,"$41,237",1,0
BIGFOOT GUN BELTS,Private,11-734-6477,,,,,,,47.705988,"FABRICATED TEXTILE PRODUCTS, NEC, NSK",-117.006015,Non Manufacturer,Low,3 - Neutral,No,,(208) 209-7321,Non-Subsidiary,WWW.GUNBELTS.COM,2019,,,,,,,Single Location,,,,,,,4301 W RIVERBEND AVE,POST FALLS,USA,KOOTENAI,IDAHO,838545101,314999,All Other Miscellaneous Textile Product Mills,,,,,23990400,Belting and belt products,"$40,949",1,1,"$40,949",1,0
TRANSUNION TELEDATA LLC,Private,08-090-6800,,,,,,,41.879279,DATA PROCESSING AND PREPARATION,-87.641314,Manufacturer,Medium,2 - Likely to pay,No,,(312) 985-2000,Non-Subsidiary,,2017,,,,,,,Single Location,,,,,,,555 W ADAMS ST,CHICAGO,USA,COOK,ILLINOIS,606613719,518210,"Data Processing, Hosting, and Related Services",,,,,73740000,Data processing and preparation,"$33,291",1,1,"$33,291",1,0
"RX VALET, LLC",Private,08-048-2480,,,,,,,33.967926,CATALOG AND MAIL-ORDER HOUSES,-84.072201,Manufacturer,Low,2 - Likely to pay,No,,(770) 339-1190,Non-Subsidiary,WWW.MYRXVALET.COM,2015,,,,,,,Single Location,,,,,,,1580 ATKINSON RD,LAWRENCEVILLE,USA,GWINNETT,GEORGIA,300435600,454110,Electronic Shopping and Mail-Order Houses,,,,,59619924,"Pharmaceuticals, mail order","$27,367",1,1,"$27,367",1,0
ANASTAZIA ORG,Private,01-615-1064,,,,,,,34.106252,NONCLASSIFIABLE ESTABLISHMENTS,-118.271904,Manufacturer,N/A,N/A,No,,(818) 951-5074,Non-Subsidiary,,0,,,,,,,Single Location,,,,,,,2658 GRIFFITH PARK BLVD,LOS ANGELES,USA,LOS ANGELES,CALIFORNIA,900392520,999990,,,,,,99992222,"Duns Support Record, nonclassifiable establishment",$0,0,0,$0,0,0
BATH HOUSING AUTHORITY,Private,09-772-9156,,,,,,,43.910879,HOUSING PROGRAMS,-69.832779,Manufacturer,Low,1 - Most likely to pay,No,Owns,(207) 443-3116,Non-Subsidiary,WWW.BATHHOUSING.ORG,1977,,,222618694,,,,Single Location,,,,,,,80 CONGRESS AVE,BATH,USA,SAGADAHOC,MAINE,045301542,925110,Administration of Housing Programs,,,,,95319903,"Housing authority, nonoperating: government",$0,11,11,$0,11,0
"BMT DESIGNERS & PLANNERS, INC.",Private,01-853-9619,,,22-534-9273,BMT GROUP LIMITED,62-224-6759,TECHNOLOGY FINANCING INC,38.839802,"ENGINEERING SERVICES, NSK",-77.087148,Manufacturer,Low,2 - Likely to pay,No,Rent,(703) 920-7070,Subsidiary,WWW.DANDP.COM,1953,,,135620740,62-224-6759,BMT GROUP LIMITED,,Single Location,,,,,,,2900 S QUINCY ST STE 210,ARLINGTON,USA,ARLINGTON,VIRGINIA,222062231,541330,Engineering Services,,,,,87119903,Consulting engineer,$0,71,71,$0,71,"10,000"
BOYS TOWN NATIONAL RESEARCH HOSPITAL,Private,11-753-7110,,,01-951-2100,BOYS TOWN NATIONAL RESEARCH HOSPITAL,01-951-2100,BOYS TOWN NATIONAL RESEARCH HOSPITAL,41.2588,"OFFICES AND CLINICS MEDICAL DOCTORS,NSK",-96.1342,Manufacturer,Low,5 - Least Likely to pay,No,,(531) 355-1449,Non-Subsidiary,WWW.BOYSTOWNHOSPITAL.ORG,0,,RESIDENTIAL TREATMENT CENTER,470839279,01-951-2100,BOYS TOWN NATIONAL RESEARCH HOSPITAL,,Branch,,,,,,,14092 BOYS TOWN HOSP RD,BOYS TOWN,USA,DOUGLAS,NEBRASKA,68010,621111,Offices of Physicians (except Mental Health Specialists),,,,,80110202,"Clinic, operated by physicians",$0,0,224,$0,0,0
CALIFORNIA STATE UNIVERSITY EAST BAY,Private,60-268-4552,,,07-154-9000,STATE OF CALIFORNIA,60-631-9309,CALIFORNIA STATE UNIVERSITY EAST BAY,37.658689,"COLLEGES AND UNIVERSITIES, NSK",-122.060876,Manufacturer,Low,5 - Least Likely to pay,No,Rent,(510) 885-3000,Non-Subsidiary,WWW.CSUEASTBAY.EDU,0,,CONTINUING & INTL EDUCATN,,07-154-9000,STATE OF CALIFORNIA,,Branch,,,,,,,25800 CARLOS BEE BLVD WA804,HAYWARD,USA,ALAMEDA,CALIFORNIA,945423000,611310,"Colleges, Universities, and Professional Schools",,,,,82210102,University,$0,0,38,"$30,000",1,0
"CHEDDAR'S CASUAL CAFE, INC.",Private,05-275-1740,,,88-370-4959,"DARDEN RESTAURANTS, INC.",09-544-6670,"CHEDDAR'S CASUAL CAFE, INC.",32.9271,EATING PLACES,-96.9611,Manufacturer,High,5 - Least Likely to pay,No,,(214) 596-6700,Non-Subsidiary,WWW.CHEDDARS.COM,0,,CHEDDAR'S RESTAURANT'S,751617068,88-370-4959,"DARDEN RESTAURANTS, INC.",,Branch,,,,,,,2900 RANCH TRL,IRVING,USA,DALLAS,TEXAS,750637355,722511,Full-Service Restaurants,,,,,58129902,Cafe,$0,0,60,$0,0,"6,688"
"CHEGG, INC.",Public,79-178-0294,Importer,,79-178-0294,"CHEGG, INC.",79-178-0294,"CHEGG, INC.",37.388371,"LIBRARIES, NSK",-121.973192,Manufacturer,Low,2 - Likely to pay,No,Rent,(408) 855-5700,Non-Subsidiary,WWW.CHEGG.COM,2005,Ernst & Young LLP,CHEGG,203237489,79-178-0294,"CHEGG, INC.",,Headquarters,,,,,,,3990 FREEDOM CIR,SANTA CLARA,USA,SANTA CLARA,CALIFORNIA,950541204,519120,Libraries and Archives,"451211, 519120","""Book Stores "", ""Libraries and Archives ""","5942, 8231","""Book stores"", ""Libraries""",82310401,Book rental,$0,"1,087",118,"$410,926,000","1,087","67,500"
COTY INC.,Public,95-866-2223,Importer,,95-866-2223,COTY INC.,95-866-2223,COTY INC.,40.749461,TOILET PREPARATIONS,-73.983886,Non Manufacturer,High,5 - Least Likely to pay,No,Rent,(212) 389-7300,Non-Subsidiary,WWW.COTY.COM,1904,Deloitte & Touche LLP,COTY,133823358,95-866-2223,COTY INC.,,Headquarters,,,,,,,350 5TH AVE,NEW YORK,USA,NEW YORK,NEW YORK,101180110,325620,Toilet Preparation Manufacturing,325620,"""Toilet Preparation Manufacturing""",2844,"""Toilet preparations""",28440000,"Perfumes, cosmetics and other toilet preparations",$0,"18,260",60,"$8,648,500,000","19,000",0
DIGIPEN INSTITUTE OF TECHNOLOGY,Private,03-358-9687,,,,,,,47.680126,"BUSINESS SERVICES, NEC, NSK",-122.110665,Manufacturer,N/A,N/A,No,,,Non-Subsidiary,WWW.DIGIPEN.EDU,0,,,,,,,Single Location,,,,,,,8715 172ND AVE NE,REDMOND,USA,KING,WASHINGTON,980523214,561990,All Other Support Services,,,,,73899999,Business Activities at Non-Commercial Site,$0,2,2,"$120,000",2,0
IH MISSISSIPPI VALLEY CREDIT UNION,Private,05-896-6809,,,,,,,41.512952,NONCLASSIFIABLE ESTABLISHMENTS,-90.415306,Manufacturer,N/A,N/A,No,,(309) 752-1430,Non-Subsidiary,WWW.IHMVCU.ORG,2010,,,,,,,Single Location,,,,,,,89 9TH ST,SILVIS,USA,ROCK ISLAND,ILLINOIS,612821048,999990,,,,,,99992222,"Duns Support Record, nonclassifiable establishment",$0,0,0,$0,0,0
"INOGEN, INC.",Public,13-672-9634,Both,,13-672-9634,"INOGEN, INC.",13-672-9634,"INOGEN, INC.",34.427499,SURGICAL AND MEDICAL INSTRUMENTS,-119.868169,Non Manufacturer,Low,1 - Most likely to pay,No,Rent,(805) 562-0500,Non-Subsidiary,WWW.INOGEN.COM,2001,"BDO USA, LLP",,330989359,13-672-9634,"INOGEN, INC.",,Headquarters,,,,,,,326 BOLLAY DR,GOLETA,USA,SANTA BARBARA,CALIFORNIA,931175550,339112,Surgical and Medical Instrument Manufacturing,"339112, 339113, 532283","""Surgical and Medical Instrument Manufacturing "", ""Surgical Appliance and Supplies Manufacturing "", ""Home Health Equipment Rental ""","3841, 3842, 7352","""Surgical and medical instruments"", ""Surgical appliances and supplies"", ""Medical equipment rental""",38410000,Surgical and medical instruments,$0,"1,099",208,"$361,943,000","1,099","39,000"
