"","incident_id","hack","clean_name","year","date_of_breach","breach_end","discover_date","reported_date","total_affected","SSN_breach","drivers_license","credit_debit","credit_monitoring","breach_type","state","letter_url","California","Connecticut","Delaware","Hawaii","Indiana","Iowa","Maine","Maryland","Massachusetts","Montana","New_Hampshire","New_Jersey","N_Dakota","North_Carolina","Oregon","Rhode_Island","South_Carolina","Vermont","Virginia","Washington","Wisconsin","firstdate"
"10051",10051,"2, 3","Lincoln National Corp","2010","2002-01-01","","2009-08-17","2010-01-04, 2010-01-05","1200000","1","","","1","RELEASE/ DISPLAY OF INFO, Electronic","","https://www.doj.nh.gov/consumer/security-breaches/documents/lincoln-financial-20100104.pdf",NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1,NA,NA,1,NA,NA,1,NA,NA,NA,NA,"2010-01-04"
"10057",10057,"2","Lincoln National Life Insurance Co","2010","","","","2010-05-17, 2010-05-18","","","","","","Electronic","","https://www.doj.nh.gov/consumer/security-breaches/documents/lincoln-life-20100517.pdf",NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2010-05-17"
"10058",10058,"2","Lincoln National Life Insurance Co","2010","","","","2010-07-16, 2010-07-19","","1","","","1","Electronic","","https://www.doj.nh.gov/consumer/security-breaches/documents/lincoln-life-20100716.pdf",NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2010-07-16"
"10093",10093,"1","Little Hands N Feet Child Care Center","2010","","","2010-10-04","2010-10-12","","","","","","STOLEN LAPTOPS, COMPUTERS, & EQUIP","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,"2010-10-12"
"10100",10100,"2","Littleton Regional Hospital","2010","","","","2010-06-29","","","","","","","","https://www.doj.nh.gov/consumer/security-breaches/documents/littleton-hospital-20100629.pdf",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2010-06-29"
"10159",10159,"2, 1","Lorillard Tobacco Company","2010","","","2010-03-02","2010-04-13, 2010-04-15, 2010-04-16","","1","","","1","LOST IN TRANSIT, Electronic","","https://www.doj.nh.gov/consumer/security-breaches/documents/lorillard-tobacco-20100413.pdf",NA,NA,NA,NA,NA,NA,NA,NA,2,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,"2010-04-13"
"10199",10199,"2","LPL Financial Holdings Inc","2010","","","","2010-03-09","","","","","","","","https://www.doj.nh.gov/consumer/security-breaches/documents/lpl-financial-20100309.pdf",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2010-03-09"
"10200",10200,"1","LPL Financial Holdings Inc","2010","","","","2010-04-12","","1","","","1","Paper","","",NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2010-04-12"
"10201",10201,"2","LPL Financial Holdings Inc","2010","","","","2010-08-25","","","","","","","","https://www.doj.nh.gov/consumer/security-breaches/documents/lpl-financial-20100825.pdf",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2010-08-25"
"10251",10251,"1","Lutheran Family Services Carolinas","2010","","","2010-05-25","2010-07-28","9","","","","","STOLEN LAPTOPS, COMPUTERS, & EQUIP","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,"2010-07-28"
"10274",10274,"1","Lynn Teachers Credit Union","2010","","","","2010-03-08","","","","","","Paper","","",NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2010-03-08"
"10306",10306,"2","MA College of Liberal Arts","2010","","","","2010-01-14","","1","","","","Electronic","","",NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2010-01-14"
"10310",10310,"2","MA Department of Early Education and Care","2010","","","","2010-09-07","","1","","","","Electronic","","",NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2010-09-07"
"10311",10311,"1","MA Department of Revenue, Office of the Commissioner","2010","","","","2010-04-12","","1","","","","Paper","","",NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2010-04-12"
"10317",10317,"2","MA Group Insurance Commission","2010","","","","2010-05-10","","","","","","Electronic","","",NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2010-05-10"
"10318",10318,"1","MA Group Insurance Commission","2010","","","","2010-06-18","","","","","","Paper","","",NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2010-06-18"
"10323",10323,"2","MA Registry of Motor Vehicles","2010","","","","2010-07-28","","","1","","","Electronic","","",NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2010-07-28"
"10363",10363,"1","Maguire Associates Inc","2010","","","","2010-06-18","","1","","","","Paper","","",NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2010-06-18"
"10410",10410,"2","Maloney Properties Inc","2010","","","","2010-12-03","","1","","","","Electronic","","",NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2010-12-03"
"10470",10470,"2","March & McLennan Co","2010","","","","2010-05-28","","1","","","1","Electronic","","",NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2010-05-28"
"10471",10471,"1","March & McLennan Co","2010","","","","2010-07-14","","1","","","1","Paper","","",NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2010-07-14"
"10561",10561,"1","Marsh and Mercer","2010","","","2010-04-27","2010-06-23","","","","","","LOST IN TRANSIT","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,"2010-06-23"
"10562",10562,"2","Marsh and Mercer","2010","","","","2010-08-04","","","","","","","","https://www.doj.nh.gov/consumer/security-breaches/documents/marsh-mercer-20100804.pdf",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2010-08-04"
"10563",10563,"2","Marsh and Mercer","2010","","","","2010-12-27","","","","","","","","https://www.doj.nh.gov/consumer/security-breaches/documents/marsh-mercer-20101227.pdf",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2010-12-27"
"10567",10567,"2","Martha BG Lufkin","2010","","","","2010-08-10","","1","","","1","Electronic","","",NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2010-08-10"
"10598",10598,"2","Mass Eye and Ear Infirmary","2010","","","","2010-01-11","","","","1","1","Electronic","","",NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2010-01-11"
"10599",10599,"1","Mass General Hospital","2010","","","","2010-03-02","","1","","","","Paper","","",NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2010-03-02"
"10656",10656,"2","Massachusetts College of Art & Design","2010","","","","2010-07-07","","1","","","","Electronic","","",NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2010-07-07"
"10668",10668,"1","Massachusetts Department of Revenue","2010","","","","2010-03-22","","1","","","","Paper","","",NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2010-03-22"
"10669",10669,"1, 2","Massachusetts Department of Revenue","2010","","","","2010-06-15, 2010-07-09","","1","","","","Paper, Electronic","","",NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2010-06-15"
"10670",10670,"1","Massachusetts Department of Revenue","2010","","","","2010-08-26","","1","","","","Paper","","",NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2010-08-26"
"10671",10671,"1, 2","Massachusetts Department of Revenue","2010","","","","2010-12-08, 2010-12-21, 2010-12-22, 2010-12-28","","1","","","","Paper, Electronic","","",NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2010-12-08"
"10713",10713,"2","Massachusetts Department of Unemployment Assistance","2010","","","","2010-01-18","","1","","","","Electronic","","",NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2010-01-18"
"10722",10722,"1, 2","Massachusetts Executive Office of Health and Human Services","2010","","","","2010-02-23, 2010-03-03","","1","","","","Paper, Electronic","","",NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2010-02-23"
"10723",10723,"1","Massachusetts Executive Office of Health and Human Services","2010","","","","2010-06-24","","1","","","","Paper","","",NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2010-06-24"
"10724",10724,"1","Massachusetts Executive Office of Health and Human Services","2010","","","","2010-09-22","","","","","","Paper","","",NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2010-09-22"
"10731",10731,"2","Massachusetts Executive Office of Public Safety and Security","2010","","","","2010-02-03","","1","","","","Electronic","","",NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2010-02-03"
"10732",10732,"2","Massachusetts Eye and Ear Infirmary Inc","2010","","","","2010-04-21","","","","","1","Electronic","","",NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2010-04-21"
"10751",10751,"1","Massachusetts Hospital Association Inc","2010","","","","2010-05-17","","","","1","1","Paper","","",NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2010-05-17"
"10767",10767,"1","Massachusetts Mutual Life Insurance Co","2010","","","2009-12-14","2010-02-18","","","","","","LOST IN TRANSIT","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,"2010-02-18"
"10768",10768,"2","Massachusetts Mutual Life Insurance Co","2010","","","","2010-06-24","","1","","","1","Electronic","","",NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2010-06-24"
"10808",10808,"2","Massachusetts Secretary of State","2010","","","","2010-07-01","","1","","","","Electronic","","",NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2010-07-01"
"10862",10862,"1","Matrix Service Co","2010","","","2010-09-25","2010-12-08","","","","","","STOLEN LAPTOPS, COMPUTERS, & EQUIP","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,"2010-12-08"
"10963",10963,"2","MD VIP","2010","","","2010-07-02","2010-08-16","","","","","","RELEASE/ DISPLAY OF INFO","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,"2010-08-16"
"11087",11087,"1, 2","Mercer Health & Benefits LLC","2010","","","2010-04-27, 2010-04-01","2010-08-03, 2010-08-05","","1","","","","LOST IN TRANSIT","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,1,NA,NA,NA,NA,"2010-08-03"
"11096",11096,"2","Mercier","2010","","","","2010-05-13","","","","","","","","https://www.doj.nh.gov/consumer/security-breaches/documents/mercier-20100513.pdf",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2010-05-13"
"11100",11100,"2","Mercy Continuing Care Network","2010","","","","2010-07-09","","1","","","","Both","","",NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2010-07-09"
"11125",11125,"2, 3","Merlin Information Services","2010","","","2010-09-20","2010-10-04, 2010-10-12","","1","","","1","HACKERS/ UNAUTHORIZED, Electronic","","https://www.doj.nh.gov/consumer/security-breaches/documents/merlin-information-20101004.pdf",NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,"2010-10-04"
"11129",11129,"1","Merrill Edge","2010","","","","2010-12-20","","","","","1","Paper","","",NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2010-12-20"
"11157",11157,"2, 1","Methodist Theological School in Ohio","2010","","","2010-10-15","2010-11-10, 2010-11-15","","1","","","1","Electronic, STOLEN LAPTOPS, COMPUTERS, & EQUIP","","https://www.doj.nh.gov/consumer/security-breaches/documents/methodist-theological-20101110.pdf",NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,"2010-11-10"
"11160",11160,"1","MetLife Inc","2010","","","","2010-04-23","","1","","","1","Paper","","",NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2010-04-23"
"11161",11161,"1","MetLife Inc","2010","","","2010-07-07","2010-08-12","","","","","","STOLEN LAPTOPS, COMPUTERS, & EQUIP","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,"2010-08-12"
"11162",11162,"2","MetLife Inc","2010","","","","2010-10-01, 2010-10-18, 2010-10-20","","1","","","1","Electronic","","https://www.doj.nh.gov/consumer/security-breaches/documents/metropolitan-life-20101018.pdf",NA,NA,NA,NA,NA,NA,NA,NA,2,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2010-10-01"
"11298",11298,"2","Middlesex Federal","2010","","","","2010-11-05","","1","","","","Electronic","","",NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2010-11-05"
"11301",11301,"2","Middlesex Savings Bank","2010","","","","2010-05-07, 2010-05-28","","","","1","","Electronic","","",NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2010-05-07"
"11302",11302,"2","Middlesex Savings Bank","2010","","","","2010-07-26","","","","1","","Electronic","","",NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2010-07-26"
"11303",11303,"2, 1","Middlesex Savings Bank","2010","","","","2010-09-17, 2010-10-04","","1","","1","","Electronic, Paper","","",NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2010-09-17"
"11353",11353,"2","Milford Federal Savings and Loan Association","2010","","","","2010-12-30","","","","1","","Electronic","","",NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2010-12-30"
"11361",11361,"1","Milford Regional Medical Center","2010","","","","2010-08-23","","1","","","","Paper","","",NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2010-08-23"
"11467",11467,"2","Monadnock Community Bank","2010","","","","2010-09-23","","","","","","","","https://www.doj.nh.gov/consumer/security-breaches/documents/monadnock-community-bank-20100923.pdf",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2010-09-23"
"11468",11468,"2","Monadnock Community Bank","2010","","","","2010-11-09","","","","","","","","https://www.doj.nh.gov/consumer/security-breaches/documents/monadnock-community-bank-20101109.pdf",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2010-11-09"
"11482",11482,"2, 3","Monoprice","2010","","","2010-03-29","2010-04-02, 2010-04-08, 2010-04-14","","","","1","1","HACKERS/ UNAUTHORIZED, Electronic","","https://www.doj.nh.gov/consumer/security-breaches/documents/monoprice-20100402.pdf",NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,"2010-04-02"
"11536",11536,"2","Morgan Keegan & Company Inc","2010","","","2010-09-15","2010-09-24, 2010-09-27","","1","","","1","RELEASE/ DISPLAY OF INFO, Undefined","","",NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,"2010-09-24"
"11538",11538,"1","Morgan Stanley","2010","","","","2010-04-26, 2010-05-17","","1","","","1","Paper","","",NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2010-04-26"
"11671",11671,"2","Murphy Medical Center Inc","2010","","","2010-09-15","2010-10-01","","","","","","RELEASE/ DISPLAY OF INFO","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,"2010-10-01"
"11727",11727,"2, 3","MyPlane Inc","2010","","","2010-02-18","2010-03-19, 2010-03-24","","","","1","","","","https://www.doj.nh.gov/consumer/security-breaches/documents/my-pilot-store-20100319.pdf",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,"2010-03-19"
"11733",11733,"1","Mystic Valley Elder Services","2010","","","","2010-08-24","","1","","","","Paper","","",NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2010-08-24"
"11807",11807,"2","National Geographic Partners LLC","2010","","","","2010-01-27","","","","1","","Both","","",NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2010-01-27"
"11811",11811,"2","National Gypsum","2010","","","","2010-06-07","","","","","","","","https://www.doj.nh.gov/consumer/security-breaches/documents/national-gypsum-20100607.pdf",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2010-06-07"
"11847",11847,"2","National Treasury Employees Union","2010","","","2010-04-23","2010-06-10","","","","","","RELEASE/ DISPLAY OF INFO","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,"2010-06-10"
"11900",11900,"2","Nationwide Mutual Insurance Co","2010","","","2010-02-18","2010-02-23","","","","","","RELEASE/ DISPLAY OF INFO","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,"2010-02-23"
"11932",11932,"1, 2","NBC Universal Inc","2010","","","2010-02-04","2010-02-25, 2010-03-01","","1","","","1","STOLEN LAPTOPS, COMPUTERS, & EQUIP, Electronic","","",NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,"2010-02-25"
"11935",11935,"2","NBTY Inc","2010","","","2010-06-15","2010-07-06, 2010-07-07, 2010-07-13","","1","","","1","RELEASE/ DISPLAY OF INFO, Electronic","","https://www.doj.nh.gov/consumer/security-breaches/documents/nbty-20100707.pdf",NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,"2010-07-06"
"11969",11969,"1","NC Dept of Health and Human Services","2010","","","2010-04-28","2010-05-21","","","","","","LOST IN TRANSIT","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,"2010-05-21"
"11970",11970,"1","NC Dept of Health and Human Services","2010","","","2010-10-11","2010-10-29","","","","","","LOST IN TRANSIT","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,"2010-10-29"
"11984",11984,"2","NC Utilities Commission","2010","","","2010-10-26","2010-11-18","","","","","","RELEASE/ DISPLAY OF INFO","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,"2010-11-18"
"12005",12005,"1","Neighborhood Health Plan","2010","","","","2010-04-20","","1","","","","Paper","","",NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2010-04-20"
"12021",12021,"2","Nelnet Inc","2010","","","","2010-10-04","","","","","","","","https://www.doj.nh.gov/consumer/security-breaches/documents/nelnet-20101104.pdf",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2010-10-04"
"12079",12079,"1","New England Adolescent Research Institute Inc","2010","","","","2010-05-04","","1","","","","Paper","","",NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2010-05-04"
"12091",12091,"1","New England Federal Credit Union","2010","","","","2010-04-29","","","","","1","Paper","","",NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2010-04-29"
"12108",12108,"2","New Hanover County","2010","","","2010-11-09","2010-11-23","","","","","","RELEASE/ DISPLAY OF INFO","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,"2010-11-23"
"12132",12132,"1","New NGC Inc","2010","","","2010-02-24","2010-06-17","","","","","","LOST IN TRANSIT","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,"2010-06-17"
"12156",12156,"2","New York Life Insurance Co","2010","","","2010-04-07","2010-05-14","","","","","","RELEASE/ DISPLAY OF INFO","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,"2010-05-14"
"12157",12157,"1","New York Life Insurance Co","2010","","","","2010-06-11","","","","","","Paper","","",NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2010-06-11"
"12158",12158,"1","New York Life Insurance Co","2010","","","2010-10-14","2010-11-16","","","","","","STOLEN LAPTOPS, COMPUTERS, & EQUIP","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,"2010-11-16"
"12189",12189,"2","Newburyport Five Cents Savings Bank","2010","","","","2010-03-18","","","","1","1","Electronic","","",NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2010-03-18"
"12190",12190,"2","Newburyport Five Cents Savings Bank","2010","","","","2010-05-07, 2010-05-18","","","","1","","Electronic","","",NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2010-05-07"
"12191",12191,"2","Newburyport Five Cents Savings Bank","2010","","","","2010-09-21","","","","1","","Electronic","","",NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2010-09-21"
"12192",12192,"2","Newburyport Five Cents Savings Bank","2010","","","","2010-11-01","","","","1","","Electronic","","",NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2010-11-01"
"12223",12223,"2","News Corp","2010","","","","2010-03-18","","1","","","1","Electronic","","",NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2010-03-18"
"12280",12280,"2, 1","Nix Check Cashing","2010","","","2010-05-17","2010-06-30","","","","","","STOLEN LAPTOPS, COMPUTERS, & EQUIP","","https://www.doj.nh.gov/consumer/security-breaches/documents/nix-check-20100603.pdf",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,"2010-06-30"
"12414",12414,"1","Northeast Health System","2010","","","","2010-09-03","","","","","","Paper","","",NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2010-09-03"
"12415",12415,"1","Northeast Health System","2010","","","","2010-10-02","","","","","","Paper","","",NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2010-10-02"
"12447",12447,"1","Northeastern University","2010","","","","2010-03-05","","1","","","1","Paper","","",NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2010-03-05"
"12448",12448,"2","Northeastern University","2010","","","","2010-07-01","","1","","","","Electronic","","",NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2010-07-01"
"12476",12476,"2","Northmark Bank","2010","","","","2010-12-20","","","","1","","Electronic","","",NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2010-12-20"
"12567",12567,"2","Novartis Pharmaceuticals Corp","2010","","","2010-06-04","2010-07-01","","","","","","RELEASE/ DISPLAY OF INFO","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,"2010-07-01"
"12568",12568,"1","Novartis Pharmaceuticals Corp","2010","","","2010-10-27","2010-11-19","","","","","","STOLEN LAPTOPS, COMPUTERS, & EQUIP","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,"2010-11-19"
"12569",12569,"2","Novartis Vaccines and Diagnostics Inc","2010","","","","2010-05-24","","","","1","1","Electronic","","",NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2010-05-24"
"12622",12622,"1","NX AERO LLC","2010","","","","2010-02-02","","","1","","","Paper","","",NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2010-02-02"
"12740",12740,"2","OMG Inc","2010","","","","2010-10-04","","1","","","","Electronic","","",NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2010-10-04"
