"","clean_name","X","incident_id","hack","year","date_of_breach","breach_end","discover_date","reported_date","total_affected","SSN_breach","drivers_license","credit_debit","credit_monitoring","breach_type","state","letter_url","California","Connecticut","Delaware","Hawaii","Indiana","Iowa","Maine","Maryland","Massachusetts","Montana","New_Hampshire","New_Jersey","N_Dakota","North_Carolina","Oregon","Rhode_Island","South_Carolina","Vermont","Virginia","Washington","Wisconsin","firstdate","�..Company.Name","Company.Type","D.U.N.S..Number","Manufacturing.Indicator","Subsidiary.Status","Year.of.Founding","Location.Type","Physical.State","Primary.NAICS.Code","Primary.NAICS.Description","Secondary.NAICS.Code","Secondary.NAICS.Description","Secondary.SIC.Code","Secondary.SIC.Description","Primary.SIC.Code","Primary.SIC.Description","Sales","Employee.All.Sites","Employee.this.Site","Sales..Year.1.","DUNS_2"
"1725","Textron Inc",16755,16755,"2",2007,"",NA,"","2007-07-31","",NA,NA,NA,NA,"",NA,"https://www.doj.nh.gov/consumer/security-breaches/documents/textron-20070731.pdf",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2007-07-31","TEXTRON INC.","Public","00-133-8979","Non Manufacturer","Non-Subsidiary",1923,"Headquarters","RHODE ISLAND",336411,"Aircraft Manufacturing","333991, 334519, 336411, 336412, 336413, 336999","""Power-Driven Handtool Manufacturing "", ""Other Measuring and Controlling Device Manufacturing "", ""Aircraft Manufacturing "", ""Aircraft Engine and Engine Parts Manufacturing "", ""Other Aircraft Parts and Auxiliary Equipment Manufacturing "", ""All Other Transportation Equipment Manufacturing ""","3546, 3721, 3724, 3728, 3799, 3829","""Power-driven handtools"", ""Aircraft"", ""Aircraft engines and engine parts"", ""Aircraft parts and equipment, nec"", ""Transportation equipment, nec"", ""Measuring & controlling devices, nec""",37210000,"Aircraft","$13,630,000,000 ","35,000","277","$13,972,000,000 ","33"
"1726","Textron Inc",16755,16755,"2",2007,"",NA,"","2007-07-31","",NA,NA,NA,NA,"",NA,"https://www.doj.nh.gov/consumer/security-breaches/documents/textron-20070731.pdf",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2007-07-31","TEXTRON INC.","Public","00-133-8979","Non Manufacturer","Non-Subsidiary",1923,"Headquarters","RHODE ISLAND",336411,"Aircraft Manufacturing","333991, 334519, 336411, 336412, 336413, 336999","""Power-Driven Handtool Manufacturing "", ""Other Measuring and Controlling Device Manufacturing "", ""Aircraft Manufacturing "", ""Aircraft Engine and Engine Parts Manufacturing "", ""Other Aircraft Parts and Auxiliary Equipment Manufacturing "", ""All Other Transportation Equipment Manufacturing ""","3546, 3721, 3724, 3728, 3799, 3829","""Power-driven handtools"", ""Aircraft"", ""Aircraft engines and engine parts"", ""Aircraft parts and equipment, nec"", ""Transportation equipment, nec"", ""Measuring & controlling devices, nec""",37210000,"Aircraft","$13,630,000,000","35,000","277","$13,972,000,000","33"
"1727","Textron Inc",16756,16756,"2, 1",2009,"",NA,"2009-11-03","2009-12-01, 2009-12-03","",1,NA,NA,1,"LOST IN TRANSIT, Electronic",NA,"https://www.doj.nh.gov/consumer/security-breaches/documents/textron-20091201.pdf",NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,"2009-12-01","TEXTRON INC.","Public","00-133-8979","Non Manufacturer","Non-Subsidiary",1923,"Headquarters","RHODE ISLAND",336411,"Aircraft Manufacturing","333991, 334519, 336411, 336412, 336413, 336999","""Power-Driven Handtool Manufacturing "", ""Other Measuring and Controlling Device Manufacturing "", ""Aircraft Manufacturing "", ""Aircraft Engine and Engine Parts Manufacturing "", ""Other Aircraft Parts and Auxiliary Equipment Manufacturing "", ""All Other Transportation Equipment Manufacturing ""","3546, 3721, 3724, 3728, 3799, 3829","""Power-driven handtools"", ""Aircraft"", ""Aircraft engines and engine parts"", ""Aircraft parts and equipment, nec"", ""Transportation equipment, nec"", ""Measuring & controlling devices, nec""",37210000,"Aircraft","$13,630,000,000 ","35,000","277","$13,972,000,000 ","33"
"1728","Textron Inc",16756,16756,"2, 1",2009,"",NA,"2009-11-03","2009-12-01, 2009-12-03","",1,NA,NA,1,"LOST IN TRANSIT, Electronic",NA,"https://www.doj.nh.gov/consumer/security-breaches/documents/textron-20091201.pdf",NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,"2009-12-01","TEXTRON INC.","Public","00-133-8979","Non Manufacturer","Non-Subsidiary",1923,"Headquarters","RHODE ISLAND",336411,"Aircraft Manufacturing","333991, 334519, 336411, 336412, 336413, 336999","""Power-Driven Handtool Manufacturing "", ""Other Measuring and Controlling Device Manufacturing "", ""Aircraft Manufacturing "", ""Aircraft Engine and Engine Parts Manufacturing "", ""Other Aircraft Parts and Auxiliary Equipment Manufacturing "", ""All Other Transportation Equipment Manufacturing ""","3546, 3721, 3724, 3728, 3799, 3829","""Power-driven handtools"", ""Aircraft"", ""Aircraft engines and engine parts"", ""Aircraft parts and equipment, nec"", ""Transportation equipment, nec"", ""Measuring & controlling devices, nec""",37210000,"Aircraft","$13,630,000,000","35,000","277","$13,972,000,000","33"
"1729","The Alliance Development Fund Inc",16768,16768,"2, 1",2009,"",NA,"2009-11-16","2009-12-08, 2009-12-11","",1,NA,NA,1,"RELEASE/ DISPLAY OF INFO, Paper",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,"2009-12-08",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1730","The Arc of North Carolina",16779,16779,"2",2010,"",NA,"2008-11-24","2010-03-27","",NA,NA,NA,NA,"RELEASE/ DISPLAY OF INFO",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,"2010-03-27","THE ARC OF NORTH CAROLINA INC","Private","09-772-7960","Manufacturer","Non-Subsidiary",1953,"Headquarters","NORTH CAROLINA",623220,"Residential Mental Health and Substance Abuse Facilities","","","","",83610302,"Mentally handicapped home","$19,758,120 ","42","10","$16,424,985 ","62"
"1731","The Bank of New York Mellon",16796,16796,"2",2008,"",NA,"2008-05-08","2008-05-30","109921",NA,NA,NA,NA,"RELEASE/ DISPLAY OF INFO",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,"2008-05-30","THE BANK OF NEW YORK MELLON CORPORATION","Public","05-155-0713","Manufacturer","Non-Subsidiary",1784,"Headquarters","NEW YORK",522110,"Commercial Banking","522110","""Commercial Banking ""","6022","""State commercial banks""",60220000,"State commercial banks","$16,462,000,000 ","52,500","300","$16,392,000,000 ","52"
"1732","The Bank of New York Mellon",16796,16796,"2",2008,"",NA,"2008-05-08","2008-05-30","109921",NA,NA,NA,NA,"RELEASE/ DISPLAY OF INFO",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,"2008-05-30","THE BANK OF NEW YORK MELLON CORPORATION","Public","05-155-0713","Manufacturer","Non-Subsidiary",1784,"Headquarters","NEW YORK",522110,"Commercial Banking","522110","""Commercial Banking ""","6022","""State commercial banks""",60220000,"State commercial banks","$16,462,000,000 ","52,500","300","$16,392,000,000 ","52"
"1733","The Beijing Center for Chinese Studies",16800,16800,"2",2009,"",NA,"","2009-12-14","",1,NA,NA,1,"Electronic",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2009-12-14",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1734","The Briar Group",16811,16811,"2",2010,"",NA,"","2010-01-06","",NA,NA,1,NA,"Electronic",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2010-01-06","BRIAR GROUP INC","Private","86-106-3311","Manufacturer","Non-Subsidiary",1992,"Single Location","MASSACHUSETTS",722511,"Full-Service Restaurants","","","","",58120101,"American restaurant","$2,293,641 ","100","100","$2,293,641 ","72"
"1735","The Briar Group",16811,16811,"2",2010,"",NA,"","2010-01-06","",NA,NA,1,NA,"Electronic",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2010-01-06","THE BRUCE SEIBELS GROUP INC","Public","09-499-4399","Manufacturer","Non-Subsidiary",1869,"Headquarters","SOUTH CAROLINA",524126,"Direct Property and Casualty Insurance Carriers","524113, 524126","""Direct Life Insurance Carriers "", ""Direct Property and Casualty Insurance Carriers ""","6311, 6321, 6331","""Life insurance"", ""Accident and health insurance"", ""Fire, marine, and casualty insurance""",63310200,"Fire, marine and casualty insurance and carriers","$161,530,859 ","225","3","$161,530,859 ","52"
"1736","The Caleb Foundation",16818,16818,"2",2009,"",NA,"","2009-07-20","",1,NA,NA,NA,"Electronic",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2009-07-20","CALEB FOUNDATION INC","Private","92-704-6359","Manufacturer","Non-Subsidiary",1992,"Headquarters","MASSACHUSETTS",531110,"Lessors of Residential Buildings and Dwellings","","","","",65130000,"Apartment building operators","$1,054,679 ","10","5","$1,054,679 ","53"
"1737","The Carolina's First Mortgage Inc",16824,16824,"1",2006,"",NA,"2006-09-14","2006-09-15","900",NA,NA,NA,NA,"STOLEN LAPTOPS, COMPUTERS, & EQUIP",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,"2006-09-15","THE CAROLINAS' FIRST MORTGAGE INC","Private","88-443-7617","Manufacturer","Non-Subsidiary",1992,"Single Location","NORTH CAROLINA",522310,"Mortgage and Nonmortgage Loan Brokers","","","","",61639904,"Mortgage brokers arranging for loans, using money of others","$507,368","6","6","$507,368","52"
"1738","The Carolina Mammography Registry",16825,16825,"3",2009,"",NA,"2009-07-25","2009-09-25","",NA,NA,NA,NA,"HACKERS/ UNAUTHORIZED, ACCESS",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,"2009-09-25",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1739","The Carolina Renaissance Festival & Artisan Marketplace",16826,16826,"2",2009,"",NA,"2009-10-26","2009-10-26","",NA,NA,NA,NA,"RELEASE/ DISPLAY OF INFO",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,"2009-10-26",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1740","The Children's Hospital League",16838,16838,"1",2010,"",NA,"","2010-10-25","",NA,NA,1,1,"Paper",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2010-10-25","THE CHRISTIAN AND MISSIONARY ALLIANCE FOUNDATION INC","Private","04-817-5442","Manufacturer","Non-Subsidiary",1967,"Headquarters","FLORIDA",531110,"Lessors of Residential Buildings and Dwellings","","","","",65139903,"Retirement hotel operation","$92,701,282 ","750","550","$103,001,424 ","53"
"1741","The Connecting Link",16867,16867,"2",2008,"",NA,"","2008-05-23","",1,NA,NA,1,"Electronic",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2008-05-23","THE CONNECTING LINK LLC","Private","55-631-4201","Manufacturer","Non-Subsidiary",0,"Single Location","CALIFORNIA",611710,"Educational Support Services","","","","",87489902,"Educational consultant","$10,611,922 ","35","35","$10,611,922 ","61"
"1742","The Dental Network",16883,16883,"2",2008,"",NA,"2008-02-20","2008-03-10, 2008-03-12","",1,NA,NA,1,"RELEASE/ DISPLAY OF INFO, Electronic",NA,"https://www.doj.nh.gov/consumer/security-breaches/documents/identity-safeguards20080310.pdf",NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,"2008-03-10","THE DENTAL NETWORK INC","Private","83-467-2693","Manufacturer","Non-Subsidiary",1993,"Single Location","MARYLAND",524114,"Direct Health and Medical Insurance Carriers","","","","",63249901,"Dental insurance","$12,394,510 ","33","33","$12,394,510 ","52"
"1743","The Gap",16913,16913,"1",2010,"",NA,"2010-08-25","2010-10-04","",NA,NA,NA,NA,"DATA THEFT BY EMPLOYEE OR, CONTRACTOR",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,"2010-10-04","THE GAP INC","Public","04-862-6915","Manufacturer","Non-Subsidiary",1969,"Headquarters","CALIFORNIA",448130,"Children's and Infants' Clothing Stores","448110, 448120, 448130, 448140, 448150","""Men's Clothing Stores "", ""Women's Clothing Stores "", ""Children's and Infants' Clothing Stores "", ""Family Clothing Stores "", ""Clothing Accessories Stores ""","5611, 5621, 5632, 5641, 5651","""Men's & boys' clothing stores"", ""Women's clothing stores"", ""Women's accessory & specialty stores"", ""Children's and infants' wear stores"", ""Family clothing stores""",56410000,"Children's and infants' wear stores","$16,383,000,000 ","135,000","2,500","$16,580,000,000 ","44"
"1744","The Gap",16913,16913,"1",2010,"",NA,"2010-08-25","2010-10-04","",NA,NA,NA,NA,"DATA THEFT BY EMPLOYEE OR, CONTRACTOR",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,"2010-10-04","THE GAP INC","Public","04-862-6915","Manufacturer","Non-Subsidiary",1969,"Headquarters","CALIFORNIA",448130,"Children's and Infants' Clothing Stores","448110, 448120, 448130, 448140, 448150","""Men's Clothing Stores "", ""Women's Clothing Stores "", ""Children's and Infants' Clothing Stores "", ""Family Clothing Stores "", ""Clothing Accessories Stores ""","5611, 5621, 5632, 5641, 5651","""Men's & boys' clothing stores"", ""Women's clothing stores"", ""Women's accessory & specialty stores"", ""Children's and infants' wear stores"", ""Family clothing stores""",56410000,"Children's and infants' wear stores","$16,383,000,000 ","135,000","2,500","$16,580,000,000 ","44"
"1745","The General Council on Finance and Administration of the United Methodist Church",16915,16915,"1",2010,"",NA,"2010-02-26","2010-04-23","",NA,NA,NA,NA,"LOST IN TRANSIT",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,"2010-04-23",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1746","The Greater Boston Food Bank",16919,16919,"2",2010,"",NA,"","2010-04-23","",NA,NA,1,NA,"Electronic",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2010-04-23","THE GREATER BOSTON FOOD BANK INC","Private","16-133-1087","Manufacturer","Non-Subsidiary",1981,"Single Location","MASSACHUSETTS",624190,"Other Individual and Family Services","","","","",83220610,"Social service center","$87,999,128 ","100","100","$87,999,128 ","62"
"1747","The Gymboree Co",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"THE GYMBOREE STORES INC","Private","60-196-6927","Manufacturer","Non-Subsidiary",2005,"Headquarters","CALIFORNIA",448130,"Children's and Infants' Clothing Stores","","","","",56410000,"Children's and infants' wear stores","$8,457,170 ","73","34","$8,457,170 ","44"
"1748","The Hartford Mutual Funds Inc",16938,16938,"1",2010,"",NA,"2010-04-01","2010-04-09","",NA,NA,NA,NA,"LOST IN TRANSIT",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,"2010-04-09","THE JACKSON STATE BANK & TRUST","Private","01-175-7593","Manufacturer","Non-Subsidiary",0,"Branch","WYOMING",522110,"Commercial Banking","","","","",60220000,"State commercial banks","$0 ","0","4","$0 ","52"
"1749","The Hartford Mutual Funds Inc",16938,16938,"1",2010,"",NA,"2010-04-01","2010-04-09","",NA,NA,NA,NA,"LOST IN TRANSIT",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,"2010-04-09","THE HARTFORD MUTUAL FUNDS INC","Public","62-499-6190","Manufacturer","Non-Subsidiary",2006,"Single Location","CONNECTICUT",525910,"Open-End Investment Funds","","","","",67220000,"Management investment, open-end","$170,000 ","2","2","$160,000 ","52"
"1750","The Heritage Group",16943,16943,"1",2008,"",NA,"2008-03-09","2008-03-19","",NA,NA,NA,NA,"STOLEN LAPTOPS, COMPUTERS, & EQUIP",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,"2008-03-19",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1751","The Home Depot Inc",16946,16946,"2",2007,"",NA,"","2007-10-05","",NA,NA,NA,NA,"",NA,"https://www.doj.nh.gov/consumer/security-breaches/documents/home-depot-20071005.pdf",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2007-10-05","THE HOME DEPOT INC","Public","07-227-1711","Manufacturer","Non-Subsidiary",1978,"Headquarters","GEORGIA",444110,"Home Centers","444110, 444120, 444130","""Home Centers "", ""Paint and Wallpaper Stores "", ""Hardware Stores ""","5211, 5231, 5251","""Lumber and other building materials"", ""Paint, glass, and wallpaper stores"", ""Hardware stores""",52110000,"Lumber and other building materials","$110,225,000,000 ","415,700","4,600","$108,203,000,000 ","44"
"1752","The Home Depot Inc",16946,16946,"2",2007,"",NA,"","2007-10-05","",NA,NA,NA,NA,"",NA,"https://www.doj.nh.gov/consumer/security-breaches/documents/home-depot-20071005.pdf",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2007-10-05","THE HOME DEPOT INC","Public","07-227-1711","Manufacturer","Non-Subsidiary",1978,"Headquarters","GEORGIA",444110,"Home Centers","444110, 444120, 444130","""Home Centers "", ""Paint and Wallpaper Stores "", ""Hardware Stores ""","5211, 5231, 5251","""Lumber and other building materials"", ""Paint, glass, and wallpaper stores"", ""Hardware stores""",52110000,"Lumber and other building materials","$110,225,000,000","415,700","4,600","$108,203,000,000","44"
"1753","The Home Depot Inc",16947,16947,"2, 1",2009,"",NA,"2009-02-06","2009-02-06, 2009-02-17","",1,NA,NA,1,"RELEASE/ DISPLAY OF INFO, Paper",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,"2009-02-06","THE HOME DEPOT INC","Public","07-227-1711","Manufacturer","Non-Subsidiary",1978,"Headquarters","GEORGIA",444110,"Home Centers","444110, 444120, 444130","""Home Centers "", ""Paint and Wallpaper Stores "", ""Hardware Stores ""","5211, 5231, 5251","""Lumber and other building materials"", ""Paint, glass, and wallpaper stores"", ""Hardware stores""",52110000,"Lumber and other building materials","$110,225,000,000 ","415,700","4,600","$108,203,000,000 ","44"
"1754","The Home Depot Inc",16947,16947,"2, 1",2009,"",NA,"2009-02-06","2009-02-06, 2009-02-17","",1,NA,NA,1,"RELEASE/ DISPLAY OF INFO, Paper",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,"2009-02-06","THE HOME DEPOT INC","Public","07-227-1711","Manufacturer","Non-Subsidiary",1978,"Headquarters","GEORGIA",444110,"Home Centers","444110, 444120, 444130","""Home Centers "", ""Paint and Wallpaper Stores "", ""Hardware Stores ""","5211, 5231, 5251","""Lumber and other building materials"", ""Paint, glass, and wallpaper stores"", ""Hardware stores""",52110000,"Lumber and other building materials","$110,225,000,000","415,700","4,600","$108,203,000,000","44"
"1755","The Home Depot Inc",16945,16945,"2",2007,"",NA,"","2007-05-02, 2007-05-24","",NA,NA,NA,NA,"",NA,"https://www.doj.nh.gov/consumer/security-breaches/documents/home-depot-20070502.pdf, https://www.doj.nh.gov/consumer/security-breaches/documents/home-depot-20070524.pdf",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2007-05-02","THE HOME DEPOT INC","Public","07-227-1711","Manufacturer","Non-Subsidiary",1978,"Headquarters","GEORGIA",444110,"Home Centers","444110, 444120, 444130","""Home Centers "", ""Paint and Wallpaper Stores "", ""Hardware Stores ""","5211, 5231, 5251","""Lumber and other building materials"", ""Paint, glass, and wallpaper stores"", ""Hardware stores""",52110000,"Lumber and other building materials","$110,225,000,000 ","415,700","4,600","$108,203,000,000 ","44"
"1756","The Home Depot Inc",16945,16945,"2",2007,"",NA,"","2007-05-02, 2007-05-24","",NA,NA,NA,NA,"",NA,"https://www.doj.nh.gov/consumer/security-breaches/documents/home-depot-20070502.pdf, https://www.doj.nh.gov/consumer/security-breaches/documents/home-depot-20070524.pdf",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2007-05-02","THE HOME DEPOT INC","Public","07-227-1711","Manufacturer","Non-Subsidiary",1978,"Headquarters","GEORGIA",444110,"Home Centers","444110, 444120, 444130","""Home Centers "", ""Paint and Wallpaper Stores "", ""Hardware Stores ""","5211, 5231, 5251","""Lumber and other building materials"", ""Paint, glass, and wallpaper stores"", ""Hardware stores""",52110000,"Lumber and other building materials","$110,225,000,000","415,700","4,600","$108,203,000,000","44"
"1757","The Horace Mann Companies",16963,16963,"2",2007,"",NA,"","2007-11-16","",1,NA,NA,NA,"Undefined",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2007-11-16",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1758","The Japan Foundation, Los Angeles",16983,16983,"3",2010,"",NA,"2010-09-18","2010-10-20","",NA,NA,NA,NA,"HACKERS/ UNAUTHORIZED, ACCESS",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,"2010-10-20","JAPAN FOUNDATION LOS ANGELES","Private","82-945-9213","Manufacturer","Non-Subsidiary",1972,"Single Location","CALIFORNIA",611699,"All Other Miscellaneous Schools and Instruction","","","","",82990200,"Educational services","$744,310 ","10","10","$744,310 ","61"
"1759","The Kolburne School Inc",16990,16990,"1",2009,"",NA,"","2009-09-02","",1,NA,NA,1,"Paper",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2009-09-02","THE KOLBURNE SCHOOL INC","Private","06-052-2562","Manufacturer","Non-Subsidiary",1947,"Single Location","MASSACHUSETTS",623990,"Other Residential Care Facilities","","","","",83610100,"Residential care for children","$306,261 ","2","2","$306,261 ","62"
"1760","The Lincoln National Life Insurance Company",17002,17002,"2",2010,"",NA,"2010-02-26","2010-07-16","",NA,NA,NA,NA,"RELEASE/ DISPLAY OF INFO",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,"2010-07-16","THE LINCOLN NATIONAL LIFE INSURANCE COMPANY","Private","00-699-6763","Manufacturer","Subsidiary",2007,"Headquarters","INDIANA",524113,"Direct Life Insurance Carriers","","","","",63110000,"Life insurance","$2,213,388,918 ","8,000","200","$2,012,171,744 ","52"
"1761","The Lincoln National Life Insurance Company",17002,17002,"2",2010,"",NA,"2010-02-26","2010-07-16","",NA,NA,NA,NA,"RELEASE/ DISPLAY OF INFO",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,"2010-07-16","THE MASSACHUSETTS GENERAL HOSPITAL","Private","07-313-0411","Manufacturer","Subsidiary",1979,"Headquarters","MASSACHUSETTS",621111,"Offices of Physicians (except Mental Health Specialists)","621111, 622110","""Offices of Physicians (except Mental Health Specialists) "", ""General Medical and Surgical Hospitals ""","8011, 8062","""Offices & clinics of medical doctors"", ""General medical & surgical hospitals""",80110000,"Offices and clinics of medical doctors","$1,787,516,019 ","10,156","3,647","$2,452,011,000 ","62"
"1762","The Lincoln National Life Insurance Company",17001,17001,"2",2010,"",NA,"2010-01-22","2010-05-17","",NA,NA,NA,NA,"RELEASE/ DISPLAY OF INFO",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,"2010-05-17","THE LINCOLN NATIONAL LIFE INSURANCE COMPANY","Private","00-699-6763","Manufacturer","Subsidiary",2007,"Headquarters","INDIANA",524113,"Direct Life Insurance Carriers","","","","",63110000,"Life insurance","$2,213,388,918 ","8,000","200","$2,012,171,744 ","52"
"1763","The Lincoln National Life Insurance Company",17001,17001,"2",2010,"",NA,"2010-01-22","2010-05-17","",NA,NA,NA,NA,"RELEASE/ DISPLAY OF INFO",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,"2010-05-17","THE MASSACHUSETTS GENERAL HOSPITAL","Private","07-313-0411","Manufacturer","Subsidiary",1979,"Headquarters","MASSACHUSETTS",621111,"Offices of Physicians (except Mental Health Specialists)","621111, 622110","""Offices of Physicians (except Mental Health Specialists) "", ""General Medical and Surgical Hospitals ""","8011, 8062","""Offices & clinics of medical doctors"", ""General medical & surgical hospitals""",80110000,"Offices and clinics of medical doctors","$1,787,516,019 ","10,156","3,647","$2,452,011,000 ","62"
