Clean Name,Company ,Address,Street Address,Cities,State,Zip Code,DUNS No
EZ Prints Inc,EZ Prints,,,,,,
Evolution Nature Corp,"Evolution Nature Corp., d/b/a The Evolution Store",,,,,,
Nova Southeastern University,Nova Southeastern University,,,,,,
St Mary's Bank,St. Mary's Bank (Supplement),,,,,,
West Publishing Corp,West Publishing Corp.,,,,,,
One Love Organics Inc,"One Love Organics, Inc.",,,,,,
MetLife Inc,Metropolitan Life Insurance Company,,,,,,
Camp Bow Wow Franchising Inc,"Camp Bow Wow Franchising, Inc.",,,,,,
Delaware River & Bay Authority,Delaware River & Bay Authority,"PO Box 71, New Castle, Delaware 19720",PO Box 71,New Castle,DE,19720,
Green Energy Training Academy,Green Energy Training Academy,,,,,,
St Mary's Bank,St. Mary's Bank,,,,,,
US Investigations Services LLC,"US Investigations Services, LLC",,,,,,
#N/A,"Alliance Workplace Solutions, LLC ",,,,,,
Duluth Pack,Duluth Pack,,,,,,
Reeves International Inc,"Reeves International, Inc. (operator of Breyer Horses website)",,,,,,
Townsend Enterprises Inc,"Townsend Enterprises, Inc., d/b/a The Sinclair Institute",,,,,,
Columbia Southern University,Columbia Southern University,,,,,,
Hampton Inn Revere,Hampton Inn Revere,,,,,,
Neiman Marcus Group Inc,Neiman Marcus,,,,,,
The Natural Online,The Natural Online,,,,,,
Cyberswim Inc,"Cyberswim, Inc.",,,,,,
Asset Marketing Services LLC,"Asset Marketing Services, LLC",,,,,,
International Dairy Queen Inc,"International Dairy Queen, Inc.",,,,,,
#N/A,"Advanced Data Processing , Inc. and its clients, City of Alexandria, Virginia and City of Alexandria Fire Dept.",,,,,,
MDU Resources Group Inc,"MDU Resources Group, Inc.",,,,,,
UIL Holdings Corp,UIL Holdings Corporation,,,,,,
UPS Store Inc,"The UPS Store, Inc.",,,,,,
#N/A,"AB Acquisition LLC, parent company of New Albertson's Inc.  (21 stores under the Shaw's banner in Maine)",,,,,,
RB Portland LLC,RB Portalnd LLC,,,,,,
"Dworken, Hillman, LaMorte & Sterczala PC","Dworken, Hillman, LaMorte & Sterczala, P.C.",,,,,,
USAA Federal Savings Bank,USAA Federal Savings Bank (The UPS Store),,,,,,
Jimmy John's Franchise LLC,Jimmy John's Franchises LLC,,,,,,
Michaels Arron Brothers Stores,Michaels Arron Brothers Stores,,,,,,
Wideners Reloading,Wideners Reloading,,,,,,
Viator Inc,Viator,,,,,,
CareCentrix Inc,Carecentrix,,,,,,
QVC Inc,"QVC, Inc.",,,,,,
Tremec,Tremec,,,,,,
Miami Beach Healthcare Group  Ltd,"Miami Beach Healthcare Group, Ltd., d/b/a Aventura Hospital & Medical Center",,,,,,
The Home Depot Inc,"The Home Depot, Inc., ",,,,,,
Yandy LLC,Yandy.com,,,,,,
California State University East Bay,"California State University, East Bay",,,,,,
Cogent Healthcare Inc,Cogent Healthcare,,,,,,
LPL Financial Holdings Inc,LPL Financial LLC,,,,,,
Clam Case LLC,ClamCase LLC,,,,,,
The Dreslyn,The Dreslyn,,,,,,
Imhoff & Associates PC,"Imhoff & Associates, P.C.",,,,,,
Ghirardelli #109,Ghirardelli #109,,,,,,
My Computer Works,My Computer Works,,,,,,
Ticher BMW Porche,Ticher BMW Porche,,,,,,
Otto Pizza,Otto Pizza,,,,,,
Geekface LLC,Geekface LLC,,,,,,
#N/A,AB Acquisition LLC,,,,,,
Harry Barker Inc,Harry Barker ,,,,,,
Freedom Management Group LLC,"Freedom Management Group, LLC d/b/a The Natural",,,,,,
Polish Falcons of America,Polish Falcons of America,,,,,,
Crothall Services Group,Crothall Services Group,,,,,,
Omega Net Inc,"Omega Net, Inc.",,,,,,
Mass General Hospital,Massachusetts General Hospital,,,,,,
Test Effects LLC,"Test Effects, LLC",,,,,,
OppenheimerFunds Inc,Oppenheimer Funds Services,,,,,,
Lasko Group Inc,"Lasko Group, Inc. (Lasko)",,,,,,
Chicago Yacht Club,Chicago Yacht Club,,,,,,
United Services Automobile Association,USAA ,,,,,,
Northern Trust Co,The Northern Trust Co.,,,,,,
Source Media Inc,"Source Media, Inc.",,,,,,
Backcountry Gear,Backcountry Gear ,,,,,,
Self Regional Healthcare,Self Regional Healthcare,,,,,,
USAA Federal Savings Bank,USAA Federal Savings Bank,,,,,,
Kaplan University,"Kaplan University,",,,,,,
Seattle University,Seattle University,,,,,,
Boomerang Tags,Boomerang Tags,,,,,,
Discount Party Supplies,Discount Party Supplies,,,,,,
Stag Arms LLC,Stag Arm LLC,,,,,,
White Lodging Services Corp,White Lodging  ,,,,,,
Vendors Exchange International,Vendors Exchange International,,,,,,
Freshology Inc,"Freshology, Inc.",,,,,,
Auburn University,"Auburn University, Auburn, AL 36849",,,,,,
Invulu Inc,"Invulu, Inc.",,,,,,
#N/A,Aecom Technology Corp,,,,,,
EndNote,EndNote,,,,,,
TotalBank,Total Bank ,,,,,,
Waynesburg University,Waynesburg University,,,,,,
Paytime Inc,"Paytime Harrisburg, Inc., d/b/a Paytime, Inc.",,,,,,
Dennis East International LLC,"Dennis East International, LLC",,,,,,
Atlantic Automotive Corp,"Atlantic Automotive Corp., d/b/a MileOne Automotive",,,,,,
Legal Sea Foods LLC,"Legal Sea Foods, LLC",,,,,,
Benjamin F. Edward & Co,Benjamin F. Edwards & Co.(BFE),,,,,,
Sterne Agee & Leach Inc,"Sterne, Agee & Leach, Inc.",,,,,,
Butler University,Butler University,,,,,,
Cowboys BBQ & Steak Co,Cowboys BBQ & Steak Co.,,,,,,
Target Corp,Target,,,,,,
Metropolitan Regional Information Systems Inc,"Metropolitan Regional Information Systems, Inc.",,,,,,
Record Assist LLC,"Record Assist, LLC",,,,,,
Montana Department of Public Health and Human Services,Montana Dept. of Public Health & Human Services; www.dphhs.mt.gov ,,,,,,
Metropolitan Companies Inc,"The Metropolitan Companies, Inc.",,,,,,
AT&T,AT&T,,,,,,
Herbaria,Herbaria,,,,,,
National Credit Adjusters LLC,National Credit Adjusters,,,,,,
Giant  Eagle Inc,"Giant Eagle, Inc.",,,,,,
Rowan Companies PLC,Rowan Companies PLC,,,,,,
AutoNation Inc,AutoNation,,,,,,
Paytime Inc,"Paytime, Inc.",,,,,,
Lowe's Companies Inc,Lowe's ,,,,,,
#N/A,Affinity Gaming,,,,,,
Precision Planting LLC,"Precision Planting, LLC",,,,,,
TechMedia Network,Techmedia Network,,,,,,
URM Stores,URM Stores,,,,,,
#N/A,American Dental Association,,,,,,
Entercom Portland LLC,"Entercom Portland, LLC",,,,,,
Gingerbread Shed Corp,Gingerbread Shed Corporation,,,,,,
UMass Memorial Health Care Inc,Umass Memorial Medical Center,,,,,,
JCM Partners LLC,"JCM Partners, LLC",,,,,,
Central City Concern,Central City Concern,,,,,,
L Brands Inc,"L. Brands, Inc. (Victoria's Secret Store)",,,,,,
NCO Financial Systems Inc,"NCO Financial Systems, Inc.",,,,,,
QVC Inc,"QVC, Inc., ",,,,,,
John Hopkins University,John Hopkins University,,,,,,
Snelling Staffing LLC,"Snelling Staffing, LLC",,,,,,
Willis North America Inc,Willis North America Inc.,,,,,,
Larsen Dental Care LLC,Larsen Dental Care,,,,,,
Michaels Stores Inc,"Michael's Stores, Inc. (including Aaron Brothers) UPDATE from 1/27/14 notice",,,,,,
Guys American Kitchen and Bar,Guys American Kitchen and Bar,,,,,,
Heartland Brewery,Heartland Brewery,,,,,,
Outdoor Network LLC,Outdoor Network LLC,,,,,,
The Clevelander Restaurant,The Clevelander Restaurant,,,,,,
LaCie USA,LaCie USA,,,,,,
Deltek Inc,"Deltek, Inc.",,,,,,
UMS,UMS,,,,,,
Cole Taylor Bank,ColeTaylorBank,,,,,,
Santander Bank NA,Santander Bank,,,,,,
RK Internet LLC,"RK Internet, LLC (Rural King)",,,,,,
RBS Citizens Financial Group Inc,"RBS Citizens Financial Group, Inc.",,,,,,
Sorenson Communications,Sorenson Communications,,,,,,
Ithaka,Ithaka,,,,,,
Human Resource Advantage,Human Resource Advantage,,,,,,
Wolf and Co PC,"Wolf and Co., P.C.",,,,,,
Auburn University,Auburn University,,,,,,
Target Corp,Target ,,,,,,
Shipyard Brewhaus II LLC,Shipyard Brewhaus II LLC,,,,,,
Oak Associates Funds,Oak Associates Funds,,,,,,
Neiman Marcus Group Inc,Neiman Marcus Group,,,,,,
Hilton Worldwide Holding Inc,Embassy Suites,,,,,,
McKenna Long & Aldrige LLP,"McKenna, Long & Aldridge, LLP",,,,,,
Maricopa County Community College District,Maricopa County Community Colleges,,,,,,
Assisted Living Concepts LLC,"Assisted Living Concepts, LLC",,,,,,
Toronto-Dominion Bank,"TD Bank, N.A.",,,,,,
Harbor Freight Tools USA Inc,Harbor Freight Tools,,,,,,
#N/A,Agon Sports,,,,,,
Comfort Direct/Thor-Lo,Comfort Direct/Thor-Lo,,,,,,
Syber Roboform Goodsync,Syber Roboform Goodsync,,,,,,
Xpres LLC,Xpress Bill Pay,,,,,,
Zevin Asset Management LLC,"Zevin Asset Management, LLC.",,,,,,
The Home Depot Inc,The Home Depot  (Update dated 3/14/14 bringing # of affected Maine residents from 40 up to 54),,,,,,
Freeman,Freeman,,,,,,
White Lodging Services Corp,"White Lodging Services Corp. (""White Lodging"")",,,,,,
Bank of the West,Bank of the West,,,,,,
#N/A,"80sTees.com, Inc. UPDATE",,,,,,
St Joseph Health System,St. Joseph Health System,,,,,,
Hospital for Special Surgery,Hospital for Special Surgery,,,,,,
State Industrial Products Corp,State Industrial,,,,,,
Michaels Stores Inc,"Michael's Stores, Inc.",,,,,,
Coca-Cola Co,The Coca Cola Company,,,,,,
Discountmugs.com,Discountmugs.com Belusa,,,,,,
Elightbulbs,Elightbulbs,,,,,,
Golf 18,Golf 18,,,,,,
Specs Liquor,Specs Liquor,,,,,,
Easton-Bell Sports Inc,"Easton-Bell Sports, Inc.",,,,,,
Update Legal,Update Legal,,,,,,
Straight Dope LLC,"Straight Dope, LLC",,,,,,
US Fund for UNICEF,U.S. Fund for UNICEF,,,,,,
T-Mobile USA Inc,T-Mobile,,,,,,
RegistratioNATION,RegistratioNATION,,,,,,
Orient-Express Hotels Ltd,"Orient Express Hotels, Ltd.",,,,,,
Tech Media,Tech Media,,,,,,
Combat Sports,Combat Sports,,,,,,
Danner,Danner,,,,,,
Classic Industries,Classic Industries,,,,,,
Long Beach Pharacy,Long Beach Pharacy,,,,,,
Sachi Japanese Steakhouse,Sachi Japanese Steakhouse,,,,,,
Smart Cover Cosmetics,Smart Cover Cosmetics,,,,,,
Massachusetts Mutual Life Insurance Co,MassMutual Financial Group,,,,,,
Hootsuite,Hootsuite,,,,,,
Mannix Marketing,"Mannix Marketing (maintains data for Saratoga Sweets, Barkeater Chocolates, Olde Bryan Inn and Coffee Planet",,,,,,
DecisionDesk Inc,"DecisionDesk, Inc.",,,,,,
EZ Yield,EZYield,,,,,,
CITGO Petroleum Corp,Citgo,,,,,,
Horizon Healthcare Services Inc,"Horizon Healthcare Services, Inc. d/b/a Horizon Blue Cross Blue Shield of NJ",,,,,,
JPMorgan Chase & Co,JPMorgan Chase & Co.,,,,,,
HSBC Bank USA NA,HSBC Bank USA N.A.,,,,,,
Maricopa County Community College District,Maricopa County Community College District,,,,,,
First Niagra,First Niagra,,,,,,
Kroll Background America Inc,"Kroll Background America, Inc. (Background checks for Marsh& McLennan Companies",,,,,,
Naito Corp,Naito Corporation,,,,,,
Drew University,Drew University,,,,,,
Branch Banking & Trust Co,Branch Banking & Trust Co.,,,,,,
Kroll Background America Inc,"Kroll Background America, Inc.",,,,,,
#N/A,101INK.COM,,,,,,
#N/A,AMAZING CLUBS,,,,,,
BLADE TECH #2,BLADE TECH #2,,,,,,
Chateau Elan Resort,CHATEAU ELAN RESORT,,,,,,
PGA NATIONAL RESORT & SPA,PGA NATIONAL RESORT & SPA,,,,,,
RUDEE TOURS,RUDEE TOURS,,,,,,
Union Township School Corp,UNIQUE VINTAGE,,,,,,
Crown Castle International Corp,Crown Castle,,,,,,
Cruises Inc,"Cruises, Inc.",,,,,,
#N/A,AHW LLC,,,,,,
DaVita HealthCare Partners Inc,DaVita HealthCare Partners,,,,,,
Maine Historical Society,Maine Historical Society,,,,,,
Harbor Freight Tools USA Inc,"Harbor Freight Tools USA, Inc.",,,,,,
Western Union Co,Western Union,,,,,,
Greene Consulting Associates LLC,"Greene Consulting Associates, LLC",,,,,,
Scotts Company LLC,"The Scotts Company, LLC / Datapak Services Corporation",,,,,,
Thrivent Financial for Lutherans,Thrivent Financial for Lutherans,,,,,,
Dun & Bradstreet Corp,Dun & Bradstreet,,,,,,
Rotech Healthcare Inc,"Rotech Healthcare, Inc.",,,,,,
Crystal & Co,Crystal & Company,,,,,,
Ouidad,Ouidad,,,,,,
Hudson Valley Community College,"Hudson Valley Community College (""HVCC"")",,,,,,
Discountmugs.com,Discountmugs.com,,,,,,
Famous Smoke Shop,Famous Smoke Shop,,,,,,
MW Online Beer & Wine,MW Online Beer & Wine,,,,,,
NBC Sports Group,NBC Sports Group,,,,,,
Holy Cross Hospital,Holy Cross Hospital,,,,,,
CSX Transportation,CSX Transportation,,,,,,
#N/A,Adobe Systems Incorp,,,,,,
Datapak Services Corp,Datapak Services Corporation,,,,,,
RT Jones Capital Equities Management Inc,"R.T. Jones Capital Equities Management, Inc.",,,,,,
Petrochem Insulation Inc,"Petrochem Insulation, Inc.",,,,,,
Total System Services Inc,"Total System Services, Inc.",,,,,,
#N/A,"Altius Education, Inc. ",,,,,,
Windhaven Investment Management Inc,Windhaven Investment Management,,,,,,
The New Teacher Project,The New Teacher Project,,,,,,
Blackwing Ostrich Meat,Blackwing Ostrich Meat,,,,,,
Powder Blue Productions,Powder Blue Productions,,,,,,
Restaurant Depot Indianapolis,Restaurant Depot Indianapolis,,,,,,
Vitamin Life 4,Vitamin Life 4,,,,,,
MFS Service Center Inc,"MFS Service Center, Inc, a subsidiary  of Mass Financial Services Co.",,,,,,
Bel USA LLC,Bel USA LLC,,,,,,
Blackhawk Consulting Group,Blackhawk Consulting Group (Provides billing services for Advocate Medical Group and Dreyer Medical Clinic,,,,,,
ODN,"ODN, ",,,,,,
Equifax Mortgage Services,"Equifax, Inc.",,,,,,
QVC Inc,QVC,,,,,,
PayJunction Inc,"PayJunction, Inc.",,,,,,
Inter-Continental Hotels Corp,Inter-Continental Hotels Corporation (ICHC),,,,,,
Midwest Supplies LLC,"Midwest Supplies, LLC",,,,,,
Osprey Packs Inc,"Osprey Packs, Inc.",,,,,,
Republic Services,Republic Services,,,,,,
#N/A,80sTees.com,,,,,,
Callaway Gardens,Callaway,,,,,,
US Concealed Carry,US Concealed Carry,,,,,,
Washington Plaza Hotel,Washington Plaza Hotel,,,,,,
#N/A,"Advoate Medical Group (""AMG"")",,,,,,
#N/A,"Ameriprise Financial, Inc",,,,,,
Shore Mortgage,Shore Mortgage,,,,,,
Exelixis Inc,"Exelixis, Inc.",,,,,,
Ferris State University,Ferris State University,,,,,,
Argotec,Argotec,,,,,,
Foundations Recovery Network LLC,Foundations Recovery Network,,,,,,
McKesson Corp,"McKesson Corporation (payroll vendor, ADP)",,,,,,
Bell Helicopter's Training Academy,Bell Helicopter (Training Academy),,,,,,
Smartphone Experts,Smartphone Experts,,,,,,
F.C. Tucker Co Inc,"F.C. Tucker Co., Inc. (Real Estate Agency in Indiana)",,,,,,
US Airways Inc,US Airways,,,,,,
Fidelity Investments,"Fidelity Investments, William Duserick, Chief Privacy Officer, 617-392-1224 (o/b/o Oracle Corporation)",,,,,,
Ruby Tuesday Inc,"Ruby Tuesday, Inc.",,,,,,
Hungtington's Disease Society of America,"Huntington's Disease Society of America (""HDSA"")",,,,,,
Automatic Data Processing Inc,US Airways third-party vendor (ADP),,,,,,
Google Inc,Go-Part.com,,,,,,
Paradise Cove Beach Café,Paradise Cove Beach Cafe,,,,,,
Schnuck Markets Inc,Schnucks #117,,,,,,
Schnuck Markets Inc,Schnucks #177,,,,,,
Schnuck Markets Inc,Schnucks #188,,,,,,
Schnuck Markets Inc,Schnucks #717,,,,,,
NYC Bike Share LLC,"NYC Bike Share, LLC",,,,,,
Sentry Insurance a Mutual Insurance Co,Sentry Insurance,,,,,,
Hyundai Motor America,Hyundai Motor America,,,,,,
Suffolk University,"Suffolk University, via its vendor Vendini, Inc.",,,,,,
Primedia Inc,"Primedia, Inc.",,,,,,
Bridgewater Associates LP,Bridgewater,,,,,,
United Parcel Service,United Parcel Service (UPS),,,,,,
Quayside Publishing Group,"Quayside Publishing Group (Qbookshop.com, Qbookshop.net, Motorbooks.com and WalterFoster.com)           .",,,,,,
Zehnders of Frankenmuth,Zehnders of Frankenmuth,,,,,,
MAPCO Express Inc / Delek US Holdings Inc,Mapco,,,,,,
Stag Arms LLC,Stag Arms LLC,,,,,,
Willie TS,Willie TS,,,,,,
Montana State University,Montana Ste University(MSU),,,,,,
Great Lakes Dredge & Dock Co,Great Lakes Dredge & Dock Co. (GLDD),,,,,,
Polaris Industries Inc,Polaris,,,,,,
Harmonix Music Systems Inc,Harmonix,,,,,,
VYC Tires Inc,"VYC Tires, Inc., d/b/a bestusedtires.com",,,,,,
#N/A,ADP (Automatic Data Processing,,,,,,
Primedia Inc,"Primedia, Inc., k/n/a RentPath, Inc.(""Primedia"")",,,,,,
Goldner Associates Inc,"Goldner Associates, Inc.",,,,,,
#N/A,3balls.com,,,,,,
Champlain College,Champlain College,,,,,,
Rosewood Hotels and Resorts LLC,"Rosewood Hotels and Resorts, LLC, Management Co. for Aansazi Hotel, LLC",,,,,,
TJG Inc,"TJG, Inc. d/b/a Target Marketing",,,,,,
Shumsky Promotional Agency,Shumsky Promotional Agency,,,,,,
Piedmont HealthCare PA,"Piedmont healthCare, P.A.",,,,,,
Bashas' Family of Stores,Bashas 015,,,,,,
Bashas' Family of Stores,Bashas 016,,,,,,
Bashas' Family of Stores,Bashas 037,,,,,,
Bashas' Family of Stores,Bashas SW #151,,,,,,
DAK 2000,DAK 2000,,,,,,
Food City #108,Food City #108,,,,,,
Haagen-Dazs #1123,Haagen-Dazs #1123,,,,,,
Laughstub LLC,Laughstub LLC,,,,,,
Mamacitas San Antonio,Mamacitas San Antonio,,,,,,
Shoplet.com,Shoplet.com,,,,,,
Stethescope.com LLC,Stethoscope.com,,,,,,
webstarts,webstarts,,,,,,
Vendini Inc,"Vendini, Inc.",,,,,,
Edgewood Centre,The Edgewood Centre,,,,,,
Knology,Knology,,,,,,
YourTel America Inc,"YourTel America, Inc.",,,,,,
PHH Corp,PHH Corporation,,,,,,
LPL Financial Holdings Inc,LPL Financial,,,,,,
HIS Inc,HIS,,,,,,
ThyssenKrupp OnlineMetals LLC,"ThyssenKrupp OnlineMetals, LLC",,,,,,
#N/A,1st National Bank of Southern California,,,,,,
WorldVentures Marketing LLC,"WorldVentures Marketing, LLC",,,,,,
"Revana, Inc & TeleTech Services, Corp.","Revana, Inc & TeleTech Services, Corp.",,,,,,
Pearl Izumi,Pearl Izumi,,,,,,
Living Social Inc,"Living Social, Inc.",,,,,,
Iron Horse Bicycle Classic,Iron Horse Bicycle Classic,,,,,,
#N/A,"Altria Group's payroll vendor (ADP, Inc.)",,,,,,
Fabric Depot Inc,Fabric Depot Inc,,,,,,
Sloppy Joes,Sloppy Joes,,,,,,
The Artists Club,The Artists Club,,,,,,
Iberdrola USA,Iberdrola USA,,,,,,
Stanley Black & Decker Inc,"Stanley Black & Decker, Inc.",,,,,,
Chapman University,Chapman University,,,,,,
Vanguard Group Inc,"The Vanguard Group, Inc.",,,,,,
Computer Sciences Corp,CSC (Computer Sciences Corporation),,,,,,
#N/A,"80sTees.com, Inc.",,,,,,
Ellison Systems Inc,"Ellison Systems, Inc. d/b/a Shoplet.com",,,,,,
Tradebe Environmental Services LLC,"Tradebe Environmental Services, LLC",,,,,,
Citigroup Inc,"Citi, Citigroup, Inc.",,,,,,
Rollins Inc,"Rollins, Inc.",,,,,,
Dead River Co,Dead River Co.,,,,,,
TLO LLC,TLO ,,,,,,
United Shore Financial Services LLC,"United Shore Financial Services, LLC",,,,,,
#N/A,"Anthem (Connextions, call center vendor for Anthem's Medicare business customer service)",,,,,,
Eighth Day Sound Systems Inc,Eighth Day Sound,,,,,,
#N/A,Access Inmate Package,,,,,,
#N/A,Applebees Clovis,,,,,,
Kor Water Inc,Kor Water Inc,,,,,,
Marthas Country Bakery,Marthas Country Bakery,,,,,,
Thread Pit Inc,Thread Pit Inc,,,,,,
Wilton Industries,Wilton Industries,,,,,,
Finish Line Inc,Finish Line,,,,,,
UConn Health,University of Connecticut Health Center,,,,,,
Innovative Beauty Inc,"Innovative Beauty Inc., the company behind French Tip Dip",,,,,,
Inova Health System,Inova Health System,,,,,,
Frontier Natural Products Co-op,Frontier Natural Products Co-op,,,,,,
Massachusetts Mutual Life Insurance Co,"MassMutual Financial Group (3rd party service provider, Convey Compliance Solutions)",,,,,,
Lyons & Lyons PC,Lyons & Lyons PC (tax preparation company),,,,,,
Rhode Island College,Rhode Island College,,,,,,
Tim Hortons Inc,Tim Hortons (one of their service providers--Computershare Trust Company of Canada),,,,,,
Cresent Healthcare Inc,"Crescent Healthcare, Inc. (A Walgreens Company)",,,,,,
#N/A,Anthony Travel Inc.,,,,,,
CT Farm Country Valubilt,CT Farm Country Valubilt,,,,,,
Global Sugar Art,Global Sugar Art,,,,,,
Hoegger Suply Inc,Hoegger Suply Inc,,,,,,
King Street Blues,King Street Blues,,,,,,
Search Bug Inc,Search Bug Inc.,,,,,,
Spring Hill,Spring Hill ,,,,,,
Talk Fusion Inc,"Talk Fusion, Inc.",,,,,,
Republic Bank & Trust Co,Republic Bank & Trust Company,,,,,,
GoDaddy.com LLC,GoDaddy.com,,,,,,
The Hershey Co,The Hershey Company,,,,,,
Crafts Americana Group Inc,Crafts Americana Group,,,,,,
Thorlo Inc,"Thorlo, Inc.",,,,,,
The Howland-Hughes Co,The Howland-Hughes Company,,,,,,
Stethescope.com LLC,Stethescope.com LLC,,,,,,
Wilton Brands LLC,"Wilton Brands, LLC ",,,,,,
McGraw-Hill Co,McGraw-Hill Companies,,,,,,
RR Donnelley,RR Donnelley and its customer United Healthcare,,,,,,
Centric Group LLC,"Centric Group, LLC",,,,,,
Oldcastle APG Inc,"Oldcastle APG, Inc.",,,,,,
