BUSINESS NAME,NOTIFICATION DOCUMENTS,START OF BREACH,END OF BREACH,DATE REPORTED,MONTANANS AFFECTED
JAG Capital Management,https://media.dojmt.gov/wp-content/uploads/General-Notice-14.pdf,4/11/2019,4/11/2019,10/25/2019,10/25/2019
Children's Minnesota,https://media.dojmt.gov/wp-content/uploads/General-Notice-15.pdf,10/1/2011,8/26/2019,10/25/2019,2
Sweetser - Data Breach,https://media.dojmt.gov/wp-content/uploads/General-Notice-16.pdf,6/24/2019,6/24/2019,10/25/2019,1
The Rural Broadband Association (NTCA),https://media.dojmt.gov/wp-content/uploads/Breach-NotificationDetails-65.pdf,4/3/2019,4/3/2019,8/23/2019,860
Colibri Group,https://media.dojmt.gov/wp-content/uploads/Breach-NotificationDetails-66.pdf,6/12/2019,6/13/2019,8/23/2019,1
Humana,https://media.dojmt.gov/wp-content/uploads/Breach-NotificationDetails-67.pdf,7/1/2019,7/1/2019,8/23/2019,1
University of New England (UNE),https://media.dojmt.gov/wp-content/uploads/Breach-NotificationDetails-68.pdf,6/20/2019,6/20/2019,19-Jul,1
Alight Solutions LLC,https://media.dojmt.gov/wp-content/uploads/Breach-NotificationDetails-69.pdf,9/22/2014,6/29/2019,8/20/2019,57
Expresso Parts,https://media.dojmt.gov/wp-content/uploads/Breach-NotificationDetails-70.pdf,6/4/2019,6/21/2019,8/20/2019,7
FireKing Security Group LLC,https://media.dojmt.gov/wp-content/uploads/Breach-NotificationDetails-71.pdf,2/18/2019,4/3/2019,8/19/2019,1
"Pelican Products, LLC",https://media.dojmt.gov/wp-content/uploads/Breach-NotificationDetails-72.pdf,6/28/2019,7/16/2019,8/16/2019,8
Virginia Gay Hospital,https://media.dojmt.gov/wp-content/uploads/Breach-NotificationDetails-73.pdf,6/18/2019,6/18/2019,8/16/2019,1
Edinboro University Student Government Association (EUSGA),https://media.dojmt.gov/wp-content/uploads/Breach-NotificationDetails-74.pdf,7/16/2019,7/16/2019,8/15/2019,2
Bayview Dental,https://media.dojmt.gov/wp-content/uploads/Breach-NotificationDetails-75.pdf,5/28/2019,7/4/2019,8/13/2019,1
Adams 12 Five Star Schools,https://media.dojmt.gov/wp-content/uploads/Breach-NotificationDetails1.pdf,2/15/2019,2/19/2019,8/9/2019,7
"Electrical Consultants, INC.",https://media.dojmt.gov/wp-content/uploads/Breach-NotificationDetails-76.pdf,5/1/2019,5/1/2019,8/7/2019,13
Capital One,https://media.dojmt.gov/wp-content/uploads/Breach-NotificationDetails-77.pdf,3/22/2019,3/23/2019,8/8/2019,585
St. Croix Hospice,https://media.dojmt.gov/wp-content/uploads/Breach-NotificationDetails-78.pdf,4/23/2019,5/11/2019,8/8/2019,7
"Aquiline Holdings, LLC",https://media.dojmt.gov/wp-content/uploads/Consumer-Notice-45.pdf,1/28/2019,1/28/2019,10/29/2019,2
BookShark LLC,https://media.dojmt.gov/wp-content/uploads/Consumer-Notice-46.pdf,3/11/2019,8/26/2019,10/25/2019,11
Central Valley Regional Center,https://media.dojmt.gov/wp-content/uploads/Consumer-Notice-47.pdf,7/25/2019,8/2/2019,10/18/2019,1
Dominion National,https://media.dojmt.gov/wp-content/uploads/Breach-NotificationDetails-79.pdf,8/25/2010,4/24/2019,6/21/2019,587
"Golden Entertainment, Inc",https://media.dojmt.gov/wp-content/uploads/Breach-NotificationDetails-80.pdf,2/26/2019,4/29/2019,8/23/2019,27
"Loeb Enterprises II, LLC",https://media.dojmt.gov/wp-content/uploads/Breach-NotifciationDetails.pdf,12/8/2017,5/17/2018,11/6/2018,2
"KMS Financial Services, Inc.",https://media.dojmt.gov/wp-content/uploads/Breach-NotificationDetails-81.pdf,9/29/2018,11/5/2018,12/3/2018,1
"U.S. Bancorp Investments, Inc (USBI)",https://media.dojmt.gov/wp-content/uploads/Breach-NotificationDetails-82.pdf,11/1/2018,11/6/2018,11/30/2018,57
The Tax Specialists,https://media.dojmt.gov/wp-content/uploads/Breach-NotificationDetails-83.pdf,10/21/2018,10/21/2018,11/23/2018,2
DC International,https://media.dojmt.gov/wp-content/uploads/Breach-NotificationDetails-84.pdf,7/20/2018,9/9/2018,11/5/2018,6
Humana,https://media.dojmt.gov/wp-content/uploads/Breach-NotificationDetails-85.pdf,12/1/2018,12/4/2018,1/3/2019,4
Cain Watters & Associates,https://media.dojmt.gov/wp-content/uploads/Breach-NotificationDetails-86.pdf,5/25/2018,6/28/2018,8/15/2018,1
Ameriprise Financial,https://media.dojmt.gov/wp-content/uploads/Breach-NotificationDetails-87.pdf,Unknown,7/24/2018,8/27/2018,1
Hammer Nutrition,https://media.dojmt.gov/wp-content/uploads/Breach-NotificationDetails-88.pdf,1/1/2018,10/31/2018,12/14/2018,516
University of Vermont Health Network (Elizabethtown Community Hospital),https://media.dojmt.gov/wp-content/uploads/Breach-NotificationDetails-89.pdf,10/9/2018,10/10/2018,12/17/2018,6
Auto Approve,https://media.dojmt.gov/wp-content/uploads/Consumer-15.pdf,9/15/2019,10/6/2019,10/28/2019,173
August University,https://media.dojmt.gov/wp-content/uploads/Breach-NotificationDetails-90.pdf,9/10/2017,9/11/2017,8/30/2018,15
Delta Dental of Illinois,https://media.dojmt.gov/wp-content/uploads/Consumer-16.pdf,8/3/2019,8/19/2019,10/28/2019,1
Wolverine Solutions Group,https://media.dojmt.gov/wp-content/uploads/Breach-NotificationDetails-91.pdf,9/23/2018,10/25/2018,12/27/2018,79
GreenStone Farm Credit Services,https://media.dojmt.gov/wp-content/uploads/Consumer-17.pdf,4/1/2019,9/25/2019,10/25/2019,2
"Sheltered Wings, Inc.",https://media.dojmt.gov/wp-content/uploads/Consumer-18.pdf,6/4/2019,6/28/2019,10/17/2019,1
"Mowery & Schoenfeld, LLC",https://media.dojmt.gov/wp-content/uploads/Consumer-19.pdf,1/1/2019,4/1/2019,10/16/2019,1
Princeton Insurance Agency,https://media.dojmt.gov/wp-content/uploads/Consumer-20.pdf,6/3/2019,6/5/2019,10/15/2019,3
Capital One,https://media.dojmt.gov/wp-content/uploads/Consumer-21.pdf,12/1/2018,4/19/2019,10/11/2019,4
The McKeogh Company,https://media.dojmt.gov/wp-content/uploads/Consumer-22.pdf,6/1/2019,6/26/2019,10/9/2019,2
Hunt Regional Healthcare,https://media.dojmt.gov/wp-content/uploads/Consumer-23.pdf,5/1/2018,5/14/2019,10/7/2019,40
Walmart,https://media.dojmt.gov/wp-content/uploads/Consumer-24.pdf,9/10/2019,9/10/2019,10/17/2019,1
Humana,https://media.dojmt.gov/wp-content/uploads/General-Notice-17.pdf,7/1/2019,7/3/2019,8/23/2019,1
"Hy-Vee, Inc.",https://media.dojmt.gov/wp-content/uploads/General-Notice-18.pdf,12/14/2018,8/2/2019,10/31/2019,39
Pennsylvania Real Estate Investment Trust,https://media.dojmt.gov/wp-content/uploads/General-Notice-19.pdf,12/8/2018,6/14/2019,11/4/2019,1
InterMed,https://media.dojmt.gov/wp-content/uploads/General-Notice-20.pdf,9/4/2019,9/6/2019,11/5/2019,5
Mutual of Omaha Bank,https://media.dojmt.gov/wp-content/uploads/General-Notice-21.pdf,9/23/2019,10/22/2019,10/22/2019,1
Northwest University,https://media.dojmt.gov/wp-content/uploads/BreachNotificationDetails.pdf,6/20/2018,6/20/2018,6/29/2018,29
Tessera Technologies Inc.,https://media.dojmt.gov/wp-content/uploads/BreachNotificationDetails-1.pdf,3/11/2019,3/15/2019,5/31/2019,1
StatLab,https://media.dojmt.gov/wp-content/uploads/Breach-Notification-Details-3.pdf,01/26/219,5/1/2019,7/1/2019,1
Orrstown Bank,https://media.dojmt.gov/wp-content/uploads/Breach-Notification-Details-4.pdf,10/3/2017,7/17/2018,8/28/2018,5
Stein Mart,https://media.dojmt.gov/wp-content/uploads/Breach-Notification-Details-5.pdf,5/19/2018,7/9/2018,9/9/2018,2
Carpenters Benefit Funds,https://media.dojmt.gov/wp-content/uploads/Breach-Notification-Details-6.pdf,4/23/2018,5/3/2018,9/10/2018,4
"Paragon Marketing Group, LLC",https://media.dojmt.gov/wp-content/uploads/Consumer-26.pdf,8/24/2019,8/24/2019,10/3/2019,1
"Barnard Construction Company, Inc.",https://media.dojmt.gov/wp-content/uploads/Consumer-27.pdf,3/25/2019,3/25/2019,11/5/2019,12
Wolff Shoe Company,https://media.dojmt.gov/wp-content/uploads/Consumer-28.pdf,3/11/2019,10/21/2019,10/31/2019,8
Pathway Bank,https://media.dojmt.gov/wp-content/uploads/Consumer-Notice-48.pdf,6/19/2019,6/19/2019,11/5/2019,1
"Amerman, Ginder & Co.",https://media.dojmt.gov/wp-content/uploads/Consumer-29.pdf,7/8/2019,7/23/2019,10/30/2019,3
Juniata College,https://media.dojmt.gov/wp-content/uploads/Consumer-Notice-49.pdf,4/12/2019,4/12/2019,11/1/2019,2
Nelnet,https://media.dojmt.gov/wp-content/uploads/Consumer-Notice-50.pdf,10/18/2019,10/18/2019,10/31/2019,1
Golden Entertainment Inc.,https://media.dojmt.gov/wp-content/uploads/CON-notif.pdf,5/30/2019,7/31/2019,11/7/2019,144
Select Health Network,https://media.dojmt.gov/wp-content/uploads/General-Notice-22.pdf,5/22/2019,6/13/2019,11/13/2019,2
Yale New Haven Health,https://media.dojmt.gov/wp-content/uploads/General-Notice-23.pdf,7/3/2019,7/17/2019,11/8/2019,1
First Aid Beauty,https://media.dojmt.gov/wp-content/uploads/Breach-Notification-Details-7.pdf,4/15/2019,10/25/2019,11/8/2019,59
Delta Dental of Arizona,https://media.dojmt.gov/wp-content/uploads/Consumer-30.pdf,7/8/2019,7/8/2019,11/8/2019,40
"Solara Medical Supplies, LLC",https://media.dojmt.gov/wp-content/uploads/Consumer-31.pdf,4/2/2019,6/20/2019,11/13/2019,351
"U.S. Xpress Enterprises, Inc.",https://media.dojmt.gov/wp-content/uploads/Consumer-32.pdf,8/8/2019,8/8/2019,11/15/2019,2
Legg Mason Global Asset Management,https://media.dojmt.gov/wp-content/uploads/General-Notice-24.pdf,9/18/2019,9/30/2019,11/18/2019,1
Macy's,https://media.dojmt.gov/wp-content/uploads/General-Notice-25.pdf,10/7/2019,10/15/2019,11/14/2019,250
Choice Cancer Care,https://media.dojmt.gov/wp-content/uploads/Consumer-Notice-51.pdf,5/1/2019,5/21/2019,11/15/2019,1
Green Roads of Florida,https://media.dojmt.gov/wp-content/uploads/Consumer-Notice-52.pdf,7/9/2019,10/9/2019,11/14/2019,109
"GFS, Inc.",https://media.dojmt.gov/wp-content/uploads/Consumer-Notice-53.pdf,8/13/2019,8/22/2019,11/13/2019,3
Beneficial State Bank,https://media.dojmt.gov/wp-content/uploads/Consumer-Notice-54.pdf,6/25/2019,6/25/2019,11/6/2019,2
Loudoun Medical Group d/b/a Comprehensive Sleep Care Center,https://media.dojmt.gov/wp-content/uploads/General-Notice-26.pdf,6/15/2019,6/19/2019,11/27/2019,2
Arthur J. Gallagher & Co.,https://media.dojmt.gov/wp-content/uploads/General-Notice-27.pdf,3/15/2019,3/15/2019,11/26/2019,130
Nespresso,https://media.dojmt.gov/wp-content/uploads/General-Notice-28.pdf,8/1/2019,11/5/2019,11/25/2019,4
Wescom Central Credit Union,https://media.dojmt.gov/wp-content/uploads/Consumer-33.pdf,5/14/2019,5/14/2019,11/19/2019,3
Drexel Medicine,https://media.dojmt.gov/wp-content/uploads/Consumer-34.pdf,6/8/2019,6/10/2019,11/22/2019,1
Blauer Manufacturing Company,https://media.dojmt.gov/wp-content/uploads/Consumer-35.pdf,9/26/2019,10/23/2019,11/22/2019,7
Ivy Rehab Network,https://media.dojmt.gov/wp-content/uploads/Consumer-36.pdf,5/1/2019,5/31/2019,11/26/2019,2
Indiana Trust and Investment Management Company,https://media.dojmt.gov/wp-content/uploads/Consumer-37.pdf,8/12/2019,8/16/2019,11/27/2019,4
Elizabeth Family Health,https://media.dojmt.gov/wp-content/uploads/General-Notice-29.pdf,9/23/2019,9/23/2019,11/22/2019,51
"Century 21 Department Stores, LLC",https://media.dojmt.gov/wp-content/uploads/General-Notice-30.pdf,8/27/2019,10/10/2019,11/21/2019,3
On the Border,https://media.dojmt.gov/wp-content/uploads/CON-On-the-Border.pdf,4/10/2019,8/10/2019,11/26/2019,Unknown
C. C. Filson Co.,https://media.dojmt.gov/wp-content/uploads/CON-Filson.pdf,9/18/2019,9/18/2019,11/18/2019,4
Disability Insurance Specialists LLC,https://media.dojmt.gov/wp-content/uploads/Consumer-38.pdf,7/9/2019,7/9/2019,12/2/2019,4
LifeMark Securities Corp.,https://media.dojmt.gov/wp-content/uploads/Consumer-Notice-55.pdf,9/4/2019,9/4/2019,11/19/2019,15
Cadence Aerospace,https://media.dojmt.gov/wp-content/uploads/Consumer-Notice-56.pdf,10/24/2019,10/24/2019,11/20/2019,2
State Bank of Lizton,https://media.dojmt.gov/wp-content/uploads/Consumer-Notice-57.pdf,8/21/2019,8/21/2019,11/22/2019,1
Nationwide Mutual Insurance Company,https://media.dojmt.gov/wp-content/uploads/Consumer-Notice-58.pdf,11/13/2019,11/13/2019,11/27/2019,1
"The UPS Store, Inc.",https://media.dojmt.gov/wp-content/uploads/Consumer-Notice-59.pdf,10/11/2019,10/22/2019,11/27/2019,2
"Choice Hotels International, Inc.",https://media.dojmt.gov/wp-content/uploads/Consumer-Notice-60.pdf,6/1/2015,11/22/2019,11/29/2019,455
Web Course Works Ltd.,https://media.dojmt.gov/wp-content/uploads/General-Notice-31.pdf,5/23/2019,10/3/2019,12/12/2019,3
"TDC Virginia Benefits & Risk Management, Inc.",https://media.dojmt.gov/wp-content/uploads/General-Notice-32.pdf,9/30/2019,9/30/2019,12/6/2019,1
Bainville School District,https://media.dojmt.gov/wp-content/uploads/Consumer-39.pdf,10/23/2019,10/23/2019,12/4/2019,120
Sunrise Community Health,,9/11/2019,11/22/2019,12/5/2019,1
glassybaby LLC,https://media.dojmt.gov/wp-content/uploads/Consumer-40.pdf,11/15/2019,11/18/2019,12/2/2019,4
"James A. Scott & Son, Inc.",https://media.dojmt.gov/wp-content/uploads/Consumer-41.pdf,2/4/2019,3/21/2019,12/10/2019,1
National Rural Health Resource Center,https://media.dojmt.gov/wp-content/uploads/Consumer-42.pdf,10/14/2019,11/12/2019,12/9/2019,2
"Woodman & Eaton, P.C.",https://media.dojmt.gov/wp-content/uploads/General-Notice-33.pdf,7/29/2019,7/31/2019,12/12/2019,2
Truman Medical Center,https://media.dojmt.gov/wp-content/uploads/Consumer-43.pdf,7/19/2019,10/29/2019,12/13/2019,8
Blue Cross Blue Shield,https://media.dojmt.gov/wp-content/uploads/Consumer-44.pdf,9/28/2019,10/22/2019,12/12/2019,54
"Hartman, Blitch & Gartside, CPA",https://media.dojmt.gov/wp-content/uploads/Consumer-Notice-61.pdf,8/11/2019,8/11/2019,12/4/2019,1
"Montana Fish, Wildlife, and Parks",https://media.dojmt.gov/wp-content/uploads/Consumer-Notice-62.pdf,11/4/2016,11/4/2016,12/5/2019,2
"Rooster Teeth Productions, LLC",https://media.dojmt.gov/wp-content/uploads/Consumer-45.pdf,12/2/2019,12/2/2019,12/17/2019,4
CoffeeAM,https://media.dojmt.gov/wp-content/uploads/Consumer-Notice-63.pdf,1/16/2019,10/2/2019,12/6/2019,79
"INTL FCStone, Inc.",https://media.dojmt.gov/wp-content/uploads/Consumer-Notice-64.pdf,5/8/2019,5/14/2019,12/10/2019,12
National Holdings Corporation,https://media.dojmt.gov/wp-content/uploads/Consumer-Notice-65.pdf,9/11/2019,9/18/2019,12/10/2019,11
Avanir Pharmaceuticals,https://media.dojmt.gov/wp-content/uploads/Consumer-Notice-66.pdf,4/17/2019,4/30/2019,12/12/2019,2
Hilltop Health Services,https://media.dojmt.gov/wp-content/uploads/Consumer-Notice-67.pdf,8/23/2019,8/23/2019,12/13/2019,1
"ShopRunner, Inc",https://media.dojmt.gov/wp-content/uploads/CON-CON-1.pdf,11/18/2019,11/18/2019,12/12/2019,7
"Life Line Screening of America, Ltd.",https://media.dojmt.gov/wp-content/uploads/General-Notice-34.pdf,8/1/2019,0831/2019,12/30/2019,39
"Pleasant Wealth, LLC.",https://media.dojmt.gov/wp-content/uploads/General-Notice-35.pdf,9/3/2019,9/3/2019,12/23/2019,3
Millennium Healthcare Group,https://media.dojmt.gov/wp-content/uploads/Consumer-Notice-68.pdf,6/14/2019,6/17/2019,12/16/2019,8
Cook Wealth Management,https://media.dojmt.gov/wp-content/uploads/General-Notice-36.pdf,9/4/2019,9/19/2019,12/20/2019,3
Zenith Global Logistics,https://media.dojmt.gov/wp-content/uploads/General-Notice-37.pdf,10/24/2019,11/18/2019,12/19/2019,2
TripleTree Holdings LLC,https://media.dojmt.gov/wp-content/uploads/Consumer-Notice-69.pdf,12/1/2019,12/1/2019,12/18/2019,1
"Vimly Benefit Solutions, LLC.",https://media.dojmt.gov/wp-content/uploads/Consumer-Notice-70.pdf,8/16/2019,8/19/2019,12/19/2019,4
SmokingPipes.com,https://media.dojmt.gov/wp-content/uploads/General-Notice-38.pdf,11/13/2019,11/18/2013,12/16/2019,1
Current Reviews for Nurse Anesthetists,https://media.dojmt.gov/wp-content/uploads/Consumer-Notice-71.pdf,10/13/2019,11/7/2019,12/5/2019,2
Children's Choice Pediatrics,https://media.dojmt.gov/wp-content/uploads/Consumer-Notice-72.pdf,10/27/2019,10/27/2019,12/16/2019,2
Baylor Genetics,https://media.dojmt.gov/wp-content/uploads/Consumer-Notice-73.pdf,10/1/2019,10/31/2019,12/24/2019,1
Aurora Water Department,https://media.dojmt.gov/wp-content/uploads/Consumer-Notice-74.pdf,8/30/2019,10/14/2019,12/30/2019,1
Sweaty Betty Limited,https://media.dojmt.gov/wp-content/uploads/General-Notice-39.pdf,11/19/2019,11/27/2019,12/13/2019,8
"H. Beck, Inc.",https://media.dojmt.gov/wp-content/uploads/General-Notice-40.pdf,11/20/2019,11/20/20019,12/3/2019,2
Legalinc Corporate Service Inc.,,12/1/2019,12/31/2019,1/15/2020,9
Louis Brisbois Bisgaard & Smith LLP,https://media.dojmt.gov/wp-content/uploads/General-Notice-43.pdf,6/11/2019,6/19/2019,1/10/2020,14
Montana Department of Labor and Industry,https://media.dojmt.gov/wp-content/uploads/CON-CON-2.pdf,5/24/2019,5/24/2019,1/15/2020,Unknown
National Education Association (NEA),https://media.dojmt.gov/wp-content/uploads/Consumer-46.pdf,11/13/2019,11/15/2019,1/21/2020,6
Moss Adams LLP,https://media.dojmt.gov/wp-content/uploads/Consumer-47.pdf,10/8/2019,10/10/2019,12/19/2019,12
"AAA Northern California, Nevada & Utah (AAA NCNU)",https://media.dojmt.gov/wp-content/uploads/Consumer-48.pdf,11/7/2019,11/7/2019,12/20/2019,3
"Jambav, Inc.",https://media.dojmt.gov/wp-content/uploads/Consumer-49.pdf,11/11/2019,11/11/2019,12/22/2019,4177
ACTIVE Network,https://media.dojmt.gov/wp-content/uploads/Consumer-50.pdf,10/1/2019,11/13/2019,12/30/2019,1
Evolucion Innovations Inc. (evo),https://media.dojmt.gov/wp-content/uploads/Consumer-51.pdf,11/8/2019,12/5/2019,12/31/2019,573
"Stripe GEP, Inc.",https://media.dojmt.gov/wp-content/uploads/Consumer-52.pdf,12/11/2019,12/11/2019,12/31/2019,4
Alomere Health,https://media.dojmt.gov/wp-content/uploads/Consumer-53.pdf,10/31/2019,11/1/2019,1/3/2020,15
"SharesPost, Inc.",https://media.dojmt.gov/wp-content/uploads/Consumer-54.pdf,9/6/2019,9/18/2019,12/20/2019,20
"Swift Financial, LLC",https://media.dojmt.gov/wp-content/uploads/Consumer-55.pdf,11/4/2019,11/6/2019,1/10/2020,1
"City of Port Orange, Florida",https://media.dojmt.gov/wp-content/uploads/Consumer-56.pdf,8/27/2019,10/26/2019,1/10/2020,1
Viking Partners LLC,https://media.dojmt.gov/wp-content/uploads/Consumer-58.pdf,11/6/2019,11/6/2019,1/16/2020,1
"J.D. England Management, Inc.",https://media.dojmt.gov/wp-content/uploads/Consumer-59.pdf,8/31/2019,9/1/2019,1/17/2020,160
Spectrum Healthcare Partners,https://media.dojmt.gov/wp-content/uploads/General-Notice-44.pdf,11/5/2019,11/14/2019,1/13/2020,3
American Outdoor Brands Corporation,https://media.dojmt.gov/wp-content/uploads/General-Notice-45.pdf,11/27/2019,12/3/2019,1/9/2020,1
AmeriSave Mortgage Corporation,https://media.dojmt.gov/wp-content/uploads/General-Notice-46.pdf,10/1/2019,11/30/2019,1/3/2020,8
"Vivo Capital, LLC",https://media.dojmt.gov/wp-content/uploads/General-Notice-47.pdf,7/16/2019,8/6/2019,1/3/2020,1
Cargolux Airlines International,https://media.dojmt.gov/wp-content/uploads/General-Notice-48.pdf,10/17/2019,10/19/2019,12/6/2019,5
North Park University,https://media.dojmt.gov/wp-content/uploads/Breach-NotificationDetails-92.pdf,8/8/2019,9/5/2019,12/30/2019,3
Bristol Industries LLC,https://media.dojmt.gov/wp-content/uploads/Breach-NotificationDetails-93.pdf,4/23/2019,9/26/2019,12/31/2019,3
HelloTech,https://media.dojmt.gov/wp-content/uploads/Breach-NotificationDetails-94.pdf,11/15/2019,11/15/2019,12/13/2019,6
Treloar & Heisel,https://media.dojmt.gov/wp-content/uploads/Breach-NotificationDetails-95.pdf,5/1/2019,5/31/2019,1/9/2020,37
Decron Properties Corporation,https://media.dojmt.gov/wp-content/uploads/Breach-NotificationDetails-97.pdf,4/28/2019,4/28/2019,1/14/2020,1
Hanna Andersson LLC,https://media.dojmt.gov/wp-content/uploads/Breach-NotificationDetails-98.pdf,9/16/2019,11/11/2019,1/15/2020,559
Hallier Benefit Advisors,https://media.dojmt.gov/wp-content/uploads/Breach-NotificationDetails-99.pdf,9/29/2019,9/26/2019,1/15/2020,1
Braintrust Software LLC dba The Braintrust Consulting Group,https://media.dojmt.gov/wp-content/uploads/CON-CON-3.pdf,10/21/2019,11/8/2019,1/15/2020,1
"Wawa, Inc",https://media.dojmt.gov/wp-content/uploads/CON-CON-4.pdf,3/4/2019,12/12/2019,12/19/2019,Unknown
"Sioux City, Iowa",https://media.dojmt.gov/wp-content/uploads/CON-CON-CON.pdf,8/26/2019,9/18/2019,1/17/2020,Unknown
nbkc bank,https://media.dojmt.gov/wp-content/uploads/Breach-NotificationDetails-100.pdf,5/24/2019,8/11/2019,1/17/2020,7
Heritage Insurance Service,https://media.dojmt.gov/wp-content/uploads/Breach-NotificationDetails-101.pdf,5/24/2019,6/19/2019,1/17/2020,1
"The UPS Store, Inc.",https://media.dojmt.gov/wp-content/uploads/Breach-NotificationDetails-102.pdf,9/29/2019,1/13/2020,1/20/2020,70
The Center for Neurological and Neurodevelopmental Health,https://media.dojmt.gov/wp-content/uploads/Breach-NotificationDetails-103.pdf,10/7/2019,11/22/2019,1/21/2020,1
"Sunshine Behavioral Health Group, LLC",https://media.dojmt.gov/wp-content/uploads/Breach-NotificationDetails-104.pdf,9/4/2019,11/14/2019,1/21/2020,21
"Travel Tripper, LLC",https://media.dojmt.gov/wp-content/uploads/Breach-NotificationDetails-105.pdf,10/15/2019,10/22/2019,1/24/2020,4
Advanced Care Hospital of Montana,https://media.dojmt.gov/wp-content/uploads/Breach-NotificationDetails-106.pdf,7/1/2019,7/31/2019,1/24/2020,17
"Massey Services, Inc.",https://media.dojmt.gov/wp-content/uploads/Breach-NotificationDetails-107.pdf,12/6/2019,12/18/2019,1/24/2020,24
