Respondent,Notification Sent,Breach Occurred,IN Affected,Total Affected,Status/Disposition
Rhys Vineyards,6/18/2015,4/1/2015,12,3765,Closed
Rite Aid Corporation,9/22/2015,8/20/2014,149,,Open
"River Valley Resources, Inc.",7/16/2015,7/9/2015,104,104,Closed
"Roche Diagnostics Operations, Inc.",12/23/2014,2/1/2014,34,129,Closed
"Rombauer Vineyards, Inc.",6/11/2015,5/1/2015,24,16373,Closed
Rosegate Village LLC,1/21/2015,1/7/2015,74,74,Closed
Round Pond Estate,6/18/2015,4/1/2015,88,15512,Closed
Roundpoint Mortgage Servicing Corporation,6/9/2015,1/30/2015,,,Closed
Salin Bank and Trust Company,6/25/2015,,0,1,Closed
Salin Bank and Trust Company,6/25/2015,,25,25,Closed
"Sally Beauty Holdings, Inc.",5/28/2015,3/6/2015,62610,3637798,Open
Salt Lake County,10/9/2015,6/18/2015,3,13516,Closed
"Samela, Inc. d/b/a NorthShore Care Supply",10/8/2015,6/7/2015,184,9029,Closed
SAS Safety Corp.,12/24/2015,9/23/2015,4,173,Closed
SaveandVaultStore.com,5/21/2015,3/20/2015,2,200,Closed
"Schlage Lock Company, LLC",10/13/2015,9/23/2015,1010,3309,Closed
"Schlage Lock Company, LLC",10/9/2015,,2,6,Closed
"Scottrade Financial Services, Inc.",9/25/2015,7/1/2015,16,812,Closed
"Scottrade, Inc.",10/1/2015,,105152,4.6 million,Closed
Seattle Chocolates Company,11/16/2015,9/29/2015,4,285,Closed
Select Comfort,2/27/2015,1/23/2015,3,237,Closed
Shell Vacations Club,3/6/2015,1/6/2015,93,35235,Closed
"Shore Power, Inc.",7/29/2015,4/23/2015,1,41,Closed
"Signator Investors, Inc.",4/28/2015,3/13/2015,4,,Closed
Signorello Estate,6/18/2015,4/1/2015,9,3234,Closed
Silverado Vineyards,6/18/2015,4/1/2015,27,6188,Closed
Six Red Marbles,12/23/2014,,5,757,Closed
Smoothie King,6/22/2015,6/3/2015,1,804,Closed
"SMS Hospitality, LLC",8/7/2015,5/28/2015,5,,Closed
Soo Co-op Credit Union,1/14/2015,12/15/2014,2,,Closed
South University,10/29/2015,,1,350,Closed
Southern New Hampshire Medical Center,2/20/2015,1/30/2015,2,453,Closed
Spring Mountain Vineyard,6/18/2015,4/1/2015,38,5961,Closed
"Springstone, Inc.",12/17/2014,10/31/2014,31,111,Closed
"SRI, Inc.",4/2/2015,12/1/2014,5393,9386,Closed
"St. Mary's Health, Inc.",3/5/2015,12/3/2014,1299,1398,Closed
"St. Mary's Health, Inc.",6/8/2015,4/21/2015,1,1,Closed
"St. Mary's Health, Inc.",11/16/2015,4/2/2015,1,1,Closed
"St. Vincent Hospital and Health Care Center, Inc.",1/29/2015,12/3/2014,2,2,Closed
"St. Vincent Hospital and Health Care Center, Inc.",3/27/2015,12/3/2014,3,3,Closed
"St. Vincent Hospital and Health Care Center, Inc.",7/10/2015,6/22/2015,1,1,Closed
"St. Vincent Hospital and Health Care Center, Inc.",9/3/2015,8/5/2015,1,1,Closed
"St. Vincent Medical Group, Inc.",4/10/2015,12/3/2014,32,32,Closed
"St. Vincent Medical Group, Inc.",7/15/2015,6/16/2015,4,4,Closed
"St. Vincent Salem Hospital, Inc.",2/5/2015,12/3/2014,2,2,Closed
State Farm Insurance Companies,6/15/2015,6/8/2015,,34,Closed
State Farm Insurance Companies,7/21/2015,4/15/2015,2,,Closed
State Farm Insurance Companies,11/24/2015,9/3/2015,1,1,Closed
State Farm Insurance Companies,12/15/2015,10/26/2015,27,3074,Closed
SterlingBackCheck,7/31/2015,5/29/2015,,,Open
STILETTO Solutions,10/28/2015,9/16/2015,207,,Closed
Stoner Bunting Advertising,10/27/2015,8/21/2015,2,259,Closed
Streets of New York,10/2/2015,9/1/2015,4,250,Closed
"Suburban Lung Associates, S.C.",4/14/2015,2/13/2015,27,,Closed
Summers Estate Wines,6/18/2015,4/1/2015,22,2149,Closed
"Sunquest Information Systems, Inc.",8/26/2015,7/27/2015,1,2101,Closed
"Sweaty Bands, LLC",4/16/2015,3/14/2015,6,312,Closed
"Sykes Enterprises, Inc.",8/7/2015,5/29/2015,1,462,Closed
"Syncreon North America, Inc.",11/24/2015,11/5/2015,10,394,Closed
"Take Care Health Systems, LLC",2/24/2015,1/26/2015,6,,Closed
"Tamron USA, Inc.",2/17/2015,1/29/2015,20,,Closed
Teachers Credit Union,3/30/2015,3/19/2015,2,2,Closed
Teachers Credit Union,4/1/2015,7/21/2014,224,247,Closed
Teachers Credit Union,5/29/2015,5/21/2015,2,2,Closed
Teachers Credit Union,6/1/2015,4/1/2015,17,17,Closed
"Ternes Indiana, Inc.",12/2/2015,11/25/2015,51,51,Closed
The Goodyear Tire & Rubber Company,3/20/2015,1/31/2015,1,6,Closed
The Law Office of Jon P. Yormick Co. LPA,7/31/2015,6/13/2015,1,40,Closed
The Lifetime Healthcare Companies,9/9/2015,12/23/2013,,,Open
The Lincoln National Life Insurance Company,5/19/2015,4/16/2015,1,1,Closed
"The Online Traffic School, Inc.",7/29/2015,7/5/2015,94,,Closed
The Painted Turtle,3/5/2015,12/1/2013,3,,Closed
"The Pennsylvania State University, College of Engineering",5/18/2015,9/1/2012,86,17933,Closed
The Prudential Insurance Company of America,2/25/2015,1/3/2015,4,,Closed
"The Vanguard Group, Inc.",3/19/2015,1/9/2015,1,3,Closed
"The Vanguard Group, Inc.",12/23/2015,8/7/2015,1,1,Closed
"The Vanguard Group, Inc.",12/23/2015,8/7/2015,1,1,Closed
The Vineyard House Winery,6/18/2015,4/1/2015,2,710,Closed
The Wendy's Company,3/3/2015,3/3/2015,,,Closed
"Thomas Nelson Community College of the Virginia
Community College System",12/18/2015,12/8/2015,1,232,Closed
"Time Warner, Inc.",2/19/2015,1/28/2015,1,102,Closed
"T-Mobile USA, Inc. / Experian",10/1/2015,9/14/2015,224467,15.1 million,Open
Totally Promotional,7/29/2015,,5,219,Closed
Totally Promotional,8/17/2015,6/23/2015,84,3113,Closed
Toyota Motor Credit Corporation,12/14/2015,8/5/2015,133,9542,Open
Transamerica Premier Life Insurance Company,12/19/2014,11/5/2014,1,1,Closed
"Tremco, Inc.",7/29/2015,6/17/2015,106,3796,Closed
Trump Hotel Collection,9/25/2015,5/19/2014,27,,Closed
Trustmark Mutual Holding Company,6/23/2015,5/13/2015,277,29089,Closed
TuneCore,12/11/2015,11/17/2015,206,,Closed
Turley Wine Cellars,6/18/2015,4/1/2015,88,7159,Closed
"Turner, Mark",2/26/2015,12/29/2014,1,2153,Closed
U.S. HealthWorks,5/29/2015,4/22/2015,163,3698,Closed
"Uber Technologies, Inc.",2/26/2015,5/13/2014,480,48979,Closed
UCLA Health,7/17/2015,9/21/2014,1677,4500000,Closed
UMass Memorial Medical Group,1/30/2015,1/7/2014,2,14100,Closed
"Union Associated Physicians Clinic, LLC",9/3/2015,8/1/2015,2,2,Closed
Union Hospital,10/13/2015,9/30/2015,1,1,Closed
"Union Hospital, Inc.",5/5/2015,3/24/2015,1,1,Closed
"United Rentals, Inc.",3/18/2015,,,,Closed
"United Student Aid Funds, Inc.",11/2/2015,10/2/2015,2,23,Closed
"United Student Aid Funds, Inc.",7/15/2015,6/8/2015,7,7,Closed
"Unity Recovery Group, Inc.",5/26/2015,4/1/2014,10,750,Closed
Univ.of Chicago Medical Center,2/25/2015,12/25/2014,48,2040,Closed
University of Indianapolis,4/16/2015,3/23/2015,3,5,Closed
Utah Food Bank,8/25/2015,10/8/2013,4,10339,Closed
"Valplast Supply Services, Inc.",12/23/2014,10/29/2014,18,938,Closed
"ValuTeachers, Inc.",2/13/2015,2/2/2015,2,1337,Closed
Vesta Property Management,12/15/2015,10/27/2015,2,1360,Closed
Vibra Hospital of Northwestern Indiana,4/29/2015,12/15/2014,1,2,Closed
Vibra Hospital of Northwestern Indiana,8/28/2015,8/3/2015,42,44,Closed
Viewpoint,8/28/2015,7/9/2015,1,651,Closed
Volcano Corporation,6/9/2015,5/21/2015,1,72,Closed
"Voya Financial Partners, LLC",4/17/2015,1/28/2015,13,23,Closed
Voya Retirement Insurance and Annuity Company,4/15/2015,4/8/2015,1,21,Closed
Wabash Collge,12/21/2015,12/2/2015,22,49,Closed
"Warner Bros. Distributing, Inc.",12/15/2015,11/15/2015,1,12,Closed
Warrick County Prosecutor,2/26/2015,3/1/2014,,,Closed
Web.com,8/18/2015,,965,,Closed
WeyerhaeuserCompany,3/31/2015,5/1/2014,1717,,Closed
White Lodging Services Corporation,4/10/2015,,,,Open
Wilderness at the Smokies,12/17/2015,2/18/2015,,,Open
Wilderness Hotel and Golf Resort,11/23/2015,3/9/2015,,,Closed
"William Cole Vineyards, LLC",6/18/2015,4/1/2015,9,1052,Closed
"William L. Thomason, APC",7/21/2015,6/29/2015,1,693,Closed
"Woodbury Financial Services, Inc.",7/24/2015,5/28/2015,1,404,Closed
"YapStone, Inc.",9/11/2015,7/1/2014,1228,182463,Open
YMCA of Greater Pittsburgh,7/23/2015,6/7/2015,1,285,Closed
"YP Holdings, LLC",5/15/2015,,117,7540,Closed
80'stees.com,,,,,Closed
"AB Acquisition, LLC",8/15/2014,6/22/2014,,,Closed
"AB Acquisition, LLC",9/29/2014,8/27/2014,,,Closed
ABM Parking Services,7/3/2014,2/7/2014,1,,Closed
ABM Parking Services,12/12/2014,9/29/2014,,,Closed
"Accurate Background, Inc.",3/21/2014,2/28/2014,1,,Closed
"Acosta, Inc.",12/12/2014,11/10/2014,3716,,Closed
"Advanced Data Processing, Inc.",10/8/2014,,3,,Closed
AECOM Technology,7/3/2014,5/15/2014,241,,Closed
Affinity Gaming,5/19/2014,12/7/2013,,,Closed
AFLAC,1/15/2014,11/25/2013,1,,Closed
Alaska Communications Systems,2/20/2014,1/27/2014,5,,Closed
"Alliance Workplace Solutions, LLC",10/23/2014,9/19/2014,2226,,Closed
Allianz Life Insurance Company of North America,4/11/2014,4/1/2013,15,,Closed
Allianz Life Insurance Company of North America,9/10/2014,2/18/2014,1,,Closed
Allstate Insurance Company,10/31/2014,8/15/2014,1,,Closed
American Athletic Conference,10/30/2014,9/1/2013,8,,Closed
American Dental Association,5/7/2014,4/30/2014,2,,Closed
American Health Information Management Assoc.,4/2/2014,9/1/2013,3,,Closed
"American Health Network, Inc",10/21/2014,10/16/2014,1,,Closed
American National Insurance Company,2/14/2014,9/1/2013,3,,Closed
American Public University System,7/18/2014,6/30/2014,1,,Closed
American Residential Communities Management Services,1/29/2014,1/17/2014,4,,Closed
"American Residuals and Talent, Inc.",12/2/2014,10/18/2014,92,,Closed
Ameriprise Financial,5/15/2014,4/30/2014,1,,Closed
"Ameriprise Financial, Inc",9/4/2014,,4,,Closed
AMResorts,12/15/2014,5/1/2014,10,,Closed
"Anderson & Murison, Inc.",8/7/2014,6/1/2014,7,,Closed
AON Hewitt,7/17/2014,3/1/2013,4,,Closed
"Apex Systems, Inc.",1/15/2014,12/1/2013,1,,Closed
"APi Group, Inc.",12/5/2014,11/17/2014,68,,Closed
"Ascena Retail Group, Inc.",12/17/2014,10/10/2014,8,,Closed
"Ascensus, Inc",6/16/2014,6/5/2014,12,,Closed
"Aspire, Inc.",11/26/2014,11/7/2014,1474,,Open
"Asset Marketing Services, LLC",10/14/2014,9/18/2014,46,,Closed
Assisted Living Concepts,2/26/2014,12/14/2013,5394,,Closed
AT&T,6/3/2014,1/1/2013,1,,Closed
AT&T,6/10/2014,4/9/2014,1,,Closed
AT&T,6/18/2014,10/1/2013,1,,Closed
AT&T,10/2/2014,8/5/2014,8,,Closed
Atlantic Automotive Corp. d/b/a MileOne Automotive,6/24/2014,3/5/2014,57,,Closed
Auburn University,3/19/2014,10/21/2013,39,,Closed
"Aunt Martha's Youth Service Center, Inc.",12/17/2014,11/10/2014,22,,Closed
"AutoNation, Inc.",5/26/2014,3/5/2014,42,,Closed
"Ayres Carr & Sullivan, P.C.",1/22/2014,1/10/2014,16,,Closed
Backcountry Gear,7/28/2014,4/27/2014,72,,Closed
Backcountry Gear,10/22/2014,10/11/2014,2,,Closed
"Baker Hughes, Incorporated",12/1/2014,11/3/2014,1,,Closed
Bank of the West,2/5/2014,,23,,Closed
Banner Health Network,3/5/2014,2/21/2014,7,,Closed
Barry University,12/27/2013,5/14/2013,12,,Closed
Bartell Hotels,9/12/2014,2/16/2014,75,,Closed
"bebe Stores, Inc.",12/5/2014,11/8/2014,316,,Closed
Benefit Express Services,10/28/2014,9/4/2014,1,,Closed
Benjamin F. Edwards & Co.,6/27/2014,5/24/2014,273,,Closed
Big East Conference,11/25/2014,8/1/2013,6,,Open
"Blue Cross and Blue Shield of Kansas City, Inc.",4/16/2014,8/16/2013,1,,Closed
Blue Cross Blue Shield of Michigan,4/23/2014,3/13/2014,41,,Closed
Blue Cross Blue Shield of Michigan,7/18/2014,2/1/2014,1,,Closed
BlueZebra Sports,11/19/2014,,70,,Open
BMV,12/30/2013,12/20/2013,1,,Closed
BMV,12/31/2013,12/19/2013,1,,Closed
BMV,4/3/2014,4/2/2014,3,,Closed
BMV,4/16/2014,3/22/2014,2,,Closed
BMV,4/22/2014,4/15/2014,1,,Closed
BMV,6/12/2014,6/9/2014,1,,Closed
BMV,8/5/2014,7/30/2014,3,,Closed
BMV,9/16/2014,9/13/2014,1,,Closed
BNSF Railway Company,10/14/2014,9/17/2014,1,,Closed
Boersma Bros. LLC d/b/a DutchWear,12/22/2014,11/7/2014,12,,Closed
BolderImage Company,12/22/2014,10/24/2014,6,,Closed
Bommerang Tags,4/25/2014,7/4/2013,456,,Closed
Booking B.V.,9/18/2014,6/6/2014,1,,Closed
Bright House Networks,5/12/2014,12/29/2013,31,,Closed
Butler University,6/13/2014,11/1/2013,"64,181",,Closed
"California State University, East Bay",9/5/2014,8/23/2013,1,,Closed
"Calypso St. Barth, Inc.",11/26/2014,10/9/2014,5,,Closed
"Camp Bow Wow Franchising, Inc.",10/19/2014,9/7/2014,4,,Closed
Catamaran,2/7/2014,12/26/2013,11,,Closed
"CBI Operations, LLC d/b/a Chatham Bars Inn",8/20/2014,3/20/2014,20,,Closed
CCS Medical,11/10/2014,9/1/2014,5,,Closed
Cedars-??Sinai Health Systems,9/10/2014,6/23/2014,2,,Closed
Center for Computer Resources,5/28/2014,4/14/2014,38,,Closed
Central City Concern,4/28/2014,,23,,Closed
CenturyLink,5/28/2014,12/27/2013,75,,Closed
"Channelwood Mortgage, Inc.",1/21/2014,12/22/2013,314,,Closed
Chicago Yacht Club,7/31/2014,,,,Closed
Chicago Yacht Club,7/31/2014,4/26/2014,20,,Closed
Cigna Group Insurance,6/17/2014,5/15/2014,1,,Closed
"Citibank, N.A.",4/2/2014,10/30/2013,1,,Closed
"Citibank, N.A.",7/3/2014,6/7/2014,1,,Closed
"City of Crossville, TN",4/2/2014,9/1/2013,8,,Closed
"ClamCase, LLC",8/28/2014,4/18/2014,186,,Closed
Clay County Hospital,12/12/2014,11/2/2014,73,,Closed
Columbia Southern University,10/20/2014,9/18/2014,48,,Closed
Columbus Regional Health Physicians,4/30/2014,4/29/2014,1,,Closed
Columbus Regional Health Physicians,5/9/2014,5/2/2014,1,,Closed
Columbus Regional Health Physicians,11/19/2014,11/13/2014,1,,Closed
Columbus Regional Health Physicians d/b/a PromptMed,10/28/2014,10/14/2014,1,,Closed
Columbus Regional health Physicians d/b/a Southern Indiana Heart & Vascular,10/29/2014,10/1/2014,1,,Closed
Columbus Regional Hospital,1/21/2014,11/27/2013,0,,Closed
Community Health Network,4/18/2014,2/27/2014,10,,Closed
Community Health Network,6/12/2014,5/21/2014,1,,Closed
Community Health Network,11/10/2014,10/11/2014,1,,Closed
Community Health Network,11/21/2014,10/15/2014,1,,Closed
Community Health Network,12/11/2014,11/21/2014,1,,Closed
Community Health Network,12/19/2014,12/2/2014,46,,Closed
Community Health Systems Professional Services Corp.,,,,,Open
Community Mental Health Center,8/13/2014,7/24/2014,1,,Closed
Complete Medical Homecare,1/21/2014,12/12/2013,38,,Closed
"Conference USA, Inc.",11/24/2014,,6,,Open
Continental American Insurance Company,1/2/2014,11/15/2013,2,,Closed
Control Concepts Corporation,10/24/2014,10/3/2014,2,,Closed
CoreLogic SafeRent,6/4/2014,,4,,Closed
Cottage Health System,,,,,Closed
Crothall Services Group,8/4/2014,7/1/2014,17,,Closed
"Cultivian Ventures, LLC",11/17/2014,9/30/2014,5,,Closed
"Cyberswim, Inc.",10/14/2014,5/12/2014,431,,Closed
David Stanley Dodge,6/13/2014,,6,,Closed
"DaVita HealthCare Partners, Avon Dialysis",6/6/2014,5/30/2014,1,,Closed
Deaconess Comp. Center,6/11/2014,6/4/2014,10,,Closed
Deaconess Comp. Center,10/8/2014,8/8/2014,1,,Closed
"Deaconess Hospital, Inc.",3/11/2014,1/7/2014,1,,Closed
Deaconess Urgent Care-??COMP Center,6/3/2014,4/7/2014,1,,Closed
DeKalb Health,3/7/2014,2/9/2014,41,,Closed
Delaware River & Bay Authority,10/17/2014,9/20/2013,,,Closed
Delivery2Go,1/28/2014,10/1/2013,372,,Closed
Deltek's GovWin IQ,4/10/2014,7/3/2013,54,,Closed
"Diatherix Laboratories, Inc.",8/7/2014,9/24/2011,5,,Closed
Direct Learning Systems,10/27/2014,7/13/2014,27,,Closed
DirecTV,3/28/2014,1/1/2014,12,,Closed
"Dixon Hughes Goodman, LLP",9/23/2014,,1,,Closed
Duke Energy Corporation,4/10/2014,3/24/2014,1,,Closed
Duluth Pack,10/24/2014,9/27/2014,2,,Closed
Eastern Alliance Insurance Group,7/8/2014,6/13/2014,1,,Closed
"Easton-??Bell Sports, Inc.",1/17/2014,12/1/2013,88,,Closed
"Entercom Portland, LLC",5/9/2014,2/28/2014,9,,Closed
"Equifax, Incorp.",3/3/2014,4/1/2013,28,,Closed
eScreen,3/7/2014,10/29/2013,62,,Closed
Evolution Nature Corp. d/b/a The Evolution Store,10/9/2014,,,,Closed
Exam One,5/22/2014,3/25/2014,1,,Closed
Exam One,6/16/2014,4/26/2014,1,,Closed
Exam One,8/5/2014,6/23/2014,1,,Closed
Exam One,10/22/2014,9/17/2014,2,,Closed
Exam One,11/5/2014,9/18/2014,1,,Closed
Experian,1/7/2014,12/19/2013,3,,Closed
Experian,5/22/2014,5/14/2014,4,,Closed
Experian,7/21/2014,4/15/2014,38,,Closed
Experian,9/26/2014,8/29/2014,17,,Closed
Experian,10/20/2014,10/9/2014,5,,Closed
Experian,10/22/2014,10/13/2014,9,,Closed
Experian,11/3/2014,10/20/2014,6,,Closed
Experian,11/20/2014,11/8/2014,1,,Closed
Experian,,,,,Open
"EZ Prints, Inc./A CafePress Subsidiary",11/11/2014,9/22/2014,29,,Closed
Fairway Independent Mortgage Corporation,11/21/2014,7/1/2014,247,,Closed
Fidelity,6/12/2014,7/1/2013,1792,,Closed
Fidelity Investments,5/6/2014,3/27/2014,1,,Closed
Fidelity Investments,5/12/2014,1/27/2014,2,,Closed
Fidelity Investments,5/12/2014,3/18/2014,1,,Closed
Fidelity Investments,6/26/2014,6/13/2014,3,,Closed
Financial Center Federal Credit Union,12/8/2014,12/2/2014,2,,Closed
"Flinn Scientific, Inc.",10/1/2014,5/2/2014,74,,Closed
Focus on Surety LLC,1/9/2014,1/1/2013,11,,Closed
"Franciscan Alliance, Inc.",6/13/2014,4/28/2014,4,,Closed
Franciscan St. Francis Health,5/30/2014,4/28/2014,3,,Closed
Franciscan St. Francis Health,10/20/2014,,1,,Closed
"Freedom Management Group, LLC d/b/a The Natural",8/13/2014,4/22/2014,118,,Closed
"Freshology, Inc.",7/15/2014,,1,,Closed
FSSA,2/4/2014,2/3/2014,1,,Closed
FSSA,2/6/2014,,32,,Closed
FSSA,2/28/2014,2/28/2014,12,,Closed
FSSA,3/13/2014,3/10/2014,1,,Closed
FSSA,3/19/2014,3/13/2014,4,,Closed
FSSA,3/27/2014,3/21/2014,5,,Closed
FSSA,3/31/2014,3/28/2014,7,,Closed
FSSA,5/19/2014,5/7/2014,2,,Closed
FSSA,6/23/2014,6/9/2014,1,,Closed
FSSA,10/23/2014,10/13/2014,3,,Closed
FSSA,11/12/2014,11/12/2014,1,,Closed
FSSA,11/21/2014,11/20/2014,1,,Closed
FSSA,11/25/2014,11/18/2014,1,,Closed
FSSA,12/10/2014,12/9/2014,1,,Closed
FSSA,12/18/2014,11/10/2014,1,,Closed
FSSA,12/19/2014,12/16/2014,1,,Closed
"Fujifilm North America Corporation, Graphi Systems Division",2/14/2014,10/21/2013,2,,Closed
"Fujifilm North America Corporation, Graphi Systems Division",3/5/2014,1/14/2014,2,,Closed
"Geekface, LLC",8/24/2014,8/5/2014,23,,Closed
Genworth,10/7/2014,9/13/2014,1,,Closed
"Giant Eagle, Inc.",6/13/2014,5/24/2014,9,,Closed
Gingerbread Shed Corporation,5/7/2014,11/25/2013,122,,Closed
"Godiva Chocolatier, Inc.",11/26/2014,10/16/2014,384,,Closed
Goodwill of Southern Indiana,9/2/2014,2/10/2013,,,Open
"Greenleaf Book Group, LLC",1/29/2014,1/18/2014,4,,Closed
GuideStone Financial Resources of the Southern Baptist Convention,2/24/2014,11/7/2013,31,,Closed
Hanover Foods Corporation,5/21/2014,4/7/2014,38,,Closed
Harbor Freight Tools USA INC,12/11/2014,11/13/2014,1,,Closed
Harry Barker,8/9/2014,5/22/2014,19,,Closed
Heartland Bank,9/5/2014,7/30/2014,7,,Closed
Highlands-??Cashiers Hospital,11/26/2014,5/1/2012,45,,Closed
Holiday Motel,12/4/2014,12/1/2013,16,,Closed
"Houstonian Hotel, Club and Spa",7/9/2014,12/28/2013,11,,Closed
"HRB Tax Group, Inc.",2/10/2014,1/11/2014,161,,Closed
"Hubbard-??Bert, Inc.",5/13/2014,4/24/2014,6,,Closed
Humana,5/23/2014,4/4/2014,1,,Closed
IDEM,3/20/2014,12/9/2013,3,,Closed
IDEM,3/31/2014,9/24/2007,1,,Closed
IDEM,4/2/2014,9/13/2007,1,,Closed
IDEM,5/1/2014,3/19/2014,1,,Closed
IDEM,5/29/2014,8/18/2007,1,,Closed
IDEM,9/30/2014,10/15/2007,1,,Closed
"Imhoff and Associates, P.C.",8/26/2014,6/27/2014,87,,Closed
Indiana Department of Insurance,4/2/2014,3/24/2014,33,,Closed
Indiana Department of Revenue,1/21/2014,1/9/2014,1,,Closed
Indiana Department of Revenue,11/12/2014,,0,,Closed
Indiana Department of Workforce Development,1/30/2014,1/23/2014,1,,Closed
Indiana Department of Workforce Development,9/15/2014,9/10/2014,21,,Closed
Indiana Public Retirement System,10/23/2014,9/22/2014,1,,Closed
Indiana University,2/25/2014,4/1/2013,112394,,Closed
"Indiana University Health Ball Memorial Hospital, Inc.",2/3/2014,,61,,Closed
Indianapolis Art Center,12/11/2014,12/3/2014,128,,Closed
"International Ag Insurance Solutions, LLC",6/30/2014,5/15/2014,3,,Closed
"International Dairy Queen, Inc.",10/9/2014,,,,Open
"Invulu, Inc.",7/3/2014,6/15/2014,3,,Closed
J.M. Smucker Company,2/27/2014,12/23/2013,431,,Closed
Jackson National Life Insurance Company,3/14/2014,1/22/2014,7,,Closed
"JCM Partners, LLC",4/24/2014,,38,,Closed
Jersey City Medical Center,8/6/2014,6/16/2014,1,,Closed
"Jimmy John's Franchises, LLC",8/28/2014,6/16/2014,,,Open
John Hopkins University,4/24/2014,3/19/2014,6,,Closed
JP Morgan Chase,,,,,Closed
"Kahn, Dees, Donovan & Kahn, LLP",10/31/2014,10/23/2014,1,,Closed
Kaplan University,7/9/2014,,9,,Closed
KentuckyOne Health,3/28/2014,,1,,Closed
"Kforce, Inc.",10/1/2014,9/26/2014,4,,Closed
Kimpton Hotels and Restaurants,6/2/2014,4/2/2014,1,,Closed
"Kindred Rehab Services, Inc.",8/20/2014,7/22/2014,14,,Closed
Kindred Transitional Care and Rehabilitation-??Eagle Creek,9/30/2014,,1,,Closed
Kindred Transitional Care and Rehabilitation-??Eagle Creek,10/3/2014,8/15/2014,1,,Closed
KMart,,,,,Closed
"LA Leasing, Inc. d/b/a Sedona Staffing",11/18/2014,,8,,Closed
LaCie USA,4/11/2014,3/27/2013,249,,Closed
"Lasko Group, Inc.",7/30/2014,10/27/2011,303,,Closed
"Legal Sea Foods, LLC",6/20/2014,1/1/2014,40,,Closed
"Logos Management Software, LLC",3/27/2014,1/14/2014,27,,Closed
"Lowe's Companies, Inc",5/19/2014,7/9/2013,933,,Closed
LPL Financial,5/4/2014,,1,,Closed
LPL Financial,7/24/2014,7/14/2014,1,,Closed
LPL Financial,9/9/2014,2/24/2014,4,,Closed
"Maschino, Hudelson & Associates",5/8/2014,4/2/2014,7,,Closed
McKendree University,3/25/2014,1/24/2014,19,,Closed
McKenna Long & Aldridge,2/28/2014,11/28/2013,2,,Closed
"MemberClicks, Inc. d/b/a Moolah Payments",11/20/2014,10/24/2014,4,,Closed
"Mercer HR Services, LLC",5/8/2014,4/1/2014,3,,Closed
Merral Lewis Family Practice,1/28/2014,1/22/2014,1,,Closed
Methodist Hospital,4/15/2014,6/26/2012,10,,Closed
Metropolitan Community College,9/19/2014,5/17/2014,1,,Closed
"Michaels Stores, Inc.",1/27/2014,,,,Closed
Michigan Commercial Insurance Mutual,1/31/2014,1/1/2012,2,,Closed
"Midwest Orthopaedic Center, S.C.",7/23/2014,12/1/2013,1,,Closed
Modern Gun School,10/27/2014,10/19/2014,9,,Closed
Montana Department of Public Health and Human Services,6/23/2014,7/1/2013,510,,Closed
Moody's Corporation,11/17/2014,10/15/2014,1,,Closed
Mutual of Omaha Insurance Company,4/30/2014,4/8/2014,1,,Closed
MyMatrixx,1/29/2014,1/1/2012,9,,Closed
National Credit Adjusters,6/5/2014,,45,,Closed
NationStar Mortgage LLC,8/15/2014,6/18/2014,1,,Closed
NationStar Mortgage LLC,11/26/2014,9/17/2014,25,,Closed
"Nationwide Financial Services, Inc.",10/27/2014,9/22/2014,1,,Closed
"NCO Financial Systems, Inc.",4/22/2014,3/29/2014,10,,Closed
"Neiman Marcus Group, Inc.",1/25/2014,,2595,,Open
Nielsen Company,2/4/2014,12/1/2013,13,,Closed
"North American Midway Entertainment, LLC",1/16/2014,1/13/2014,0,,Closed
Northern Trust Company,7/29/2014,5/17/2014,30470,,Closed
