Org Name,Original Text,Reported Date,URL
Venture Logistics,"Venture Logistics, December 06, 2016 ",12/6/2016,https://www.doj.nh.gov/consumer/security-breaches/documents/venture-logistics-20161206.pdf
Veolia North America,"Veolia North America, March 23, 2017 ",3/23/2017,https://www.doj.nh.gov/consumer/security-breaches/documents/veolia-north-america-20170323.pdf
Vera Bradley,"Vera Bradley, October 12, 2016 ",10/12/2016,https://www.doj.nh.gov/consumer/security-breaches/documents/vera-bradley-20161012.pdf
Verc Enterprises Inc,"Verc Enterprises Inc, January 27, 2017 ",1/27/2017,https://www.doj.nh.gov/consumer/security-breaches/documents/verc-enterprises-20170127.pdf
VeriSign,"VeriSign, July 27, 2007 ",7/27/2007,https://www.doj.nh.gov/consumer/security-breaches/documents/veri-sign-20070727.pdf
Verizon,"Verizon, April 22, 2008 ",4/22/2008,https://www.doj.nh.gov/consumer/security-breaches/documents/verizon-20080422.pdf
Verizon Media,"Verizon Media, October 7, 2019 ",10/7/2019,https://www.doj.nh.gov/consumer/security-breaches/documents/verizon-media-20191007.pdf
Vermont State Employees Credit Union,"Vermont State Employees Credit Union, October 23, 2012 ",10/23/2012,https://www.doj.nh.gov/consumer/security-breaches/documents/vermont-credit-union-20121023.pdf
Vernon Sales Promotion,"Vernon Sales Promotion, October 12, 2009 ",10/12/2009,https://www.doj.nh.gov/consumer/security-breaches/documents/vernon-sales-20091012.pdf
Verso Paper Corp,"Verso Paper Corp, September 28, 2009 ",9/28/2009,https://www.doj.nh.gov/consumer/security-breaches/documents/verso-paper-20090928.pdf
Vertex Wireless,"Vertex Wireless, March 15, 2017 ",3/15/2017,https://www.doj.nh.gov/consumer/security-breaches/documents/vertex-wireless-20170315.pdf
Veterans of Foreign Wars of the U.S. (VFW),"Veterans of Foreign Wars of the U.S. (VFW), April 11, 2014 ",4/11/2014,https://www.doj.nh.gov/consumer/security-breaches/documents/veterans-foreign-wars-20140411.pdf
VF Outlet Inc,"VF Outlet Inc, September 27, 2016 ",9/27/2016,https://www.doj.nh.gov/consumer/security-breaches/documents/vf-outlet-20160927.pdf
Viator,"Viator, September 22, 2014 ",9/22/2014,https://www.doj.nh.gov/consumer/security-breaches/documents/viator-20140922.pdf
Vibram USA Inc,"Vibram USA Inc, August 05, 2014 ",8/5/2014,https://www.doj.nh.gov/consumer/security-breaches/documents/vibram-usa-20140805.pdf
Victoria Independent School District,"Victoria Independent School District, April 10, 2018 ",4/10/2018,https://www.doj.nh.gov/consumer/security-breaches/documents/victoria-independent-school-20180410.pdf
Victoria's Secret (L Brands Inc),"Victoria's Secret (L Brands Inc), April 23, 2014 ",4/23/2014,https://www.doj.nh.gov/consumer/security-breaches/documents/victorias-secret-20140423.pdf
Viewpoint Inc dba Viewpoint Construction Software,"Viewpoint Inc dba Viewpoint Construction Software, August 28, 2015 ",8/28/2015,https://www.doj.nh.gov/consumer/security-breaches/documents/viewpoint-20150828.pdf
Virgin America,"Virgin America, July 26, 2017 ",7/26/2017,https://www.doj.nh.gov/consumer/security-breaches/documents/virgin-america-20170726.pdf
Virginia Gay Hospital,"Virginia Gay Hospital, August 26, 2019 ",8/26/2019,https://www.doj.nh.gov/consumer/security-breaches/documents/virginia-gay-hospital-20190826.pdf
Virginia Wesleyan College,"Virginia Wesleyan College, February 28, 2017 ",2/28/2017,https://www.doj.nh.gov/consumer/security-breaches/documents/virginia-wesleyan-20170228.pdf
Virtual Radiologic Professionals LLC,"Virtual Radiologic Professionals LLC, November 14, 2011 ",11/14/2011,https://www.doj.nh.gov/consumer/security-breaches/documents/virtual-radiologic-20111114.pdf
Visionworks,"Visionworks, November 11, 2014 ",11/11/2014,https://www.doj.nh.gov/consumer/security-breaches/documents/visionworks-20141111.pdf
Vista Autism Services,"Vista Autism Services, May 15, 2019 ",5/15/2019,https://www.doj.nh.gov/consumer/security-breaches/documents/vista-autism-services-20190515.pdf
Vitagene Inc,"Vitagene Inc, August 6, 2019 ",8/6/2019,https://www.doj.nh.gov/consumer/security-breaches/documents/vitagene-20190806.pdf
Viyet LLC DBA Sotheby's Home,"Viyet LLC DBA Sotheby's Home, December 03, 2018 ",12/3/2018,https://www.doj.nh.gov/consumer/security-breaches/documents/viyet-sothebys-20181205.pdf
Volcano,"Volcano, April 17, 2019 ",4/17/2019,https://www.doj.nh.gov/consumer/security-breaches/documents/volcano-20190417.pdf
Volcano,"Volcano, June 09, 2015 ",6/9/2015,https://www.doj.nh.gov/consumer/security-breaches/documents/volcano-20150609.pdf
Volt Information Sciences Inc,"Volt Information Sciences Inc, February 19, 2019 ",2/19/2019,https://www.doj.nh.gov/consumer/security-breaches/documents/volt-information-sciences-20190219.pdf
Vonage,"Vonage, December 23, 2008 ",12/23/2008,https://www.doj.nh.gov/consumer/security-breaches/documents/vonage-20081223.pdf
Voxant,"Voxant, August 31, 2007 ",8/31/2007,https://www.doj.nh.gov/consumer/security-breaches/documents/voxant-20070831.pdf
VT Group,"VT Group, March 03, 2017 ",3/3/2017,https://www.doj.nh.gov/consumer/security-breaches/documents/vt-group-20170303.pdf
VWSE Productions LLC,"VWSE Productions LLC, March 15, 2017 ",3/15/2017,https://www.doj.nh.gov/consumer/security-breaches/documents/vwse-20170315.pdf
VYC Tires Inc,"VYC Tires Inc, June 11, 2013 ",6/11/2013,https://www.doj.nh.gov/consumer/security-breaches/documents/vyc-tires-20130611.pdf
Wackenhut,"Wackenhut, December 09, 2010 ",12/9/2010,https://www.doj.nh.gov/consumer/security-breaches/documents/wackenhut-20101209.pdf
Walgreen Co.,"Walgreen Co., June 01, 2018 ",6/1/2018,https://www.doj.nh.gov/consumer/security-breaches/documents/walgreen-20180601.pdf
Wallboard Supply Company,"Wallboard Supply Company, February 11, 2013 ",2/11/2013,https://www.doj.nh.gov/consumer/security-breaches/documents/wallboard-supply-20130211.pdf
Waller & Associates Inc,"Waller & Associates Inc, June 29, 2018 ",6/29/2018,https://www.doj.nh.gov/consumer/security-breaches/documents/waller-20180629.pdf
Walsh Pharmacy,"Walsh Pharmacy, August 04, 2010 ",8/4/2010,https://www.doj.nh.gov/consumer/security-breaches/documents/walsh-pharmacy-20100804.pdf
Walters and Mason Retail Inc,"Walters and Mason Retail Inc, December 04, 2018 ",12/4/2018,https://www.doj.nh.gov/consumer/security-breaches/documents/walters-mason-20181205.pdf
WaMu Investments Inc,"WaMu Investments Inc, April 30, 2009 ",4/30/2009,https://www.doj.nh.gov/consumer/security-breaches/documents/wamu-investments-20090430.pdf
Warby Parker,"Warby Parker, December 24, 2018 ",12/24/2018,https://www.doj.nh.gov/consumer/security-breaches/documents/warby-parker-20181224.pdf
Warner Pacific College,"Warner Pacific College, January 19, 2011 ",1/19/2011,https://www.doj.nh.gov/consumer/security-breaches/documents/warner-pacific-college-20110119.pdf
Warren County Community College,"Warren County Community College, November 01, 2011 ",11/1/2011,https://www.doj.nh.gov/consumer/security-breaches/documents/warren-college-20111101.pdf
Washington State University,"Washington State University, June 22, 2017 ",6/22/2017,https://www.doj.nh.gov/consumer/security-breaches/documents/washington-state-university-20170622.pdf
Washington State University,"Washington State University, June 09, 2017 ",6/9/2017,https://www.doj.nh.gov/consumer/security-breaches/documents/washington-state-university-20170609.pdf
Washington University School of Medicine,"Washington University School of Medicine, March 24, 2017 ",3/24/2017,https://www.doj.nh.gov/consumer/security-breaches/documents/washington-university-20170324.pdf
Washington University in St. Louis,"Washington University in St. Louis, March 15, 2012 ",3/15/2012,https://www.doj.nh.gov/consumer/security-breaches/documents/washington-university-20120315.pdf
Waste Management,"Waste Management, April 03, 2007 ",4/3/2007,https://www.doj.nh.gov/consumer/security-breaches/documents/waste-management-20070403.pdf
Wausau MedMal Management Services LLC,"Wausau MedMal Management Services LLC, January 28, 2019  ",1/28/2019,https://www.doj.nh.gov/consumer/security-breaches/documents/wausau-medmal-20190128.pdf
W.C. Ralston Architects,"W.C. Ralston Architects, August 16, 2016 ",8/16/2016,https://www.doj.nh.gov/consumer/security-breaches/documents/wc-ralston-architects-20160816.pdf
Weaver & Tidwell LLP,"Weaver & Tidwell LLP, February 09, 2018 ",2/9/2018,https://www.doj.nh.gov/consumer/security-breaches/documents/weaver-tidwell-20180209.pdf
Weekends Only Inc,"Weekends Only Inc, March 03, 2017 ",3/3/2017,https://www.doj.nh.gov/consumer/security-breaches/documents/weekends-only-20170303.pdf
WEI Mortgage LLC,"WEI Mortgage LLC, April 23, 2018 ",4/23/2018,https://www.doj.nh.gov/consumer/security-breaches/documents/wei-mortgage-20180423.pdf
WEI Mortgage LLC,"WEI Mortgage LLC, January 03, 2018 ",1/3/2018,https://www.doj.nh.gov/consumer/security-breaches/documents/wei-mortgage-20180103.pdf
WEI Mortgage LLC,"WEI Mortgage LLC, December 08, 2017 ",12/8/2017,https://www.doj.nh.gov/consumer/security-breaches/documents/wei-mortgage-20171208.pdf
Weibrecht Law,"Weibrecht Law, October 09, 2018 ",10/9/2018,https://www.doj.nh.gov/consumer/security-breaches/documents/weibrecht-law-20181009.pdf
Weichert Co.,"Weichert Co., June 11, 2018 ",6/11/2018,https://www.doj.nh.gov/consumer/security-breaches/documents/weichert-20180611.pdf
Welders Supply Company,"Welders Supply Company, January 10, 2019 ",1/10/2019,https://www.doj.nh.gov/consumer/security-breaches/documents/welders-supply-20190110.pdf
Welk Resort Group ,"Welk Resort Group , February 22, 2019 ",2/22/2019,https://www.doj.nh.gov/consumer/security-breaches/documents/welk-resort-20190222.pdf
Welk Resort Group,"Welk Resort Group, July 25, 2018 ",7/25/2018,https://www.doj.nh.gov/consumer/security-breaches/documents/welk-20180725.pdf
Wellington Village of,"Wellington Village of, July 05, 2018 ",7/5/2018,https://www.doj.nh.gov/consumer/security-breaches/documents/wellington-village-20180705.pdf
Wells Fargo Bank,"Wells Fargo Bank, July 31, 2008 ",7/31/2008,https://www.doj.nh.gov/consumer/security-breaches/documents/wells-fargo-20080731.pdf
Wells Fargo Bank,"Wells Fargo Bank, May 16, 2008 ",5/16/2008,https://www.doj.nh.gov/consumer/security-breaches/documents/wells-fargo-20080516.pdf
Wells Real Estate Funds,"Wells Real Estate Funds, November 05, 2008 ",11/5/2008,https://www.doj.nh.gov/consumer/security-breaches/documents/wells-real-estate-20081105.pdf
Wendy's,"Wendy's, July 05, 2016 ",7/5/2016,https://www.doj.nh.gov/consumer/security-breaches/documents/wendys-20160705.pdf
Wendy's,"Wendy's, March 26, 2015 ",3/26/2015,https://www.doj.nh.gov/consumer/security-breaches/documents/wendys-20150326.pdf
Wendy's,"Wendy's, March 03, 2015 ",3/3/2015,https://www.doj.nh.gov/consumer/security-breaches/documents/wendys-20150303.pdf
Wendy's,"Wendy's, January 29, 2008 ",1/29/2008,https://www.doj.nh.gov/consumer/security-breaches/documents/wendys-20080129.pdf
Wendy's,"Wendy's, December 21, 2007 ",12/21/2007,https://www.doj.nh.gov/consumer/security-breaches/documents/wendys-20071221.pdf
Wentworth Douglass Hospital,"Wentworth Douglass Hospital, August 02, 2012 ",8/2/2012,https://www.doj.nh.gov/consumer/security-breaches/documents/wentworth-douglass-20120802.pdf
Wentworth Institute of Technology,"Wentworth Institute of Technology, February 04, 2011 ",2/4/2011,https://www.doj.nh.gov/consumer/security-breaches/documents/wentworth-institute-20110204.pdf
Wesleyan College,"Wesleyan College, May 03, 2017 ",5/3/2017,https://www.doj.nh.gov/consumer/security-breaches/documents/wesleyan-college-20170503.pdf
West Creek Financial Inc,"West Creek Financial Inc, March 22, 2018 ",3/22/2018,https://www.doj.nh.gov/consumer/security-breaches/documents/west-creek-financial-20180322.pdf
West Music Company,"West Music Company, March 03, 2017 ",3/3/2017,https://www.doj.nh.gov/consumer/security-breaches/documents/west-music-20170303.pdf
West Music Inc,"West Music Inc, October 13, 2017 ",10/13/2017,https://www.doj.nh.gov/consumer/security-breaches/documents/west-music-20171013.pdf
West Publishing Corporation,"West Publishing Corporation, November 03, 2014 ",11/3/2014,https://www.doj.nh.gov/consumer/security-breaches/documents/west-publishing-20141103.pdf
Western Michigan University,"Western Michigan University, December 22, 2009 ",12/22/2009,https://www.doj.nh.gov/consumer/security-breaches/documents/western-michigan-university-2091222.pdf
Western Technical College,"Western Technical College, March 22, 2019 ",3/22/2019,https://www.doj.nh.gov/consumer/security-breaches/documents/western-technical-college-20190322.pdf
Western Union Company The,"Western Union Company The, October 29, 2013 ",10/29/2013,https://www.doj.nh.gov/consumer/security-breaches/documents/western-union-20131029.pdf
Western University of Health Sciences,"Western University of Health Sciences, December 18, 2012 ",12/18/2012,https://www.doj.nh.gov/consumer/security-breaches/documents/western-university-health-20121218.pdf
Westminster Ingleside King Farm Presbyterian Retirement Communities Inc,"Westminster Ingleside King Farm Presbyterian Retirement Communities Inc, January 19, 2018 ",1/19/2018,https://www.doj.nh.gov/consumer/security-breaches/documents/westminster-ingleside-20180119.pdf
Weyerhaeuser,"Weyerhaeuser, April 02, 2015 ",4/2/2015,https://www.doj.nh.gov/consumer/security-breaches/documents/weyerhaeuser-20150402.pdf
Wheeler & Associates CPA,"Wheeler & Associates CPA, March 08, 2011 ",3/8/2011,https://www.doj.nh.gov/consumer/security-breaches/documents/wheeler-cpa-20110308.pdf
Wheeler & Egger CPAs LLC,"Wheeler & Egger CPAs LLC, September 11, 2016 ",9/11/2016,https://www.doj.nh.gov/consumer/security-breaches/documents/wheeler-egger-20160911.pdf
White Lodging Services Corporation,"White Lodging Services Corporation, February 06, 2014 ",2/6/2014,https://www.doj.nh.gov/consumer/security-breaches/documents/white-lodging-services-20140206.pdf
Whitehall Hotel,"Whitehall Hotel, November 10, 2017 ",11/10/2017,https://www.doj.nh.gov/consumer/security-breaches/documents/whitehall-hotel-20171110.pdf
Whiting-Turner Contracting Company The,"Whiting-Turner Contracting Company The, April 06, 2016 ",4/6/2016,https://www.doj.nh.gov/consumer/security-breaches/documents/whiting-turner-20160406.pdf
Whitinger & Company LLC,"Whitinger & Company LLC, July 19, 2017 ",7/19/2017,https://www.doj.nh.gov/consumer/security-breaches/documents/whitinger-20170719.pdf
Whole Foods Market,"Whole Foods Market, November 01, 2018  ",11/1/2018,https://www.doj.nh.gov/consumer/security-breaches/documents/whole-foods-20181101.pdf
Whole Foods Market,"Whole Foods Market, October 20, 2017 ",10/20/2017,https://www.doj.nh.gov/consumer/security-breaches/documents/whole-foods-20171020.pdf
Wilbraham Lawler & Buba PC,"Wilbraham Lawler & Buba PC, November 03, 2017 ",11/3/2017,https://www.doj.nh.gov/consumer/security-breaches/documents/wilbraham-lawler-buba-20171103.pdf
Wild Maney & Resnick LLP,"Wild Maney & Resnick LLP, April 21, 2017 ",4/21/2017,https://www.doj.nh.gov/consumer/security-breaches/documents/wild-maney-resnick-20170421.pdf
William Cole Vineyards LLC,"William Cole Vineyards LLC, June 19, 2015 ",6/19/2015,https://www.doj.nh.gov/consumer/security-breaches/documents/william-cole-vineyards-20150619.pdf
Williams College,"Williams College, October 30, 2009 ",10/30/2009,https://www.doj.nh.gov/consumer/security-breaches/documents/williams-college-20091030.pdf
Williams-Sonoma Inc (WSI),"Williams-Sonoma Inc (WSI), August 30, 2018 ",8/30/2018,https://www.doj.nh.gov/consumer/security-breaches/documents/williams-sonoma-20180830.pdf
Williamson John D. CPA,"Williamson John D. CPA, February 27, 2017 ",2/27/2017,https://www.doj.nh.gov/consumer/security-breaches/documents/williamson-john-20170227.pdf
Willis North America Inc,"Willis North America Inc, April 17, 2014 ",4/17/2014,https://www.doj.nh.gov/consumer/security-breaches/documents/willis-north-america-20140417.pdf
