Name of Organization,Notification Sent,Breach Occurred,IN Affected,Total Affected
TamronUSAInc-Breach Notification,2/17/2015,1/29/2015,20,
TeachersCreditUnion-Breach Notification,6/1/2015,4/1/2015,17,17
TeachersCreditUnion-Breach Notification,3/30/2015,3/19/2015,2,2
TeachersCreditUnion-Breach Notification,4/1/2015,7/21/2014,224,247
TeachersCreditUnion-Breach Notification,5/29/2015,5/21/2015,2,2
TernesIndianaInc,12/2/2015,11/25/2015,51,51
TheGoodyearTireRubberCompany,3/20/2015,1/31/2015,1,6
TheLawOfficeofJonPYormickCoLPA,7/31/2015,6/13/2015,1,40
TheLifetimeHealthcareCompanies,9/9/2015,12/23/2013,,
TheLincolnNationalLifeInsuranceCompany,6/18/2015,9/1/2012,20,485
TheLincolnNationalLifeInsuranceCompany,5/19/2015,4/16/2015,1,1
TheOnlineTrafficSchoolInc,7/29/2015,7/5/2015,94,
ThePaintedTurtle-Breach Notification,3/5/2015,12/1/2013,3,
ThePennsylvaniaStateUniversityCollegeofEngineering,5/18/2015,9/1/2012,86,17933
ThePrudentialInsuranceCompanyofAmerica-Breach Notification,2/25/2015,1/3/2015,4,
TheVanguardGroupInc,12/23/2015,8/7/2015,1,1
TheVanguardGroupInc,12/23/2015,8/7/2015,1,1
TheVanguardGroupInc,3/19/2015,1/9/2015,1,3
TheVineyardHouseWinery,6/18/2015,4/1/2015,2,710
TheWendy'sCompany-Breach Notification,3/3/2015,3/3/2015,,
"ThomasNelsonCommunityCollegeoftheVirginiaCommunityCollegeS
ystem",12/18/2015,12/8/2015,1,232
TimeWarnerInc-Breach Notification,2/19/2015,1/28/2015,1,102
T-MobileUSAInc,10/1/2015,9/14/2015,224467,15.1 million
TotallyPromotional,7/29/2015,,5,219
TotallyPromotional,8/17/2015,6/23/2015,84,3113
ToyotaMotorCreditCorporation,12/14/2015,8/5/2015,133,9542
TransamericaPremierLifeInsuranceCompany-Breach Notification,12/19/2014,11/5/2014,1,1
"Tremco, Inc.",7/29/2015,6/17/2015,106,3796
TrumpHotelCollection,9/25/2015,5/19/2014,27,
TrustmarkMutualHoldingCompany,6/23/2015,5/13/2015,277,29089
TuneCore,12/11/2015,11/17/2015,206,
TurleyWineCellars,6/18/2015,4/1/2015,88,7159
UberTechnologiesInc-Breach Notification,2/26/2015,5/13/2014,480,48979
UCLAHealth,7/17/2015,9/21/2014,1677,4500000
UMassMemorialMedicalGroup-Breach Notification,1/30/2015,1/7/2014,2,14100
Union Hospital,10/13/2015,9/30/2015,1,1
UnionAssociatedPhysiciansClinicLLC,9/3/2015,8/1/2015,2,2
UnionHospitalInc,5/5/2015,3/24/2015,1,1
UnitedRentalsInc,3/18/2015,,,
UnitedStudentAidFundsInc,11/2/2015,10/2/2015,2,23
UnitedStudentAidFundsInc-BreachNotification,7/15/2015,6/8/2015,7,7
UnityRecoveryGroupInc,5/26/2015,4/1/2014,10,750
UniversityofIndianapolis,4/16/2015,3/23/2015,3,5
UnivofChicagoMedicalCenter-Breach Notification,2/25/2015,12/25/2014,48,2040
USHealthWorks,5/29/2015,4/22/2015,163,3698
UtahFoodBank,8/25/2015,10/8/2013,4,10339
ValplastSupplyServicesInc-Breach Notification,12/23/2014,10/29/2014,18,938
ValuTeachersInc-Breach Notification,2/13/2015,2/2/2015,2,1337
VestaPropertyManagement,12/15/2015,10/27/2015,2,1360
VibraHospitalofNorthwesternIndiana,4/29/2015,12/15/2014,1,2
VibraHospitalofNorthwesternIndiana,8/28/2015,8/3/2015,42,44
Viewpoint,8/28/2015,7/9/2015,1,651
VolcanoCorporation,6/9/2015,5/21/2015,1,72
VoyaFinancialPartnersLLC,4/17/2015,1/28/2015,13,23
VoyaRetirementInsuranceandAnnuityCompany,4/15/2015,4/8/2015,1,21
WabashCollge,12/21/2015,12/2/2015,22,49
WarnerBrosDistributingInc,12/15/2015,11/15/2015,1,12
WarrickCountyProsecutor-Breach Notification,2/26/2015,3/1/2014,,
Web.com,8/18/2015,,965,
Weyerhaeuser Company,3/31/2015,5/1/2014,1717,
WhiteLodgingServicesCorporation,4/10/2015,,,
WildernessattheSmokies,12/17/2015,2/18/2015,,
WildernessHotelandGolfResort,11/23/2015,3/9/2015,,
WilliamColeVineyardsLLC,6/18/2015,4/1/2015,9,1052
WilliamLThomasonAPC,7/21/2015,6/29/2015,1,693
WoodburyFinancialServicesInc,7/24/2015,5/28/2015,1,404
YapStoneInc,9/11/2015,7/1/2014,1228,182463
YMCAofGreaterPittsburgh,7/23/2015,6/7/2015,1,285
YPHoldingsLLC,5/15/2015,,117,7540
80'steescom,,,,
ABAcquisitionLLC,9/29/2014,8/27/2014,,
ABAcquisitionLLC,8/15/2014,6/22/2014,,
ABMParkingServices,12/12/2014,9/29/2014,,
ABMParkingServicesInc,7/3/2014,2/7/2014,1,
AccurateBackgroundInc,3/21/2014,2/28/2014,1,139
AcostaInc,12/12/2014,11/10/2014,3716,218160
AdvancedDataProcessingInc,10/8/2014,,3,
AECOMTechnology,7/3/2014,5/15/2014,241,
AffinityGaming-SecurityBreach,5/19/2014,12/7/2013,,
AFLAC,1/15/2014,11/25/2013,1,1
AlaskaCommunicationsSystems,2/20/2014,1/27/2014,5,3711
AllianceWorkplaceSolutionsLLC,10/23/2014,9/19/2014,2226,9876
AllianzLifeInsuranceCompanyofNorthAmerica,9/10/2014,2/18/2014,1,1
AllianzLifeInsuranceCoofNorthAmerica,4/11/2014,4/1/2013,15,681
AllstateInsuranceCompany-SecurityBreach,10/31/2014,8/15/2014,1,1
AmericanAthleticConference,10/30/2014,9/1/2013,8,282
AmericanDentalAssociation,5/7/2014,4/30/2014,2,19
AmericanHealthInformationManagementAssoc,4/2/2014,9/1/2013,3,259
AmericanHealthNetworkInc-SecurityBreach,10/21/2014,10/16/2014,1,4
AmericanNationalInsuranceCompany,2/14/2014,9/1/2013,3,5056
AmericanPublicUniversitySystem,7/18/2014,6/30/2014,1,18
AmericanResidentialCommunitiesManagementServices,1/29/2014,1/17/2014,4,89
AmericanResidualsandTalentInc,12/2/2014,10/18/2014,92,84227
AmeripriseFinancial,5/15/2014,4/30/2014,1,1
AmeripriseFinancialInc,9/4/2014,,4,4
AMResorts,12/15/2014,5/1/2014,10,1398
AndersonMurisonInc,8/7/2014,6/1/2014,7,5572
ApexSystemsInc,1/15/2014,12/1/2013,1,1555
APiGroupInc,12/5/2014,11/17/2014,68,3194
AscenaRetailGroupInc,12/17/2014,10/10/2014,8,
AscensusInc,6/16/2014,6/5/2014,12,12
AspireInc,11/26/2014,11/7/2014,1474,
AssetMarketingServicesLLC,10/14/2014,9/18/2014,46,
AssistedLivingConcepts,2/26/2014,12/14/2013,5394,43600
AT&T-SecurityBreach,6/3/2014,1/1/2013,1,1
AtlanticAutomotiveCorpdbaMileOneAutomotive,6/24/2014,3/5/2014,57,6527
ATT-Breach Notification,10/2/2014,8/5/2014,8,
ATT-SecurityBreach,6/10/2014,4/9/2014,1,1
ATT-SecurityBreach2,6/18/2014,10/1/2013,1,
AuburnUniversity,3/19/2014,10/21/2013,39,13698
AuntMartha'sYouthServiceCenterInc,12/17/2014,11/10/2014,22,352
AutoNationInc,5/26/2014,3/5/2014,42,1499
AyresCarrSullivanPC,1/22/2014,1/10/2014,16,22
BackcountryGear,7/28/2014,4/27/2014,72,7000
BackcountryGear,10/22/2014,10/11/2014,2,300
BakerHughesIncorporated,12/1/2014,11/3/2014,1,11
BankoftheWest,2/5/2014,,23,
BannerHealthNetwork,3/5/2014,2/21/2014,7,7
BarryUniversity,12/27/2013,5/14/2013,12,
BartellHotels,9/12/2014,2/16/2014,75,43000
bebeStoresInc,12/5/2014,11/8/2014,316,
BenefitExpressServices,10/28/2014,9/4/2014,1,
BenjaminFEdwardsCo,6/27/2014,5/24/2014,273,55822
BigEastConference,11/25/2014,8/1/2013,6,80
BlueCrossandBlueShieldofKansasCityInc,4/16/2014,8/16/2013,1,2546
BlueCrossBlueShieldofMichigan-Breach Notification,7/18/2014,2/1/2014,1,
BlueCrossBlueShieldofMichigan-Breach Notification,4/23/2014,3/13/2014,41,
BlueZebraSports,11/19/2014,,70,1218
BMV,12/30/2013,12/20/2013,1,1
BMV,12/31/2013,12/19/2013,1,1
BMV*,9/16/2014,9/13/2014,1,1
BMV*,6/12/2014,6/9/2014,1,1
BMV*,8/5/2014,7/30/2014,3,3
BMV*,4/22/2014,4/15/2014,1,1
BMV*,4/16/2014,3/22/2014,2,2
BMV*,4/3/2014,4/2/2014,3,3
BNSFRailwayCompany,10/14/2014,9/17/2014,1,507
BoersmaBrosLLCdbaDutchWear,12/22/2014,11/7/2014,12,3594
BolderImageCompany,12/22/2014,10/24/2014,6,
BommerangTags,4/25/2014,7/4/2013,456,26759
BookingBV,9/18/2014,6/6/2014,1,401
BrightHouseNetworks,5/12/2014,12/29/2013,31,532
ButlerUniversity,,,,
ButlerUniversity-SecurityBreach,6/13/2014,11/1/2013,"64,181","163,123"
CaliforniaStateUniversityEastBay,9/5/2014,8/23/2013,1,
CalypsoStBarthInc,11/26/2014,10/9/2014,5,1514
CampBowWowFranchisingInc,10/19/2014,9/7/2014,4,
Catamaran,2/7/2014,12/26/2013,11,
CBIOperationsLLCdbaChathamBarsInn,8/20/2014,3/20/2014,20,
CCSMedical,11/10/2014,9/1/2014,5,
Cedars-SinaiHealthSystems,9/10/2014,6/23/2014,2,33136
CenterforComputerResources,5/28/2014,4/14/2014,38,
CentralCityConcern,4/28/2014,,23,
CenturyLink,5/28/2014,12/27/2013,75,75
ChannelwoodMortgageInc,1/21/2014,12/22/2013,314,314
ChicagoYachtClub,7/31/2014,,,
ChicagoYachtClub,7/31/2014,4/26/2014,20,1958
CignaGroupInsurance,6/17/2014,5/15/2014,1,1
CitibankNA,4/2/2014,10/30/2013,1,
CitibankNA-Breach Notification,7/3/2014,6/7/2014,1,1
CityofCrossvilleTN,4/2/2014,9/1/2013,8,
ClamCaseLLC,8/28/2014,4/18/2014,186,
ClayCountyHospital,12/12/2014,11/2/2014,73,
ColumbiaSouthernUniversity,10/20/2014,9/18/2014,48,
Columbus Regional Hospital*,1/21/2014,11/27/2013,0,1
ColumbusRegionalHealthPhysicians,4/30/2014,4/29/2014,1,1
ColumbusRegionalHealthPhysicians,10/28/2014,10/14/2014,1,1
ColumbusRegionalHealthPhysicians-Breach Notification,11/19/2014,11/13/2014,1,1
ColumbusRegionalHealthPhysicians-Breach Notification,5/9/2014,5/2/2014,1,1
ColumbusRegionalHealthPhysiciansSouthernIndianaHeart,10/29/2014,10/1/2014,1,1
CommunityHealthNetwork,11/21/2014,10/15/2014,1,1
CommunityHealthNetwork-Breach Notification,4/18/2014,2/27/2014,10,10
CommunityHealthNetwork-Breach Notification,6/12/2014,5/21/2014,1,1
CommunityHealthNetwork-Breach Notification,12/11/2014,11/21/2014,1,1
CommunityHealthNetwork-Breach Notification,11/10/2014,10/11/2014,1,1
CommunityHealthNetwork-Breach Notification,12/19/2014,12/2/2014,46,46
CommunityHealthSystemsProfessionalServic,,,,
CommunityMentalHealthCenter,8/13/2014,7/24/2014,1,1
CompleteMedicalHomecare,1/21/2014,12/12/2013,38,38
ConferenceUSAInc,11/24/2014,,6,
ContinentalAmericanInsuranceCompany,1/2/2014,11/15/2013,2,872
ControlConceptsCorporation,10/24/2014,10/3/2014,2,40
CoreLogicSafeRent,6/4/2014,,4,
CottageHealthSystem,,,,
CrothallServicesGroup,8/4/2014,7/1/2014,17,1494
CultivianVenturesLLC,11/17/2014,9/30/2014,5,
CyberswimInc,10/14/2014,5/12/2014,431,
DavidStanleyDodge,6/13/2014,,6,10571
DaVitaHealthCarePartnersAvonDialysis,6/6/2014,5/30/2014,1,1
DeaconessCompCenter-Breach Notification,10/8/2014,8/8/2014,1,1
DeaconessCompCenter-Breach Notification,6/11/2014,6/4/2014,10,10
DeaconessHospital,3/11/2014,1/7/2014,1,1
DeaconessUrgentCare-COMPCenter,6/3/2014,4/7/2014,1,1
DeKalbHealth,3/7/2014,2/9/2014,41,41
DelawareRiverBayAuthority,10/17/2014,9/20/2013,,
Delivery2Go,1/28/2014,10/1/2013,372,
Deltek'sGovWinIQ,4/10/2014,7/3/2013,54,54
DiatherixLaboratoriesInc,8/7/2014,9/24/2011,5,462
DirectLearningSystems,10/27/2014,7/13/2014,27,
DirecTV - Security Breach,3/28/2014,1/1/2014,12,
DiscoverPropertiesPMGLLP,,,,
DixonHughesGoodmanLLP,9/23/2014,,1,69
DukeEnergyCorporation,4/10/2014,3/24/2014,1,30
DuluthPack,10/24/2014,9/27/2014,2,128
DWD-IndianaWorkforce Development*,9/15/2014,9/10/2014,21,21
DWD-IndianaWorkforce Development*,1/30/2014,1/23/2014,1,
EasternAllianceInsuranceGroup,7/8/2014,6/13/2014,1,1
Easton-BellSportsInc,1/17/2014,12/1/2013,88,88
EntercomPortlandLLC,5/9/2014,2/28/2014,9,13244
EquifaxIncorp.*,3/3/2014,4/1/2013,28,
eScreen,3/7/2014,10/29/2013,62,
EvolutionNatureCorpdbaTheEvolutionStore,10/9/2014,,,
ExamOne-Breach Notification,10/22/2014,9/17/2014,2,2
ExamOne-Breach Notification,5/22/2014,3/25/2014,1,
ExamOne-Breach Notification,8/5/2014,6/23/2014,1,1
ExamOne-Breach Notification,11/5/2014,9/18/2014,1,1
ExamOne-Breach Notification,6/16/2014,4/26/2014,1,1
Experian,7/21/2014,4/15/2014,38,1158
Experian*,,,,
Experian-SecurityBreach,1/7/2014,12/19/2013,3,
Experian-SecurityBreach,10/20/2014,10/9/2014,5,212
Experian-SecurityBreach,5/22/2014,5/14/2014,4,190
Experian-SecurityBreach,11/20/2014,11/8/2014,1,357
Experian-SecurityBreach,11/3/2014,10/20/2014,6,214
Experian-SecurityBreach,9/26/2014,8/29/2014,17,933
Experian-SecurityBreach,10/22/2014,10/13/2014,9,481
EZPrintsIncACafePressSubsidiary,11/11/2014,9/22/2014,29,1919
FairwayIndependentMortgageCorporation,11/21/2014,7/1/2014,247,
Fidelity,6/12/2014,7/1/2013,1792,
FidelityInvestments-Breach Notification,5/12/2014,1/27/2014,2,2
FidelityInvestments-Breach Notification,6/26/2014,6/13/2014,3,56
FidelityInvestments-Breach Notification,5/6/2014,3/27/2014,1,1
FidelityInvestments-Breach Notification,5/12/2014,3/18/2014,1,1
FinancialCenterFederalCreditUnion,12/8/2014,12/2/2014,2,2
FlinnScientificInc,10/1/2014,5/2/2014,74,
FluxTechnologyServicesLLC,,,,
FocusonSuretyLLC-SecurityBreach,1/9/2014,1/1/2013,11,
FranciscanAllianceInc,6/13/2014,4/28/2014,4,4
FranciscanStFrancisHealth-SecurityBreach,5/30/2014,4/28/2014,3,3
FranciscanStFrancisHealth-SecurityBreach,10/20/2014,,1,1
FreedomManagementGroupLLCdbaTheNatural,8/13/2014,4/22/2014,118,7467
FreshologyInc,7/15/2014,,1,586
FSSA-Breach Notification,11/12/2014,11/12/2014,1,1
FSSA-Breach Notification,5/19/2014,5/7/2014,2,2
FSSA-Breach Notification,11/21/2014,11/20/2014,1,1
FSSA-Breach Notification,3/27/2014,3/21/2014,5,5
FSSA-Breach Notification,3/31/2014,3/28/2014,7,7
FSSA-Breach Notification,2/4/2014,2/3/2014,1,1
FSSA-Breach Notification,3/13/2014,3/10/2014,1,1
FSSA-Breach Notification,2/6/2014,,32,32
FSSA-Breach Notification,3/19/2014,3/13/2014,4,4
FSSA-Breach Notification,12/10/2014,12/9/2014,1,1
FSSA-Breach Notification,12/18/2014,11/10/2014,1,1
FSSA-Breach Notification,12/19/2014,12/16/2014,1,1
FSSA-Breach Notification,2/28/2014,2/28/2014,12,12
FSSA-Breach Notification,6/23/2014,6/9/2014,1,1
FSSA-Breach Notification,10/23/2014,10/13/2014,3,3
FSSA-Breach Notification,11/25/2014,11/18/2014,1,1
FujifilmNorthAmericaCorporationGraphiSystemsDivision,2/14/2014,10/21/2013,2,156
FujifilmNorthAmericaCorporationGraphiSystemsDivision,3/5/2014,1/14/2014,2,17
GeekfaceLLC,8/24/2014,8/5/2014,23,1688
Gelsosomo'sPizzeria,,,,
Genworth-SecurityBreach,10/7/2014,9/13/2014,1,1
GiantEagleInc,6/13/2014,5/24/2014,9,9
GingerbreadShedCorporation,5/7/2014,11/25/2013,122,122
GodivaChocolatierInc,11/26/2014,10/16/2014,384,36092
GoodwillofSouthernIndiana-SecurityBreach,9/2/2014,2/10/2013,,
GreenleafBookGroupLLC,1/29/2014,1/18/2014,4,
GuideStoneFinancialResourcesoftheSouthernBaptistConvention,2/24/2014,11/7/2013,31,31
HanoverFoodsCorporation,5/21/2014,4/7/2014,38,38
HarborFreightToolsUSAINC-SecurityBreach,12/11/2014,11/13/2014,1,
HarryBarker,8/9/2014,5/22/2014,19,
HeartlandBank-SecurityBreach,9/5/2014,7/30/2014,7,
"Hewitt, Aon",7/17/2014,3/1/2013,4,1533
Highlands-CashiersHospital,11/26/2014,5/1/2012,45,
HolidayMotel,12/4/2014,12/1/2013,16,2327
HoustonianHotelClubandSpa,7/9/2014,12/28/2013,11,10000
HRBTaxGroupInc,2/10/2014,1/11/2014,161,161
Hubbard-BertInc,5/13/2014,4/24/2014,6,6
Humana,5/23/2014,4/4/2014,1,
IDEM-SecurityBreach,5/1/2014,3/19/2014,1,1
IDEM-SecurityBreach,4/2/2014,9/13/2007,1,1
IDEM-SecurityBreach,3/31/2014,9/24/2007,1,1
IDEM-SecurityBreach,5/29/2014,8/18/2007,1,1
IDEM-SecurityBreach,9/30/2014,10/15/2007,1,1
IDEM-SecurityBreach,3/20/2014,12/9/2013,3,3
ImhoffandAssociatesPC,8/26/2014,6/27/2014,87,
IndianaDepartmentofInsurance-SecurityBreach,4/2/2014,3/24/2014,33,33
IndianaDepartmentofRevenue-Breach Notification,11/12/2014,,0,0
IndianaDepartmentofRevenue-Breach Notification,1/21/2014,1/9/2014,1,1
IndianapolisArtCenter,12/11/2014,12/3/2014,128,128
IndianapolisStar*,,,,
IndianaUniversity,2/25/2014,4/1/2013,112394,145966
IndianaUniversityHealthBallMemorialHospitalInc,2/3/2014,,61,61
INPRSIndianaPublicRetirementSecurity Breach,10/23/2014,9/22/2014,1,1
InternationalAgInsuranceSolutionsLLC,6/30/2014,5/15/2014,3,3
InternationalDairyQueenInc,10/9/2014,,,
InvuluInc,7/3/2014,6/15/2014,3,144
JacksonNationalLifeInsuranceCompany,3/14/2014,1/22/2014,7,320
JCMPartnersLLC,4/24/2014,,38,16975
JerseyCityMedicalCenter,8/6/2014,6/16/2014,1,36402
JimmyJohn'sFranchisesLLC,8/28/2014,6/16/2014,,
JMSmuckerCompany,2/27/2014,12/23/2013,431,431
JohnHopkinsUniversity,4/24/2014,3/19/2014,6,
JPMorganChaseExecutiveOffice*,,,,
JPMorganChaseExecutiveOffice*,,,,
KahnDeesDonovanKahnLLP,10/31/2014,10/23/2014,1,1
KaplanUniversity,7/9/2014,,9,
KentuckyOneHealth,3/28/2014,,1,1
KforceInc,10/1/2014,9/26/2014,4,4
KimptonHotelsandRestaurants,6/2/2014,4/2/2014,1,153
KindredRehabServicesInc,8/20/2014,7/22/2014,14,14
KindredTransitionalCareandRehabilitation-EagleCreek,9/30/2014,,1,1
KindredTransitionalCareandRehabilitation-EagleCreek,10/3/2014,8/15/2014,1,1
KMart*,,,,
LaCieUSA,4/11/2014,3/27/2013,249,249
LALeasingIncdbaSedonaStaffing,11/18/2014,,8,
LaskoGroupInc,7/30/2014,10/27/2011,303,9066
LegalSeaFoodsLLC,6/20/2014,1/1/2014,40,
LogosManagementSoftwareLLC,3/27/2014,1/14/2014,27,
Lowe'sCompaniesInc-SecurityBreach,5/19/2014,7/9/2013,933,
LPLFinancial-SecurityBreach,9/9/2014,2/24/2014,4,
LPLFinancial-SecurityBreach,7/24/2014,7/14/2014,1,
LPLFinancial-SecurityBreach,5/4/2014,,1,1
MaschinoHudelsonAssociates,5/8/2014,4/2/2014,7,5500
McKendreeUniversity,3/25/2014,1/24/2014,19,573
McKennaLongAldridge,2/28/2014,11/28/2013,2,
MemberClicksIncdbaMoolahPayments,11/20/2014,10/24/2014,4,
MercerHRServicesLLC,5/8/2014,4/1/2014,3,158
MerralLewisFamilyPractice,1/28/2014,1/22/2014,1,2
MethodistHospital,4/15/2014,6/26/2012,10,10
MetropolitanCommunityCollege,9/19/2014,5/17/2014,1,
MichaelsStoresInc,1/27/2014,,,2.6 million
MichiganCommercialInsuranceMutual,1/31/2014,1/1/2012,2,
MidwestOrthopaedicCenterSC,7/23/2014,12/1/2013,1,
ModernGunSchool,10/27/2014,10/19/2014,9,287
MontanaDepartmentofPublicHealthandHumanServices,6/23/2014,7/1/2013,510,1290682
Moody'sCorporation,11/17/2014,10/15/2014,1,56
MutualofOmahaInsuranceCompany-SecurityBreach,4/30/2014,4/8/2014,1,1
MyMatrixx,1/29/2014,1/1/2012,9,
NationalCreditAdjusters,6/5/2014,,45,
NationStarMortgageLLC,11/26/2014,9/17/2014,25,2022
NationStarMortgageLLC*,8/15/2014,6/18/2014,1,13
NationwideFinancialServicesInc,10/27/2014,9/22/2014,1,12
NCOFinancialSystemsInc,4/22/2014,3/29/2014,10,
NeimanMarcusGroupInc-SecurityBreach,1/25/2014,,2595,1.1 mil
NielsenCompany,2/4/2014,12/1/2013,13,
NorthAmericanMidwayEntertainmentLLC,1/16/2014,1/13/2014,0,44
NorthernTrustCompany,7/29/2014,5/17/2014,30470,480000
NorthwesternMedicalGroup,9/26/2014,1/1/2009,1,
NorthwestIndianaCardiovascularPhysiciansPC,,,,
NovaSoutheasternUniversity,11/6/2014,7/1/2013,2,
NovoNordisk,11/25/2014,11/13/2014,2,
OakAssociatesFunds,3/6/2014,1/23/2014,3,566
OmegaNetInc,9/10/2014,5/28/2014,15,
OneLoveOrganicsInc,10/30/2014,8/24/2014,2,487
OppenheimerFunds,7/21/2014,5/17/2014,1,158
OppenheimerFunds,7/31/2014,7/22/2014,153,3473
OregonEducatorsBenefitBoard,11/25/2014,3/1/2013,2,36855
OtolaryngologyAssociates,9/3/2014,8/26/2014,19,19
ParamountStaffing,1/28/2014,11/6/2013,49,
ParkHillSchoolDistrict,7/8/2014,2/1/2014,2,9848
PayGov,,,,
PaytimeHarrisburgIncdbaPaytimeInc,5/21/2014,4/7/2014,322,216274
PillarHotelsResortsLP,10/15/2014,,10,94
PlacemarkInvestmentsInc,5/27/2014,3/1/2013,8,1348
PointLomaNazareneUniversity,12/17/2014,10/7/2014,2,1086
PointParkUniversity,3/13/2014,2/27/2014,4,1813
PolishFalconsofAmerica,8/1/2014,6/14/2014,20,1526
PolyOne,6/10/2014,,63,
PrecisionPlanting,5/14/2014,,85,
PREIT,5/8/2014,2/23/2014,3,
PrincipalLifeInsuranceCompany,5/2/2014,4/18/2014,1,1
ProgressiveHealthofIndianaLLC,5/28/2014,5/5/2014,1,1
ProgressiveHealthofIndianaLLC,5/28/2014,5/5/2014,1,1
PublishersPayment,,,,
PurdueUniversity,9/23/2014,2/1/2013,2,2
PurdueUniversity,3/25/2014,3/5/2014,28,28
PurdueUniversity,10/6/2014,5/19/2014,760,
PurdueUniversity,2/7/2014,1/10/2014,3,3
QuestDiagnostics-SecurityBreach,12/19/2014,11/17/2014,209,24830
RBSCitizensFinancialGroupInc,3/31/2014,2/7/2014,1,29
ReevesInternationalInc,10/23/2014,3/31/2013,443,
RegionalHospitalHealthcarePartnersLLC,4/7/2014,8/27/2012,19,366
RGHEnterprisesInc-SecurityBreach,1/10/2014,3/9/2013,107,
RKInternetLLC,4/2/2014,2/6/2014,197,197
RowanCompaniesPLC,5/30/2014,5/13/2014,1,1
SafetyFirst,6/13/2014,9/27/2013,55,7242
SandsCasinoResortBethlehem,3/3/2014,2/10/2014,17,49000
SanFranciscoAirport-SouthSanFranciscoEmbassySuitesHotel,2/5/2014,6/8/2013,9,
SchroederMayAssociatesPC,4/11/2014,3/25/2014,560,560
SchwabRetirementPlanServicesCompany,10/31/2014,10/9/2014,1,91
ScottradeInc,6/10/2014,5/29/2014,1,1
ScottradeInc,7/9/2014,7/9/2014,1,1
SeattleUniversity,7/17/2014,5/25/2014,10,
SELFLoan,9/23/2014,,5,
SidneyRegionalMedicalCenter,1/24/2014,12/11/2013,1,400
SimmsFishingProductsLLC,11/25/2014,9/1/2014,11,3297
SnellingStaffingLLC,4/18/2014,1/20/2014,56,9757
SolarTan,,,,
SonyPicturesEntertainmentInc,12/11/2014,11/24/2014,56,
SorensonCommunications,3/26/2014,2/20/2014,192,192
SourcebooksInc,10/17/2014,4/16/2014,105,9433
SourceMediaInc,7/24/2014,5/1/2014,1,62
SpencerCountyCouncilonAging,12/15/2014,11/23/2014,104,104
SportGraphics,1/2/2014,12/17/2013,23,
StaplesInc,12/19/2014,8/10/2014,,
StateFarmInsuranceCompanies-SecurityBreach,4/9/2014,3/31/2014,1,1
StateIndustrialProductsCorp,1/27/2014,,9,425
SterneAgeeLeachInc,6/26/2014,5/29/2014,3477,352551
StMary'sPhysicianNetwork-DrChristieReagan'sPhysicianOffice,2/12/2014,10/22/2013,1,1
StonebridgeLifeInsuranceCompany,8/22/2014,6/25/2014,7,
StuartBraniginLLP,2/19/2014,1/30/2014,6,
StVincentDunnHospital,1/17/2014,1/7/2014,1,1
StVincentHospitalandHealthCareCenterInc,8/15/2014,1/1/2011,30,30
SurescriptsLLC,10/3/2014,3/1/2014,1,523
SymantecCorporation*,2/20/2014,1/28/2014,3,270
TakeCareHealthSystems,3/18/2014,1/31/2014,1,
TeaysRiverInvestmentsLLC,7/7/2014,4/10/2014,5,
TestEffectsLLC,8/4/2014,12/24/2013,817,37272
TheCoca-ColaCompany,1/23/2014,,1460,
TheDreslyn,8/4/2014,4/23/2014,3,872
TheFountainTrustCompany,6/18/2014,5/31/2014,378,
TheFreemanCompany,2/10/2014,1/20/2014,265,265
TheHomeDepot,5/27/2014,5/7/2014,1,500
TheHomeDepot,9/9/2014,4/1/2014,,
TheHomeDepotInc,2/10/2014,2/7/2011,89,10943
TheMedicalProtectiveCompany,5/30/2014,5/6/2014,4,4
ThePrudentialInsuranceCompanyofAmerica-SecurityBreach,2/8/2014,1/18/2014,1,71
ThePrudentialInsuranceCompanyofAmerica-SecurityBreach,,,,
ThePrudentialInsuranceCompanyofAmerica-SecurityBreach,5/2/2014,1/4/2014,25,703
ThePrudentialInsuranceCompanyofAmerica-SecurityBreach,4/8/2014,3/18/2014,4,74
TheTimkenCompany,3/5/2014,1/30/2014,6,4983
TheUnionLaborLifeInsuranceCompany,6/4/2014,2/17/2014,369,32717
TheUPSStoreInc,10/1/2014,1/20/2014,4,
TheVanguardGroupInc,10/2/2014,6/25/2014,1,1
TheVanguardGroupInc,4/28/2014,2/12/2014,1,
TheVanguardGroupInc,2/24/2014,8/1/2012,12,59
TheVanguardGroupInc,3/17/2014,8/1/2012,12,59
TheVanguardGroupInc,10/1/2014,9/9/2013,1,1
ThomsonReuters,7/10/2014,2/1/2014,2,317
TimMcCoyAssociates,9/15/2014,8/27/2014,247,10953
TotalBank,7/9/2014,,11,11
TREMEC,9/8/2014,7/10/2014,14,
Tri-LakesMedicalCenter-SecurityBreach,1/9/2014,9/20/2013,1,1393
TrusteesofIndianaUniversity,4/7/2014,3/27/2014,4,4
UILHoldingsCorporation,9/30/2014,9/13/2014,2,
Union Hospital,7/23/2014,7/14/2014,2,2
Union Hospital,7/16/2014,6/6/2014,2,2
UnionTownshipSchoolCorporation,6/27/2014,6/16/2014,1236,
UnitedConsumersClub,9/18/2014,,414,414
UnitedStatesFireInsuranceCompanyFairmontSpecialty,8/21/2014,4/9/2014,5,680
UnitedStatesFundforUNICEF-SecurityBreach,1/6/2014,11/4/2013,11,
UniversityofKentucky-UKHealthCare,3/31/2014,2/4/2014,2,1780
