Eye Institute of Corpus Christi,itu-264923 (1),2/26/2016,6,"patient names, addresses, dates of birth, Social Security numbers, health insurance and payment information, and records of patient treatment and diagnosis",improper access by former employees
Eye Institute of Corpus Christi,itu-264923 (2),2/26/2016,6,"patient names, addresses, dates of birth, Social Security numbers, health insurance and payment information, and records of patient treatment and diagnosis",improper access by former employees
Superior Labels,itu-264921,2/25/2016,126,"name, payment card info, address",cyber attack
Valley Hope Association,itu-264922,2/25/2016,27,"""Social Security number, date of birth, address, treating physician name, treatment type, treatment location, patient/account number, diagnosis and clinical information, phone number, medical record number, disability code, driverâ€™s license number/state identification number, username and password,tax identification number, health insurance information, financial information, and medication information""",stolen laptop
"Citibank, N.A.",itu-266721,2/25/2016,3,"name, dob, ssn",mailing error
Trop Gun Shop,itu-266997,2/25/2016,1,"name, payment card info",malware
"Incipio, LLC",itu-264920 (1),2/22/2016,203,"""including name, address, phone number, email address, credit or debit card number, and the customerâ€™s payment cardâ€™s expiration date and cvv number""",problem with software update
"Incipio, LLC",itu-264920 (2),2/22/2016,203,"""including name, address, phone number, email address, credit or debit card number, and the customerâ€™s payment cardâ€™s expiration date and cvv number""",problem with software update
EWTN,itu-266622,2/22/2016,9,"name, address, ssn, tax info",phishing
Dimensions Healthcare System,itu-266998,2/22/2016,1,"name, dob, medical info, patient records",inadvertent disclosure
Plano Synergy,itu-266996,2/19/2016,2,"name, address, ssn, tax info",phishing
PhysAssist Scribes,itu-263905,2/18/2016,2,"name; social security number; date of birth; marital status; gender; contact information including email address, phone number, and residential address; and rate of pay",info inadvertently emailed to wrong recepients
Mercy Health Services,itu-263906,2/17/2016,1,"name, address, bank account number, patient number",info inadvertently sent to wrong recepient
"Homesale YWGC Settlement Services, LLC",itu-264557,2/17/2016,1,"name, ssn, address, signatures",UPS lost info in transit
Avila University,itu-263908,2/16/2016,1,"names, addresses, and Social Security numbers",info inadvertently mailed to wrong recepients
Calpine Corporation,itu-263907,2/16/2016,,"name, Social Security Number, bank account and routing number, payroll direct deposit net pay amount, and 401k deduction amount",laptop computer stolen from car
"Polycom, Inc.",itu-263910,2/12/2016,11,"""names, addresses, Social Security numbers, dates of birth and base salary information""",phishing email
"Estech Systems, Inc.",itu-263909,2/12/2016,13,"business name, address, credit card account number, expiration date, and security code",unauthorized access to email account
"Shire Human Genetic Therapies, Inc.",itu-264558,2/12/2016,5,"name, dob, address, phone number, last four of SSN",stolen laptop
"GEO Groups, Inc.",itu-264559,2/12/2016,1,"name, ssn",info inadvertently mailed to incorrect recipients
QTS Data Centers,itu-264919 (2),2/11/2016,4,"name, ssn, address, salary, dob",phishing email
NTENT,itu-264917,2/11/2016,10,"name, address, social security number, date of birth and current salary",phishing email
JetBlue Airways Corporation,itu-264918,2/11/2016,25,"first and last name, date of birth, social security number and fingerprint images",stolen laptop
QTS Data Centers,itu-264919 (1),2/11/2016,4,"name, ssn, address, salary, dob",phishing email
Housing Opportunities Commission of Montgomery County (HOC),itu-266631,2/11/2016,,"name, address, ssn, tax info",info inadvertently attached to email
Gap Inc.,itu-264560,2/10/2016,1,"Name, info on W2 tax form",lost in transit
Capezio,itu-264916,2/10/2016,70,"name, payment card info, address",malware
BrightView,itu-264561,2/10/2016,,"name, dob, address, ssn, salary info",phishing attack
"Intuit, Inc.",itu-264562,2/10/2016,1,"name, ssn, address, dln, dob",unauthorized access
Southwest Wine and Spirits DBA Wally's Wine & Spirits,itu-266720,2/10/2016,158,"Customer Name; Billing Address; Shipping Address; Credit Card Number, Expiration Date",unauthorized access
Northwestern Mutual Life Insurance Company,itu-264546,2/9/2016,7,"name, address, policy info, banking info, ssn",theft of three unencrypted hard drives
CollabNet,itu-264545,2/9/2016,2,"name, address, ssn, dob, email address, salary, employee id number",unauthorized access from phishing attack
University of Central Florida,itu-264542,2/9/2016,284,"name, address, ssn, student id number,",unauthorized access to database
Costco Wholesale Corporation,itu-264915,2/9/2016,,"name, payment card info",skimming devices
"Baja Bound Insurance Services, Inc.",itu-264913,2/8/2016,3,"name, dob, dln",phishing
"Securities America, Inc.",itu-264914 (2),2/8/2016,166,,malware
"Securities America, Inc.",itu-264914 (1),2/8/2016,166,,malware
University of Mary Washington,itu-263911,2/4/2016,210,"name, address, ssn",stolen laptop
"Gyft, Inc.",itu-263912,2/4/2016,7941,"names, addresses, dates of birth, phone numbers, email addresses, and gift card numbers",unauthorized access to cloud servers
Oiselle Running Inc.,itu-263733,2/2/2016,13,"name, address, payment card info",hacking
Rite Aid Corporation,itu-264912,2/2/2016,1,"name, address, payment card info",employee improperly retained info
"Eyewitness Surveillance, LLC",itu-266718,2/2/2016,97,"name, address, dob, ssn, banking info, dln",laptop stolen from car
Toyota Morot Credit Corporation,itu-263065 (2),2/1/2016,,"""Account Number, Last Four Digits of Social Security Number (SSN), Address, Telephone Number, Current Balance and Days Past Due""",info inadvertently included in email
Toyota Morot Credit Corporation,itu-263065,2/1/2016,,"""Account Number, Last Four Digits of Social Security Number (SSN), Address, Telephone Number, Current Balance and Days Past Due""",info inadvertently included in email
Bailey's,itu-263813,2/1/2016,231,"name, address, payment card info",hacking
Bailey's,itu-263813 (update),2/1/2016,231,"name, address, payment card info",hacking
"Drager Medical Systems, Inc.",itu-263817,2/1/2016,14,"name, addres,, ssn, dob, compensation information",unauthorized access by someone impersonating a Drager executive
"Richardson & Company, P.C.",itu-263830,2/1/2016,4,"name, ssn, financial account numbers",former employee improperly downloaded info
NationStar Mortgage,itu-263069,1/29/2016,3,"names, mortgage loan numbers",info inadvertently mailed to wrong recipients
Aspiration,itu-263079 (3),1/29/2016,,"name, passport info, address, wage info",info inadvertently sent to incorrect clients
Aspiration,itu-263079 (1),1/29/2016,,"name, passport info, address, wage info",info inadvertently sent to incorrect clients
"Landry's, Inc.",itu-263074 (update),1/29/2016,,"payment card info, name",malware
Aspiration,itu-263079 (2),1/29/2016,,"name, passport info, address, wage info",info inadvertently sent to incorrect clients
"Landry's, Inc.",itu-263074,1/29/2016,,"payment card info, name",malware
"Richardson & Company, P. C.",itu-263070,1/29/2016,4,"name, ssn, financial account number, address",former employee downloaded information
"Elicit Brands, LLC d/b/a Swiftkick",itu-263740,1/29/2016,5,"name, address, payment card info",hacking
TaxSlayer,itu-263080,1/28/2016,173,"name and address, social security numbers of the user and his or her dependents, and other tax-related data",unauthorized third party attempted to access online user accounts
"Emergency Physicians Medical Group, PC",itu-263814,1/28/2016,9,"name, ssn",compromised email account
"The Hain Celestial Group, Inc.",itu-263085,1/27/2016,44,"name, address, email address, payment card info, telephone number",malicious code
university of virginia,itu-263738,1/27/2016,4,"name, dob address, phone number, salary, tax info, ssn",password compromised
"#1 A LifeSafer of Maryland, LLC",itu-263083,1/26/2016,2,"name, DLN",unauthorized access
"Account Control Technology, Inc.",itu-266713,1/26/2016,9,"First and Last Name, Address, Bank Routing and Account Number, United States Department of Education Internal Account Number",info lost during mailing
HK Financial Services,itu-263086,1/22/2016,2,"name, address, date of birth, the last four digits of Social Security number, investment account number, account balance, and other administrative information",inadvertent email
"Starwood Hotels & Resorts Worldwide, Inc.",itu-263090,1/22/2016,,"name, payment card number, security code and expiration date",malware
"Kicky Pants, Inc. d/b/a/ KicKee Pants",itu-263093 (1),1/21/2016,,"first and last names; credit card number, expiration date, and security code; billing address (street, city, state, and ZIP code); telephone number; and email address",
M&T Bank (Identity Theft),itu-263093 (2),1/20/2016,,"name, social security number, and address",info inadvertently entered into wrong website
M&T Bank (Identity Theft),itu-263095,1/20/2016,,"name, social security number, and address",info inadvertently entered into wrong website
MaineGeneral Medical Center,itu-263831,1/20/2016,,"name, ssn, address, medical info, treatment info, diagnosis info, health insurance info, dob",cyber-attack
The NCH Healthcare System,itu-263833,1/20/2016,7,"name, address, telephone number, ssn, dob, Medicaid number, medicare number, state license number, tax id number",servers compromised
"Intuit, Inc.",itu-263902,1/19/2016,15,"prior year tax returns, ssn, name, address, dob, financial info",unauthorized access
John Scheepers Seeds LLC (dba John Scheepers Kitchen Garden Seeds),itu-263096,1/18/2016,8,"name, address, payment card info, phone number",malware
NCH Healthcare System,itu-263099,1/15/2016,,"name, address, phone number, dob, dln, Medicaid number, medicare number, tax ID number,",unauthorized server access
Aegion Corporation,itu-263103,1/14/2016,44,"name, ssn, address, bank account number",info inadvertently accessible via internal portal
Hyatt Hotels Corporation,itu-263105,1/14/2016,,"name, payment card info",malware
"JB Autosports, Inc.",itu-263109,1/13/2016,,"name, payment card info, address",cyberattack
HSBC,itu-263106,1/13/2016,,"name, mailing and property address, social security number, mortgage account number, deposit account numbers, payment history details, demographic data and other information required to service a mortgage",info inadvertently sent to third party
ExpertPlan,itu-263903,1/13/2016,,"name, ssn",info inadvertently sent to wrong person
"Clarks America's, Inc.",itu-263110,1/11/2016,8,"name, ssn",info inadvertently shared
Grunt Style LLC,itu-263116,1/8/2016,4,"name, payment card info, address, email address",malicious code
"New Penn Financial, LLC",itu-263114,1/8/2016,66,"name, address, dob, ssn, bank account info",unauthorized access
"Blucora, Inc.",itu-263115,1/8/2016,11,"names, addresses, and social security numbers, and, in some instances, driverâ€™s licenses and bank account information",unauthorized access
"Motivate International, Inc.",itu-263113,1/8/2016,20,"name, address, phone number, dob, ssn, financial account info, dln",unauthorized access by former contractor
"Samela, Inc. DBA NorthShore Care Supply",itu-262314,1/4/2016,3,"name, address, payment card info",malware
Paulus Sokolowski & Sartor LLC,itu-262313,1/4/2016,1,"name, ssn",document containing personal info inadvertently emailed
,itu-277139,,,,
,itu-277140,,,,
,itu-277021 (UPDATE) (1),,,,
,itu-277021 (UPDATE) (2),,,,
Point Breeze Credit Union,itu-262311 (2),12/31/2015,389,"first name, last name and membership number. Information NOT released or compromised: credit card numbers, social security numbers, PIN codes and any security codes.",statements for Maryland residents were incorrectly included in another member's statements
Point Breeze Credit Union,itu-262311 (1),12/31/2015,389,"first name, last name and membership number. Information NOT released or compromised: credit card numbers, social security numbers, PIN codes and any security codes.",statements for Maryland residents were incorrectly included in another member's statements
Regional Income Tax Agency,itu-262312,12/31/2015,38,"income tax documents, name, address, ssn, dob",lost DVD
MROStop LLC,itu-262360,12/29/2015,7,"name, usernames, passwords, payment card info",hacking
Flewelling & Mitton PC,itu-262309,12/28/2015,1,"name, ssn",computer stolen during burglary
Nordstrom,itu-262359,12/28/2015,,Personal info,improper access by former employee
"Intuit, Inc.",itu-262356,12/28/2015,4,"name, ssn, address, dob, financial info, info associated with tax returns",unauthorized access
"Intuit, Inc.",itu-262356 (update),12/28/2015,4,"name, ssn, address, dob, financial info, info associated with tax returns",unauthorized access
SAS Safety Corporation,itu-262306,12/24/2015,3,"customer name,address, credit or debit card number, payment card expiration date and the card's CVV security number",malware
"HDIS, Inc.",itu-262307,12/24/2015,,"customer name, address, credit or debit card number, payment card expiration date and the card's CVV security number",malware
Farm to Feet,itu-262305,12/23/2015,5,"name, address, email address, payment card info",hacking
"Matson Navigation Companty, Inc.",itu-262304,12/23/2015,224,"name, dob, address, phone number, cant info, bank account info, passport info",device lost during transport
"Acclaim Technical Services, Inc.",itu-262302 (1),12/22/2015,,"name, Social Security number, address, date and place of birth, residency, educational and employment history, personal foreign travel history, information about immediate family as well as business and personal acquaintances, and other information used t",malicious code
"Acclaim Technical Services, Inc.",itu-262302 (3),12/22/2015,,"name, Social Security number, address, date and place of birth, residency, educational and employment history, personal foreign travel history, information about immediate family as well as business and personal acquaintances, and other information used t",malicious code
"Acclaim Technical Services, Inc.",itu-262302 (2),12/22/2015,,"name, Social Security number, address, date and place of birth, residency, educational and employment history, personal foreign travel history, information about immediate family as well as business and personal acquaintances, and other information used t",malicious code
"HP, Inc.",itu-262349,12/22/2015,,information contained on personal comuter,inadvertent error during computer repair
Crescent Hotels & Resorts,itu-262351,12/22/2015,,"names, payment card info",theft
Cola & Cola CPAs,itu-262354,12/22/2015,6,"name, ssn, dln, dob, bank info",unauthorized access to email account
"Cantenacci, Markowitz, Delandri, Rosner & Company Certified Public Accountants",itu-262353,12/22/2015,2,"name, ssn",unauthorized email access
"The Home Depot, Inc.",itu-262301,12/21/2015,,"name, ssn, info related to employment screening",problem during code update
"The Home Depot, Inc.",itu-262301 (2),12/21/2015,,"name, ssn, info related to employment screening",problem during code update
"The Home Depot, Inc.",itu-262208,12/21/2015,1,"name, ssn",glitch during update allowed improper access to info
State Farm Mutual Automobile Company,itu-262320,12/21/2015,,"name, ssn, dln, dob, health insurance info",email inadvertently sent to wrong recipient
CBC Restaurant Corporation,itu-262205,12/18/2015,,"Name, address, ssn",former employee may have improperly retained info
Minnesota Life Insurance Company,itu-262206,12/18/2015,,"name, ssn, information relating to 401(k)",system error caused an email to be inadvertently sent to an incorrect party
Catholic Charities of the Archdiocese of Galveston-Houston,itu-262207,12/18/2015,5,"name, ssn, dob, alien number, dln, finger prints, address",laptops stolen during burglary
Wabash College,itu-262315,12/18/2015,2,"name, ssn",computer virus
"Dungarees, LLC",itu-262198,12/17/2015,190,"name, payment card info, address",malicious software
Wilderness at the Smokies,itu-262197,12/16/2015,,"name, payment card info",malware
Vesta Property Services,itu-262196,12/15/2015,3,"name, dob, address, ssn, banking info",server stolen during office relocation
Muji,itu-262319,12/15/2015,,"name, payment card info",malware
"Centerra Group, LLC",itu-262195,12/14/2015,773,"na,e wage, address, ssn",info inadvertently shared with another company
LPL Financial LLC,itu-262318,12/14/2015,1,"name, ssn",info inadvertently emailed
TuneCore,itu-261470 (1),12/9/2015,326,"name, taxpayer ID, ssn, dob",unauthorized access to servers
TuneCore,itu-261470 (2),12/9/2015,326,"name, taxpayer ID, ssn, dob",unauthorized access to servers
New England Calendar and Novelty Company,itu-263308,12/8/2015,6,"name, address, site password, payment card info",malicious code
